kidney	liver	ovary	testis
ENSTRUG00000006313	2.0935805	1.260235791	2.913987	0.1192132
ENSTRUG00000006314	2.0347095	0.7849399945	2.332885	1.047413
ENSTRUG00000006315	3.304837	1.760494012	2.552229	0.4996048
ENSTRUG00000006316	0.61827325	0.673332587	0.9799668	0.266227
ENSTRUG00000006317	6.277433	4.194687663	4.951807	2.03435
ENSTRUG00000006318	2.1741055	0.8811833485	2.809087	3.505719
ENSTRUG00000006319	2.931261	1.486489671	2.915645	2.991407
ENSTRUG00000006320	0	0	1.862443	0.5955925
ENSTRUG00000006321	2.2486705	0.3175764485	0.4339763	0.09858066
ENSTRUG00000006322	2.320169	0.9893838515	2.845237	2.819437
ENSTRUG00000006323	6.2273335	5.163927375	7.212258	4.021311
ENSTRUG00000006324	1.4738455	0.5024400735	0.2987568	0
ENSTRUG00000006325	3.839401	2.173016938	4.930765	2.398315
ENSTRUG00000006326	4.5054705	3.063982345	5.024311	3.945111
ENSTRUG00000006327	4.8211095	0.0834727435	0.01765201	0.06558306
ENSTRUG00000006328	4.154323	2.671364559	4.067415	1.555463
ENSTRUG00000006329	3.5963745	2.052407929	3.849929	1.485308
ENSTRUG00000006330	4.806822	9.474163887	7.131116	0.6440492
ENSTRUG00000006331	3.0344345	0.788147789	3.208157	0.5363902
ENSTRUG00000006332	2.4088315	0.765338241	1.712216	0.3337328
ENSTRUG00000006333	0.38272775	0.0407106805	0.06601267	0.03186393
ENSTRUG00000006334	0.3073373	0.918720504	10.29437	1.218961
ENSTRUG00000006335	2.213321	2.497964378	1.807716	0.2323463
ENSTRUG00000006336	2.415216	0.6110306785	0.9175563	0.04672266
ENSTRUG00000006337	4.6598145	3.757566286	4.521082	1.961542
ENSTRUG00000006338	3.427967	1.4178487305	4.041006	0.5322232
ENSTRUG00000006339	3.9718595	2.049620731	3.112175	0.233504
ENSTRUG00000006340	5.3520575	2.758669002	5.705078	1.960439
ENSTRUG00000006341	3.7432265	1.923200575	5.141637	0.9785574
ENSTRUG00000006342	4.470654	2.376913768	4.167791	0.6131327
ENSTRUG00000006343	3.42832	1.4673114715	3.584409	1.860585
ENSTRUG00000006344	3.455477	1.912676235	5.940806	1.192491
ENSTRUG00000006345	2.4689635	0.3849690855	0.6127078	0.5830772
ENSTRUG00000006346	4.65282	2.214661031	2.393578	0.5031136
ENSTRUG00000006347	2.583557	0.971918887	2.692891	0.9399848
ENSTRUG00000006348	7.192425	3.479718679	5.47317	7.664917
ENSTRUG00000006349	1.641811	2.7494274185	1.258808	0.1430498
ENSTRUG00000006350	2.5330855	2.805953741	2.610712	0.1320456
ENSTRUG00000006351	0	0	0	0.07081932
ENSTRUG00000006352	4.637328	3.2968088755	3.674122	0.5025475
ENSTRUG00000006353	1.4266515	0.9849452725	1.919266	0.6568835
ENSTRUG00000006354	5.1693275	1.409216113	6.191823	4.22016
ENSTRUG00000006355	1.6163675	0.781008606	3.399769	0.1105469
ENSTRUG00000006356	0	0.024476795	0.04683285	0.5911662
ENSTRUG00000006357	1.01873185	0.382474028	1.744376	0
ENSTRUG00000006358	0.3223541	0.0792499515	0.05098529	0.01735868
ENSTRUG00000006359	0.7354057	0.4062126645	0.577799	0.1272353
ENSTRUG00000006360	4.101875	0.7773402435	5.021151	0.07116515
ENSTRUG00000006361	4.1207185	1.133592784	3.133841	0.6835599
ENSTRUG00000006362	0	0.0645818855	0.08590756	0
ENSTRUG00000006363	1.0847035	0.4845577275	1.748638	0.2239699
ENSTRUG00000006364	0	0	0.774171	0
ENSTRUG00000006365	0	0	0.05925365	0.2357883
ENSTRUG00000006366	3.5146415	2.1110591155	2.895919	0.8008638
ENSTRUG00000006367	0.03286589	0.034495939	1.20536	1.762931
ENSTRUG00000006368	3.4864285	2.0114834215	4.175604	0.8479801
ENSTRUG00000006369	0	0	0.09402766	0.01945769
ENSTRUG00000006370	0.1126424	0.0568561	6.161785	2.008878
ENSTRUG00000006371	1.855436	1.5555791475	2.063994	0.172771
ENSTRUG00000006372	0.9505214	0.1354468405	1.870992	0.1486413
ENSTRUG00000006373	5.5283225	2.274459944	5.382832	3.495392
ENSTRUG00000006374	5.511888	3.8466627945	7.488194	2.494152
ENSTRUG00000006375	2.7071865	1.6444278685	3.247138	0.1210377
ENSTRUG00000006376	1.4234485	0.752368424	2.425921	0.463109
ENSTRUG00000006377	2.624915	1.800971558	0.5558054	0.3176006
ENSTRUG00000006378	0.12652025	1.2077771365	0.4356051	0.2375282
ENSTRUG00000006379	0.043542605	0.030581111	2.680235	0.5142
ENSTRUG00000006380	0.040142735	0.016567631	0.06166921	0
ENSTRUG00000006381	3.5775875	2.441275944	2.827291	0.3986634
ENSTRUG00000006382	1.4405665	0.194815251	0	1.543633
ENSTRUG00000006383	6.65369	2.9514034835	2.759573	0.4139412
ENSTRUG00000006384	2.8445935	1.734117251	3.551651	0.4621026
ENSTRUG00000006385	3.2658325	1.0352615675	1.412099	0.6768821
ENSTRUG00000006386	4.003057	1.9673504135	5.330691	1.469782
ENSTRUG00000006387	6.1058165	7.849484895	6.99723	3.199781
ENSTRUG00000006388	0.082406645	0.2094524145	0.0503582	0.2441403
ENSTRUG00000006389	2.279227	1.887717051	2.905203	1.019885
ENSTRUG00000006390	2.93699	1.748863396	2.706922	0.1360923
ENSTRUG00000006391	0.027295755	0.1264849655	0.1347761	0.02675432
ENSTRUG00000006392	0.0166986	0.023417895	0.1488808	0
ENSTRUG00000006393	2.623741	0.9361212135	3.305161	0.04738022
ENSTRUG00000006394	4.853503	2.6339247295	3.211514	0.4150058
ENSTRUG00000006395	0.4606523	0.407774669	0.5105161	0
ENSTRUG00000006396	2.705556	0.357656466	2.091818	0.09256265
ENSTRUG00000006397	3.6284865	2.06596614	4.269168	2.30152
ENSTRUG00000006398	7.043941	5.5746761945	10.37582	6.322884
ENSTRUG00000006399	2.147354	1.779183524	1.990025	0.1813863
ENSTRUG00000006400	0.6235893	0.049385681	0.514196	0.1813494
ENSTRUG00000006401	5.3018535	1.4740275555	4.206041	0.3042604
ENSTRUG00000006402	1.797046	2.4242344235	2.488751	0.3894974
ENSTRUG00000006403	5.9046695	3.9060865415	5.501375	1.393861
ENSTRUG00000006404	3.718813	2.856112491	3.5437	0.7968162
ENSTRUG00000006405	1.3511305	0.773011422	0.8010974	0.1583978
ENSTRUG00000006406	5.1554945	2.646206834	4.939946	6.373311
ENSTRUG00000006407	3.9594685	2.2875508655	2.520224	1.107996
ENSTRUG00000006408	1.6090245	1.315084615	2.674135	0.3529067
ENSTRUG00000006409	3.489611	2.141231192	2.933614	0.2525615
ENSTRUG00000006410	2.637381	1.770301453	2.447582	2.372511
ENSTRUG00000006411	0.2405435	0	0.1097865	0.09430702
ENSTRUG00000006412	0.36355615	3.458570098	0	0.08517036
ENSTRUG00000006413	0.6887176	0.8182629205	2.850059	0.1477534
ENSTRUG00000006414	2.2808115	0.7898399205	2.036432	0.7801682
ENSTRUG00000006415	8.4099	8.0805577435	11.75647	7.865999
ENSTRUG00000006416	0.5842719	0.2998569425	0.1648472	0.6323544
ENSTRUG00000006417	0.7609946	0	1.288359	0.02295976
ENSTRUG00000006418	1.5696995	1.3282647945	2.047326	0.1242015
ENSTRUG00000006419	3.6520565	2.20919879	2.314421	0.381611
ENSTRUG00000006420	1.964495	1.006630523	1.975698	0.2986513
ENSTRUG00000006421	3.6146125	1.1416269095	3.338049	0.7073799
ENSTRUG00000006422	1.975967	0.1226188465	3.677373	0.4086988
ENSTRUG00000006423	4.7360235	3.193211373	4.985539	1.331417
ENSTRUG00000006424	0.203265925	0.171307125	0.2643022	0.06042555
ENSTRUG00000006425	5.902806	4.611359711	5.131968	1.745405
ENSTRUG00000006426	1.136792	1.8063785885	2.602311	0.2931409
ENSTRUG00000006427	0	0	0.1310688	1.314192
ENSTRUG00000006428	5.0965915	2.119789267	4.76347	0.6804711
ENSTRUG00000006429	0.2813039	0.1582959	0.3044141	3.327199
ENSTRUG00000006431	6.472759	6.7584061335	8.442409	5.275428
ENSTRUG00000006432	4.6839105	2.847346157	4.602356	3.45029
ENSTRUG00000006433	0.21512313	0	0	0.1524054
ENSTRUG00000006434	7.8785425	3.382339804	5.281376	2.643745
ENSTRUG00000006435	4.764922	2.0010888295	2.825934	0.6588266
ENSTRUG00000006436	4.934519	1.934176709	7.269155	3.956196
ENSTRUG00000006437	0.11058508	0.1155067875	0.3487197	0.4264709
ENSTRUG00000006438	4.1252305	1.958056954	5.242968	1.029615
ENSTRUG00000006439	0.0646508	8.593300607	0	0.3643887
ENSTRUG00000006440	5.8410685	4.254013392	6.238915	0.4595879
ENSTRUG00000006441	3.4500685	3.385302618	2.586287	0.4432109
ENSTRUG00000006442	4.303457	2.6487961645	4.99012	1.600027
ENSTRUG00000006443	3.465775	0.6368567195	1.549366	0.5139879
ENSTRUG00000006444	0.1400951	1.3107108895	1.023951	1.37269
ENSTRUG00000006445	0.5158635	0.552747155	0.3029823	0.1974842
ENSTRUG00000006446	4.1132565	0.720483187	0.2568887	0.6381284
ENSTRUG00000006447	4.0740155	0.9177398225	2.498813	0.1909827
ENSTRUG00000006448	4.9094505	3.283790442	5.363444	1.496467
ENSTRUG00000006449	3.8579355	1.2454470385	0.9788107	0.5506998
ENSTRUG00000006450	4.778456	0.8870986035	7.451566	0.8175979
ENSTRUG00000006451	0.84760445	1.3506533835	0.4345957	0.9541166
ENSTRUG00000006452	1.70253	0.8797750915	2.570907	0.4317064
ENSTRUG00000006453	0.9196059	0.0636934225	0.3075995	1.405224
ENSTRUG00000006454	3.250562	1.8382077625	4.445488	1.626939
ENSTRUG00000006455	5.757881	2.1945121835	7.949249	2.698636
ENSTRUG00000006456	1.824874	0.9513766195	2.075125	0.1201518
ENSTRUG00000006457	3.1423855	0.8627420075	2.81455	1.507637
ENSTRUG00000006458	2.6381295	1.0717454485	3.629544	0.6530581
ENSTRUG00000006459	2.081709	1.2767998235	3.130417	0.1147612
ENSTRUG00000006460	0.4819418	0.169161349	4.892352	0.6841114
ENSTRUG00000006461	5.7236485	5.059346307	5.671952	0.129001
ENSTRUG00000006462	3.9088005	2.120300323	3.204939	0.5108526
ENSTRUG00000006463	0.014794395	0.0125273895	0.6060176	0.09701769
ENSTRUG00000006464	6.7815905	3.358346469	6.15009	2.142443
ENSTRUG00000006465	1.4531395	0.4198669485	1.570142	0.5478121
ENSTRUG00000006466	5.6983145	2.818611321	4.571746	2.213967
ENSTRUG00000006467	0.0557438	0.047838347	0.1135914	0.02508324
ENSTRUG00000006468	3.9339245	0.7053857885	0.8873685	0.07330063
ENSTRUG00000006469	2.504748	2.643395727	5.927629	0.9995751
ENSTRUG00000006470	4.273061	1.114434933	4.408386	1.719267
ENSTRUG00000006471	3.114069	1.022410242	3.785843	1.241621
ENSTRUG00000006472	5.9874365	2.611044857	4.512132	0.4005926
ENSTRUG00000006473	0.04163678	0	4.199704	0.08843486
ENSTRUG00000006474	3.596548	0.324423539	0	0.02349979
ENSTRUG00000006475	0.91094775	1.168326058	1.116581	1.236736
ENSTRUG00000006476	3.6662255	1.970647926	4.31172	3.953644
ENSTRUG00000006477	0.82838515	0.3391066615	1.276103	0.5530992
ENSTRUG00000006478	0.030294605	0.009743859	0.3761173	0.05969528
ENSTRUG00000006479	0	0	0.07110335	0.1236334
ENSTRUG00000006480	5.9874365	2.611044857	4.512132	0.4005926
ENSTRUG00000006481	5.068724	1.1018733825	3.136645	1.38572
ENSTRUG00000006482	2.0379765	1.202872379	2.265262	0.801481
ENSTRUG00000006483	0	0	0.04100616	0.02945105
ENSTRUG00000006484	4.388005	2.5248206485	5.349394	2.764217
ENSTRUG00000006485	2.367588	0.412626259	2.804485	0.2075693
ENSTRUG00000006486	0.3867505	0.135778076	0.2882215	0
ENSTRUG00000006487	4.6446875	3.3700754885	4.192156	0.4307734
ENSTRUG00000006488	2.4125625	0.8297016545	1.424057	0.03559041
ENSTRUG00000006489	0	0	0	0.316952
ENSTRUG00000006490	0.03432165	0.1984912475	0.2916854	0.2309211
ENSTRUG00000006491	6.0053465	7.9489745585	6.540841	7.435362
ENSTRUG00000006492	4.2588735	2.1118626615	1.44202	0.04556207
ENSTRUG00000006493	1.404776	0.610155354	1.208817	0.01281519
ENSTRUG00000006494	1.629648	1.335590098	1.576682	0.2847711
ENSTRUG00000006495	3.008485	0.812790897	3.895519	0.2954468
ENSTRUG00000006496	3.3061275	0.4859593885	2.17516	0.5298229
ENSTRUG00000006497	0.010250675	0.016504181	0.0873185	0.07876625
ENSTRUG00000006498	1.3963175	0.4482388505	0.716206	0.04730134
ENSTRUG00000006499	4.305012	2.5318036055	4.25635	0.563996
ENSTRUG00000006500	0	0.31700153	0	0
ENSTRUG00000006501	4.55539	2.782805474	4.973162	1.923056
ENSTRUG00000006502	0	0	0.04653143	0.3079991
ENSTRUG00000006503	0.008316125	0	0.3164443	0.04456143
ENSTRUG00000006504	3.2097485	0.146790673	1.628396	0.05823585
ENSTRUG00000006505	0.663953	0.027270404	0.0338216	0.03939785
ENSTRUG00000006506	6.8635225	4.503398246	6.919221	3.610452
ENSTRUG00000006507	0.45738405	0	0.517317	0.7484071
ENSTRUG00000006508	0.10060904	0.015886491	0.1532398	0.06288128
ENSTRUG00000006509	1.4627295	0.1452004585	1.240805	0
ENSTRUG00000006510	0.048801835	2.3223658125	0.08482815	0.104971
ENSTRUG00000006511	6.035155	3.6199096605	5.052806	1.037033
ENSTRUG00000006512	8.32537	7.0363390705	9.742178	3.147326
ENSTRUG00000006513	3.015232	1.321968046	3.157888	1.44867
ENSTRUG00000006514	4.1608735	2.8681033025	2.724709	0.4405108
ENSTRUG00000006515	0.189076	0.517508424	3.666271	0.1495052
ENSTRUG00000006516	0.0501972	0.0112612485	0.1392298	0
ENSTRUG00000006517	3.3487015	1.4662548435	2.652834	0.154644
ENSTRUG00000006518	1.32847	0.3406806665	0.7277737	0.2955399
ENSTRUG00000006519	3.9857745	2.4301276765	3.208903	1.330032
ENSTRUG00000006520	0	0.00912729	0.02350178	0.02806483
ENSTRUG00000006521	2.9476095	0.44952906	3.66612	0.4446056
ENSTRUG00000006522	3.9511215	1.6769608115	3.070623	4.207236
ENSTRUG00000006523	1.49880305	0.8369894025	3.487795	0.0915922
ENSTRUG00000006524	0	0	0	0.03776103
ENSTRUG00000006525	3.6972195	2.408102924	3.640079	0.7389822
ENSTRUG00000006526	4.3946335	3.397981554	1.799763	0.8968996
ENSTRUG00000006527	4.821371	1.3834343645	3.275403	0.712675
ENSTRUG00000006528	2.468604	0.7384612925	2.1201	0.3859423
ENSTRUG00000006529	3.5177425	3.563990615	3.412353	1.790296
ENSTRUG00000006530	3.695337	2.741756976	3.147006	4.980609
ENSTRUG00000006531	5.6354995	3.56993796	6.081333	3.261316
ENSTRUG00000006532	4.4816645	3.258099103	3.759375	0.4470742
ENSTRUG00000006533	0.032384945	0	0.1501489	0.7669225
ENSTRUG00000006534	0	0	0.8082557	0.1829668
ENSTRUG00000006535	0.9463707	1.9468968765	3.143792	2.737576
ENSTRUG00000006536	2.1225015	0.6214656135	1.895663	0.1717833
ENSTRUG00000006537	3.5346935	1.769696868	3.480982	0.193609
ENSTRUG00000006538	0.05002325	0.316850326	1.064879	0.2740044
ENSTRUG00000006539	2.523816	1.508848604	2.566745	0.08827242
ENSTRUG00000006540	0.151822565	0.0143068525	0.3779478	0.2022196
ENSTRUG00000006541	1.26876475	0.717908794	1.475327	0.391944
ENSTRUG00000006542	4.066499	2.762105935	1.62973	0.03681023
ENSTRUG00000006543	0.01405003	0	0.08360879	0.5860047
ENSTRUG00000006544	0.84764905	0.4351795975	1.389996	0.512416
ENSTRUG00000006545	0.08548738	0	0.05721998	0
ENSTRUG00000006546	5.469067	2.9886261705	5.005014	2.264374
ENSTRUG00000006547	4.021387	3.445592282	3.196062	0.4110932
ENSTRUG00000006548	0	0	0	0.02041558
ENSTRUG00000006549	3.872593	1.741530053	3.573047	1.133855
ENSTRUG00000006550	1.1034435	0.972291469	3.287183	0.5420863
ENSTRUG00000006551	6.9575045	5.076664684	4.403738	1.831026
ENSTRUG00000006552	7.2338155	4.269349935	8.557938	6.696703
ENSTRUG00000006553	3.381337	0.206367625	0.3044489	0
ENSTRUG00000006554	5.956367	3.76024769	4.412458	5.424163
ENSTRUG00000006555	1.6033875	0.9064954995	2.888042	0.09352637
ENSTRUG00000006556	4.777434	2.752330481	6.177643	1.902514
ENSTRUG00000006557	7.572977	4.3847950595	4.497651	2.33108
ENSTRUG00000006558	2.115523	1.4662686645	1.64605	0.1487613
ENSTRUG00000006559	3.2280545	2.341643668	7.408185	2.96673
ENSTRUG00000006560	0	2.9504696645	0.1535291	0.1214233
ENSTRUG00000006561	10.0271145	7.115526798	10.8282	8.175749
ENSTRUG00000006562	0.07229236	0.0399693165	0.01123426	0.0526891
ENSTRUG00000006563	5.3820715	3.9377413275	5.195371	2.721968
ENSTRUG00000006564	0.005104395	0.003271944	0.04847978	0.0254463
ENSTRUG00000006565	0.12760718	0.0473078715	0	0.03468536
ENSTRUG00000006566	4.7609295	0.657144361	3.914178	0.9263099
ENSTRUG00000006567	0.0689845	0	0	0.03538166
ENSTRUG00000006568	3.118098	0.928255277	1.505695	0.2214512
ENSTRUG00000006570	3.8001135	3.272162145	6.207159	1.278841
ENSTRUG00000006571	0.2270116	0	0.3744163	0
ENSTRUG00000006572	0.7972128	1.063616005	0.5921066	0.7636081
ENSTRUG00000006573	5.600337	3.322156155	7.118453	3.271959
ENSTRUG00000006574	0.2160329	0.029240332	4.680716	0.857606
ENSTRUG00000006575	4.0269695	0.652613338	5.079696	0.7825926
ENSTRUG00000006576	3.1974955	1.718405381	2.978141	0.5956575
ENSTRUG00000006577	5.797811	3.676205072	5.231686	0.6206493
ENSTRUG00000006578	4.800893	2.918131948	4.394274	2.244732
ENSTRUG00000006579	0	0	0.1016693	0
ENSTRUG00000006580	5.050771	3.6058845205	2.626677	0.7841295
ENSTRUG00000006581	3.5805075	1.3175424305	3.294849	1.800284
ENSTRUG00000006582	1.1624464	0.682953036	1.067714	0.2497917
ENSTRUG00000006583	0.10072155	0.0822692575	0.8686277	0.02062056
ENSTRUG00000006584	4.043219	2.757686486	4.053757	1.224366
ENSTRUG00000006585	0.49286915	0.2167580365	0.6850951	0
ENSTRUG00000006586	4.541534	2.2160650945	4.735024	4.959186
ENSTRUG00000006587	3.2148705	2.5610127235	2.661776	0.1437316
ENSTRUG00000006588	0.07971515	0	0	0
ENSTRUG00000006589	0.2430807	0.2616304935	0.07776665	2.219002
ENSTRUG00000006590	0.026675685	2.7211474475	0.669611	0.1855109
ENSTRUG00000006591	3.223596	0.918791282	1.779936	0.2185059
ENSTRUG00000006592	3.3784715	2.883761268	3.016178	1.008265
ENSTRUG00000006593	0.15010495	0	0	0.2836883
ENSTRUG00000006594	1.6604775	2.299922451	5.120995	1.13205
ENSTRUG00000006595	3.465205	3.3796834355	4.84071	1.156539
ENSTRUG00000006596	1.1049348	0.419092905	1.05496	0.4433754
ENSTRUG00000006597	1.1884125	0.6972985745	1.483439	0.2299555
ENSTRUG00000006598	4.701736	1.8069820105	5.252653	0.453418
ENSTRUG00000006599	0	0.0477295865	0	0.06878705
ENSTRUG00000006600	7.281866	5.922398546	7.926972	4.153327
ENSTRUG00000006601	0	0.4109432325	6.818966	1.452775
ENSTRUG00000006602	0	1.253945593	0	0
ENSTRUG00000006603	5.843071	3.722436863	5.864555	2.065807
ENSTRUG00000006604	4.8396235	2.686125787	5.750104	2.03435
ENSTRUG00000006605	2.744703	0.5387456605	0.3132598	0
ENSTRUG00000006606	3.232986	0.8546344675	3.73284	0.3441652
ENSTRUG00000006607	1.8659065	1.241778799	1.192805	0.1381968
ENSTRUG00000006608	1.2052405	0.2920064785	1.831452	0.7231216
ENSTRUG00000006609	5.656252	3.8002030805	5.488843	1.136329
ENSTRUG00000006610	0.375354	0.6409995935	0.4651271	0.1531607
ENSTRUG00000006611	4.000511	2.7903438135	4.515488	1.360296
ENSTRUG00000006612	0.3881042	13.359265189	0	0
ENSTRUG00000006613	1.6057055	1.26862531	3.151403	1.948836
ENSTRUG00000006614	4.1968085	2.5227885825	6.227092	2.471962
ENSTRUG00000006615	3.74037	1.560587023	4.626383	0.8820866
ENSTRUG00000006616	2.4506055	1.4821814395	2.120345	0.2773158
ENSTRUG00000006617	0.081582925	0.305485251	0	0.02432294
ENSTRUG00000006618	5.1625345	2.8433533485	6.772361	3.992025
ENSTRUG00000006619	1.3850515	1.166940132	1.00473	0.09234741
ENSTRUG00000006620	9.5581975	8.850684879	9.108828	6.290963
ENSTRUG00000006621	3.8056505	0.7356099035	3.442778	1.708355
ENSTRUG00000006622	0.65429485	0.010309485	0.05134523	4.653438
ENSTRUG00000006623	0.45299795	0.394885906	0.7856828	0.3085613
ENSTRUG00000006624	0.03301221	0.1271891225	0.5187154	3.197687
ENSTRUG00000006625	3.9204975	1.094171015	3.121165	0.291165
ENSTRUG00000006626	2.5188235	0.554438454	0.9570231	0.1157443
ENSTRUG00000006627	3.8870345	2.88378683	4.736226	3.365491
ENSTRUG00000006628	5.617824	3.9551331715	6.122364	0.8963292
ENSTRUG00000006629	0.027104895	0.010552133	0.02400018	0.08619421
ENSTRUG00000006630	0.2220135	1.1938202305	0.120617	0.2536608
ENSTRUG00000006631	0	0.0179399565	0	0.0138277
ENSTRUG00000006632	1.06601095	0.803364552	1.669367	0.04382476
ENSTRUG00000006633	0	0	0	0.08913987
ENSTRUG00000006634	5.4902445	3.823445956	4.760386	2.050407
ENSTRUG00000006635	0.043998795	0	0.3219581	0.2169564
ENSTRUG00000006636	6.2987885	4.91353318	7.181083	3.190485
ENSTRUG00000006637	2.2170885	1.509203852	1.13355	0.1368075
ENSTRUG00000006638	2.947761	1.682406134	2.762258	0.3398796
ENSTRUG00000006639	1.6072435	1.070746349	0.210142	0.04277964
ENSTRUG00000006640	0.6646844	0	0.5430227	1.926728
ENSTRUG00000006641	0.4947683	0.13941862	0.7126869	0.3693927
ENSTRUG00000006642	2.816145	0.9113617685	1.878262	0
ENSTRUG00000006643	3.6165065	1.7862550095	3.612411	0.7716904
ENSTRUG00000006644	3.036581	0.897299853	3.554171	1.340693
ENSTRUG00000006645	6.570222	4.0162549325	7.22905	4.009276
ENSTRUG00000006646	4.124313	2.9540488285	3.391789	0.4877518
ENSTRUG00000006647	6.5781045	1.727294217	2.718871	0.4291671
ENSTRUG00000006648	4.829835	3.473937551	4.991721	3.465648
ENSTRUG00000006649	0.123325515	0.0346203115	1.586232	0.561505
ENSTRUG00000006650	5.924359	4.54039043	4.800154	4.782613
ENSTRUG00000006651	4.822944	3.204078843	4.354149	1.254521
ENSTRUG00000006652	1.695688	0.956041325	2.501307	0.7361128
ENSTRUG00000006653	3.4566075	1.94196483	4.55063	0.6853921
ENSTRUG00000006654	3.2791295	2.2610806945	3.896871	1.487123
ENSTRUG00000006655	4.3081625	2.281877892	3.288128	0.377024
ENSTRUG00000006656	0	0	0.1443662	0.2132074
ENSTRUG00000006657	2.060849	0.12791556	2.934783	2.037511
ENSTRUG00000006658	5.618885	4.212256491	6.209541	2.800492
ENSTRUG00000006659	1.584446	0.421132762	1.236878	0.2928842
ENSTRUG00000006660	3.841715	2.74317631	3.486649	0.3795663
ENSTRUG00000006661	0.16717304	0.2485210245	0.5335245	1.018129
ENSTRUG00000006662	2.744015	1.2663640625	1.875163	0
ENSTRUG00000006663	0.15707445	0	0	0.5912064
ENSTRUG00000006664	4.9311705	2.8239026315	5.142336	1.888227
ENSTRUG00000006665	3.821614	3.1406749375	5.642593	1.354513
ENSTRUG00000006666	0.510786	0	0.1834573	0.5118637
ENSTRUG00000006667	2.022516	1.377414818	3.39	0.1778238
ENSTRUG00000006668	0.049152945	0.019042333	0	0.1604801
ENSTRUG00000006669	5.5729445	5.9864475775	3.746968	0.6229781
ENSTRUG00000006670	5.101071	2.7572391945	5.845018	2.813917
ENSTRUG00000006672	0.1321003	0.1027075175	0.2443245	0.06415567
ENSTRUG00000006673	3.1383515	1.7304642395	2.037709	0.1022383
ENSTRUG00000006674	4.318014	2.2155888225	6.006926	2.41189
ENSTRUG00000006675	2.744837	1.8630764785	1.341571	0.2089156
ENSTRUG00000006676	3.212094	2.7524824255	3.148117	0.9059962
ENSTRUG00000006677	5.695843	3.628637733	5.886709	4.066959
ENSTRUG00000006678	2.0783295	0.4128660245	1.185486	0.493549
ENSTRUG00000006679	1.7120955	1.1585240595	6.288351	1.128895
ENSTRUG00000006680	1.840271	0.7203111095	1.756596	0.2428244
ENSTRUG00000006681	0.29744365	0.0853874895	0	1.209548e-08
ENSTRUG00000006682	3.60776	1.72258991	2.423973	0.4457977
