kidney	liver	ovary	testis
ENSTRUG00000007567	3.590945	3.3874585355	3.544571	4.36598
ENSTRUG00000007568	1.3036655	0.7539458855	0.6173464	0.2373887
ENSTRUG00000007569	3.15536	1.8239677025	4.479289	1.758619
ENSTRUG00000007570	1.657287	4.026382885	4.795445	0.4848352
ENSTRUG00000007571	2.1064185	1.2005744315	3.616966	0.4272822
ENSTRUG00000007572	4.3584605	7.857339529	0.8924866	8.303096
ENSTRUG00000007573	4.611678	1.60567393	3.954308	0.1068988
ENSTRUG00000007574	1.999246	1.2910560765	1.866725	0.2551289
ENSTRUG00000007575	8.8360515	5.470895935	9.287177	5.193046
ENSTRUG00000007576	5.4980415	1.5050957365	2.385641	0.1380162
ENSTRUG00000007577	0.60708795	0	0.1091704	0
ENSTRUG00000007578	6.31109	4.2605178855	6.411863	4.792954
ENSTRUG00000007579	5.461447	0	0.06235261	0.1538676
ENSTRUG00000007580	2.849917	1.9072440095	3.495516	0.1238477
ENSTRUG00000007581	0.10250895	0.305172706	5.631104	0.6139191
ENSTRUG00000007582	2.7342635	0.991070171	2.76517	0.0674245
ENSTRUG00000007583	4.0081745	1.6581661885	3.481854	0.7545869
ENSTRUG00000007584	4.167376	4.338375986	3.369465	0.7753304
ENSTRUG00000007585	6.1350875	2.8677520655	6.698999	4.824705
ENSTRUG00000007586	4.0554645	2.890288583	3.46784	1.073573
ENSTRUG00000007587	3.625097	1.844752997	4.397926	0.8509898
ENSTRUG00000007588	2.4824635	1.4103092985	2.169986	0.0834966
ENSTRUG00000007589	3.4442085	1.1384439215	2.455684	0.3290624
ENSTRUG00000007590	1.9787585	0.767594206	1.238164	0.08844938
ENSTRUG00000007591	0	0	1.564849	0
ENSTRUG00000007592	5.251837	2.0140057005	7.247624	2.874775
ENSTRUG00000007593	3.536848	1.708771799	2.461347	0.5917876
ENSTRUG00000007594	2.358826	0.624453117	2.813332	0.5655891
ENSTRUG00000007595	0.06670566	0.097167638	0.9685634	0.1883238
ENSTRUG00000007596	3.2515275	0.5070347135	5.233476	2.625745
ENSTRUG00000007597	0.100984965	0.1001172595	0.08719261	0.04760916
ENSTRUG00000007598	5.2069965	3.3377087695	6.378502	4.351105
ENSTRUG00000007599	5.3376015	3.509292306	4.886696	3.739114
ENSTRUG00000007600	3.251735	2.8989688465	3.126339	0.4284155
ENSTRUG00000007601	4.6830175	0.7822455055	0.5714807	4.178579
ENSTRUG00000007602	4.3503615	5.3032329815	1.888719	0.1311637
ENSTRUG00000007603	0	0.035188135	0	0.07067427
ENSTRUG00000007604	0	0	0.06684942	0.1140198
ENSTRUG00000007605	0.36468995	0.2368908585	0.1377409	0.1561325
ENSTRUG00000007606	0.08356785	0.020060178	0.1398323	0.1383151
ENSTRUG00000007607	1.9310935	0	0.03520427	0.04723153
ENSTRUG00000007608	1.882262	1.1248472745	0.2369808	0.2478631
ENSTRUG00000007609	0	0	0.03673555	0.3060382
ENSTRUG00000007610	2.4202675	2.5719244655	3.819058	1.550656
ENSTRUG00000007611	5.609675	3.495979228	4.893211	3.3733
ENSTRUG00000007612	2.5845335	0.6216611055	2.119542	0.4906543
ENSTRUG00000007613	0.0739167	0.0257379095	0.1269326	0.03675046
ENSTRUG00000007614	1.327057	0.7630954575	0.3117437	0.04945303
ENSTRUG00000007615	0.16431853	8.164667321	0.7097909	0.9191661
ENSTRUG00000007616	2.9060535	0.473533787	2.079413	0.4781522
ENSTRUG00000007617	2.673102	0.4559295525	1.932167	1.109093
ENSTRUG00000007618	1.9941925	0.8269082205	1.420008	0.75656
ENSTRUG00000007619	5.4094975	2.783617153	7.256945	2.653918
ENSTRUG00000007620	1.0394613	0.3461630655	0	0
ENSTRUG00000007621	7.6941155	5.2929391245	8.405393	4.070089
ENSTRUG00000007622	4.3846	2.201454692	5.140059	0.4799538
ENSTRUG00000007623	0.041952375	0.011499035	0.04489095	0.08953679
ENSTRUG00000007624	2.166295	0.8911729475	3.119436	0.2379503
ENSTRUG00000007625	6.4277995	3.5688686205	6.585828	2.685723
ENSTRUG00000007626	3.150725	1.071911818	3.757247	0.1552544
ENSTRUG00000007627	3.262147	1.520476743	2.2697	0.9933461
ENSTRUG00000007628	1.2469285	0	0	0.2245537
ENSTRUG00000007629	0.1301489	0	0	0.08170898
ENSTRUG00000007630	0	0.036862345	0.08612109	0.05326165
ENSTRUG00000007631	2.366591	1.896553244	3.941218	0.8495343
ENSTRUG00000007632	2.5746995	3.0412404945	3.83211	1.037136
ENSTRUG00000007633	5.964045	1.0933513925	2.915444	2.831261
ENSTRUG00000007634	2.8692785	1.507235729	2.919434	1.303052
ENSTRUG00000007635	1.500542	1.678820074	1.928435	0.1139642
ENSTRUG00000007636	0	0.303039629	0.1334261	0.04095371
ENSTRUG00000007637	8.0429285	3.3708200815	7.230904	3.280036
ENSTRUG00000007638	3.376981	1.382712685	2.687764	0.2889323
ENSTRUG00000007639	4.717455	3.076961194	4.885368	3.817073
ENSTRUG00000007640	3.263194	2.1535437685	5.281568	2.765749
ENSTRUG00000007641	1.8418675	0.714843641	3.221231	0.7683571
ENSTRUG00000007642	2.223485	1.032609059	2.072785	0.4977516
ENSTRUG00000007643	0	0	0.1499436	0
ENSTRUG00000007644	7.068496	5.2326186245	6.900539	2.609308
ENSTRUG00000007646	2.3665295	2.143805682	2.049106	0.3628219
ENSTRUG00000007647	0.46192335	0.026883555	5.86485	0.04299684
ENSTRUG00000007648	1.893687	0.212052568	1.55759	0.06386226
ENSTRUG00000007649	4.376019	2.3585596045	3.271609	1.758921
ENSTRUG00000007650	0.107772375	0.5569043635	0.07609988	0.1528837
ENSTRUG00000007651	7.72855	5.829730328	9.108064	8.402057
ENSTRUG00000007652	4.0554615	2.8499159395	5.192143	2.816913
ENSTRUG00000007653	1.197298	0.1702152125	0.7433469	0.1355821
ENSTRUG00000007654	5.732393	3.9636083175	6.690054	3.2053
ENSTRUG00000007655	0.067522345	0.010858395	0.09609247	0.07028861
ENSTRUG00000007656	5.353476	3.8090618955	6.486788	2.97906
ENSTRUG00000007657	5.5392675	5.300877163	6.125081	2.475511
ENSTRUG00000007658	7.591955	4.9086904555	1.77918	0.2198878
ENSTRUG00000007659	0	0	0	0.06635679
ENSTRUG00000007660	3.8673025	3.179602152	2.740497	0.5585045
ENSTRUG00000007661	2.88424	0.1787936365	0.510838	0.08527674
ENSTRUG00000007662	0.45209835	0.5820390895	0.5351084	0.05167307
ENSTRUG00000007663	5.74333	3.1133422615	7.64945	8.0503
ENSTRUG00000007664	3.9975225	2.950387579	4.475494	2.22795
ENSTRUG00000007665	3.719737	2.160540833	3.950104	0.5579629
ENSTRUG00000007666	4.0761125	1.6162109525	5.347152	1.67923
ENSTRUG00000007667	2.3853305	0.989644809	3.165621	0.5851071
ENSTRUG00000007668	1.231502	0.9885474945	1.650259	1.047624
ENSTRUG00000007669	0.1987505	0	6.683519	0.5309161
ENSTRUG00000007670	2.298225	0.120364314	0.7498715	0.04536189
ENSTRUG00000007671	0.0469772	6.248828696	0	0
ENSTRUG00000007672	2.200065	1.399858347	2.813941	0.3524828
ENSTRUG00000007673	0.46159735	0.177283515	0.5745017	0.1275477
ENSTRUG00000007674	0	0.123190698	0	0.06789877
ENSTRUG00000007675	0.095939025	0	0	0.08350777
ENSTRUG00000007676	0.5772132	0.131920161	0.3592747	0.04169933
ENSTRUG00000007677	0.59018555	0.130507211	1.680495	0.6888079
ENSTRUG00000007678	1.493176	0.459754148	0.2281858	0.2229529
ENSTRUG00000007679	2.2807305	1.7756815445	2.592694	0.0775218
ENSTRUG00000007680	1.0185856	0.300076208	1.292305	0.5340447
ENSTRUG00000007681	0.74420585	0.2043575605	2.443978	0.290074
ENSTRUG00000007682	0.1849284	0.010823671	0.7609158	0.099552
ENSTRUG00000007683	0	0.11937509	0.2043924	0
ENSTRUG00000007684	6.8271825	4.6505054525	6.996829	4.001523
ENSTRUG00000007685	0.053556525	0	0.8459814	0.08434386
ENSTRUG00000007686	2.2531135	15.5223577385	0	0.6493708
ENSTRUG00000007687	1.7084615	0.280806592	1.623945	0.09886657
ENSTRUG00000007688	0.13186935	0	1.917405	0.2686823
ENSTRUG00000007689	9.3469605	8.3868645945	8.383699	6.691492
ENSTRUG00000007690	3.213868	2.270916362	2.717821	0.2438068
ENSTRUG00000007691	5.0543915	2.7178607755	4.304204	0.6492614
ENSTRUG00000007692	0.3248016	0.405542446	1.029282	1.361308
ENSTRUG00000007693	2.9891435	2.619872209	4.522311	0.9753565
ENSTRUG00000007694	0.3632533	0.1542736365	5.05461	0.3361268
ENSTRUG00000007695	4.167075	2.8432049775	4.688042	1.561287
ENSTRUG00000007696	3.950537	1.536952745	3.393115	0.3628211
ENSTRUG00000007697	0.252614295	0.0339779275	0.9658867	0.6066345
ENSTRUG00000007698	4.041164	2.108457559	3.661225	1.099531
ENSTRUG00000007699	2.650751	2.025873598	2.706468	0.4431706
ENSTRUG00000007700	2.9209195	0.324761746	1.958564	0.2773635
ENSTRUG00000007701	3.865558	2.108240712	3.490596	0.5490205
ENSTRUG00000007702	4.622919	0.8896553295	2.408904	3.014115
ENSTRUG00000007703	3.374079	1.613380185	2.149711	0.1651453
ENSTRUG00000007704	0.9457998	9.2845539555	0.08417192	0.04981155
ENSTRUG00000007705	5.83535	4.5473092445	4.929436	4.561265
ENSTRUG00000007706	4.52503	2.4089362685	7.064236	1.358858
ENSTRUG00000007707	0	0	0	0.07240371
ENSTRUG00000007708	5.914101	3.944822547	6.440179	4.227814
ENSTRUG00000007709	2.6337875	0.894782771	3.674065	0.9714181
ENSTRUG00000007710	4.5880095	1.638702901	2.57031	3.987648
ENSTRUG00000007711	0.2225545	0.1442905705	0	0.04244865
ENSTRUG00000007712	3.8352635	0.4227891825	4.876178	1.686142
ENSTRUG00000007713	0	0.8813985295	0	0
ENSTRUG00000007714	5.2240575	4.9730060415	6.082187	4.214824
ENSTRUG00000007715	1.213159	0.712705608	2.233374	0.1211955
ENSTRUG00000007716	0.66655045	1.1959034715	0.8720809	0
ENSTRUG00000007717	4.638454	2.650376248	3.898249	1.313754
ENSTRUG00000007718	2.3535625	0.564939643	1.566046	0.2842942
ENSTRUG00000007719	5.0766715	1.8971827395	1.67366	0.2077486
ENSTRUG00000007720	1.24967335	1.476938118	3.984899	0.6920995
ENSTRUG00000007721	3.2412645	2.0173732795	2.90805	0.1889769
ENSTRUG00000007722	0	0	0	0.08901957
ENSTRUG00000007723	3.1968195	1.771914463	5.014626	1.280007
ENSTRUG00000007724	6.4359075	4.594392449	4.110981	0.4297777
ENSTRUG00000007725	4.219536	1.5083657625	3.093005	0.4941473
ENSTRUG00000007726	0.066837	0.1050273245	0.1738988	0.2215876
ENSTRUG00000007727	0.50669575	0.0294371725	0.1342333	0.1518562
ENSTRUG00000007728	7.373434	5.1674233665	8.69638	5.772126
ENSTRUG00000007729	0.034464705	0.0448136625	0.08586842	0.04389822
ENSTRUG00000007730	4.424805	1.978290938	4.314	0.7818692
ENSTRUG00000007731	0.4812611	0.2693584685	0.3798394	5.634239
ENSTRUG00000007732	3.1640795	2.2881258915	2.652982	0.4589354
ENSTRUG00000007733	2.1768045	0.4917702735	1.814387	0.2426869
ENSTRUG00000007734	2.16584	1.5171514515	2.689995	4.087704
ENSTRUG00000007735	0.85748775	0.2222022275	2.097369	4.156384
ENSTRUG00000007736	2.5552045	0.2890366355	0.7484046	0.3874199
ENSTRUG00000007737	0	0	0.1174283	0.6673881
ENSTRUG00000007738	3.305941	1.8572023805	2.791762	0.6570766
ENSTRUG00000007739	0.46597465	0.5576212535	1.608265	0.05975619
ENSTRUG00000007740	0.09391831	0	0.0596532	0.04859877
ENSTRUG00000007741	0.3124792	0	0	0
ENSTRUG00000007742	3.0991115	2.955046745	3.231896	0.05801899
ENSTRUG00000007743	4.026957	1.998839637	1.940302	0.1062348
ENSTRUG00000007744	2.7580325	0.658869116	2.024979	2.096086
ENSTRUG00000007745	0.026667875	0	0	0
ENSTRUG00000007746	3.8162365	1.6430712815	4.521622	0.5363364
ENSTRUG00000007747	0.020489065	0.0086603835	0.02047105	0.03096077
ENSTRUG00000007748	1.982992	0.272868334	1.409186	0.2432389
ENSTRUG00000007749	0	0.0844840085	0	0.02319899
ENSTRUG00000007750	0.0598638	0.090800875	0.6014465	0.07966742
ENSTRUG00000007751	0	0	0	0.194628
ENSTRUG00000007752	0.5084792	0.095284801	0.04558486	0.0555018
ENSTRUG00000007753	0	0	0.285079	0.04912246
ENSTRUG00000007754	0.13780915	0.0379285365	0.2795509	0.2172853
ENSTRUG00000007755	0.11320145	0.0409699145	0.7031521	0
ENSTRUG00000007756	0.40127975	0	0.60232	0.08108488
ENSTRUG00000007757	0.14780865	0.017908366	0.08482801	0.1549837
ENSTRUG00000007758	1.253106	1.7137114955	0.2502097	0.2404523
ENSTRUG00000007759	5.911977	4.0923407815	5.412882	2.377452
ENSTRUG00000007760	4.8420015	3.08196208	5.545582	3.410663
ENSTRUG00000007761	4.3965625	1.5331207775	4.496277	1.208474
ENSTRUG00000007762	4.3640845	2.4252752355	2.958035	1.306385
ENSTRUG00000007763	0	0.007210999	0.1447617	0.0334137
ENSTRUG00000007764	3.4924325	2.05143723	2.754045	0.3450807
ENSTRUG00000007765	0.1939397	0.0380408375	0	0.1311287
ENSTRUG00000007766	1.160341	2.6871096575	2.600045	0.2429183
ENSTRUG00000007767	1.613109	1.3942440225	0.3193509	0.2123963
ENSTRUG00000007768	0.05641235	0.039002448	0.3463272	0
ENSTRUG00000007769	2.300231	0.898904843	1.81258	0.02432393
ENSTRUG00000007770	12.024295	10.0264981375	12.6487	11.01723
ENSTRUG00000007771	0.00829879	0	0.2371346	0.4930488
ENSTRUG00000007772	5.5655715	3.752251195	4.369857	2.483403
ENSTRUG00000007773	4.782954	0	0	0
ENSTRUG00000007774	0	0	0	0.1917673
ENSTRUG00000007776	6.5718065	2.139030515	3.259691	0.7015198
ENSTRUG00000007777	0.0836006	0.2944509875	0.4400773	0.09048086
ENSTRUG00000007778	0.19168185	0	0.03123737	0.1550026
ENSTRUG00000007779	1.469774	1.436810087	1.049171	0.1964421
ENSTRUG00000007780	2.2242025	1.189841774	3.98893	1.583846
ENSTRUG00000007781	4.6065845	3.145498519	6.187566	2.929046
ENSTRUG00000007782	4.8878105	0.662748982	6.692748	2.984286
ENSTRUG00000007783	4.1732985	2.8006486995	1.992784	0.6187264
ENSTRUG00000007784	6.4068775	4.159726898	6.188729	3.032852
ENSTRUG00000007785	0.5627299	0.0418355045	2.831166	1.918901
ENSTRUG00000007786	3.6045165	2.360031043	4.113583	0.464019
ENSTRUG00000007787	3.5719635	3.437639873	4.263017	0.9594152
ENSTRUG00000007788	0.43599245	0	0	0
ENSTRUG00000007789	1.9019985	0.8896083705	3.452497	0.4843568
ENSTRUG00000007790	0	0	0.2073481	0
ENSTRUG00000007791	1.22015405	5.2764521735	8.055575	0.2011508
ENSTRUG00000007792	2.5941535	1.3421475655	2.356859	0.3422756
ENSTRUG00000007793	0.05365525	0.0188548675	1.563251	0.0797294
ENSTRUG00000007794	0.29457155	0.2352009905	0.202202	0.1726729
ENSTRUG00000007795	0.014100835	0.0360479595	0.03838996	0.05327555
ENSTRUG00000007796	0.7687102	0.3197985375	0.5599401	1.361398
ENSTRUG00000007797	0.86919775	0.003727797	1.63217	0.9531624
ENSTRUG00000007798	7.1641105	4.874346939	6.459595	4.011148
ENSTRUG00000007799	6.0214545	4.974050914	6.390843	3.368319
ENSTRUG00000007800	4.076198	2.05287028	3.438977	0.5488511
ENSTRUG00000007801	0.12612493	0.072623253	0.169396	0.1159464
ENSTRUG00000007802	7.3143955	4.654599669	5.954845	2.055205
ENSTRUG00000007803	4.627327	1.6288709275	4.778119	2.427618
ENSTRUG00000007804	4.6633095	2.7789808825	4.282336	2.825876
ENSTRUG00000007805	0.1263676	0.194745975	4.473304	0.0582971
ENSTRUG00000007806	0.04735538	0.020802121	0.114944	0.4843584
ENSTRUG00000007807	2.1911565	2.4299196055	4.81454	1.271509
ENSTRUG00000007808	0	0	0	7.851199
ENSTRUG00000007809	4.8175595	2.5613908385	5.464188	3.713069
ENSTRUG00000007810	5.077466	2.8711104765	5.064585	3.232668
ENSTRUG00000007811	0	1.9110375165	0	0.2618004
ENSTRUG00000007812	5.010203	3.5055196805	3.115909	0.197649
ENSTRUG00000007813	1.511973	0.223401237	1.368238	0.7100369
ENSTRUG00000007814	0.73076085	0.2688975115	0.7137298	0.7114567
ENSTRUG00000007815	2.2447185	0.5486850215	2.478304	0.3839127
ENSTRUG00000007816	7.5206425	5.035624267	9.168266	11.38129
ENSTRUG00000007817	0	3.3838098645	0.9019732	0.8549611
ENSTRUG00000007818	1.611069	1.746015068	2.495314	0.5099785
ENSTRUG00000007819	0.9682281	0.0850123365	2.520611	0.1472207
ENSTRUG00000007820	0.31048415	0	0	0.9077706
ENSTRUG00000007821	1.0565978	0.339388674	2.543701	1.985057
ENSTRUG00000007822	3.1770205	1.3274789475	5.317988	1.529791
ENSTRUG00000007823	1.1046465	0.388029253	2.265571	0.2658322
ENSTRUG00000007824	0.9115388	1.3680625015	0.9734357	0.1121695
ENSTRUG00000007825	4.681671	2.9798591945	4.593707	2.57897
ENSTRUG00000007826	7.9996945	0.8025760695	0.1447326	0.01858091
ENSTRUG00000007827	6.196785	2.009343213	4.087859	0.9973481
ENSTRUG00000007828	4.0702395	0.3376601355	0.3703563	0.5543668
ENSTRUG00000007829	0.097331485	0.5605480755	1.95972	0.1257282
ENSTRUG00000007830	3.5196985	2.4617311125	3.6379	3.979925
ENSTRUG00000007831	0.6071638	1.131455859	2.542565	0.05245777
ENSTRUG00000007832	2.3970085	1.3739997885	2.999443	0.2809831
ENSTRUG00000007833	1.9754985	1.3775586475	1.587424	0.3891031
ENSTRUG00000007834	0	0.030610357	0.4431653	0.2041119
ENSTRUG00000007835	4.472318	1.8091313195	5.733815	3.915636
ENSTRUG00000007836	0.2979367	0.4336627985	0.4972302	0.1194009
ENSTRUG00000007837	1.155725	0.5509441715	1.027075	0.1052396
ENSTRUG00000007838	0.58218815	0.171396433	0.6368209	0.1291553
ENSTRUG00000007839	2.890016	1.790198534	2.300803	0.1648109
ENSTRUG00000007840	2.432158	1.5704051685	3.668165	0.3281218
ENSTRUG00000007841	0	0.0142667545	0.4778472	0.0215525
ENSTRUG00000007842	5.4682045	3.5565049605	3.622321	1.580037
ENSTRUG00000007843	3.356334	2.1879982315	2.575907	0.8020549
ENSTRUG00000007844	4.054467	2.8743635665	3.851449	1.107233
ENSTRUG00000007845	0	0	0.5366557	0.146023
ENSTRUG00000007846	2.3555025	1.8748363345	4.007922	0
ENSTRUG00000007847	0.5991775	0.0317522185	0.9148637	0.261538
ENSTRUG00000007848	1.3772895	1.407602355	2.919366	0.5214635
ENSTRUG00000007849	0	0	0	0.1227816
ENSTRUG00000007850	3.1188425	0.512288881	2.281324	0.9130269
ENSTRUG00000007851	2.2286425	0.70541233	0.9408192	0.2793893
ENSTRUG00000007852	0.6609916	0.2607269155	2.497579	4.227079
ENSTRUG00000007853	8.128178	5.597949611	7.780284	5.923919
ENSTRUG00000007854	4.401978	3.1069404375	5.230764	3.156463
ENSTRUG00000007855	0.2879871	0	1.465967	0.121116
ENSTRUG00000007856	1.3518405	0.247644242	1.832494	0.1703225
ENSTRUG00000007857	0.9522102	0.038131432	4.216261	1.480823
ENSTRUG00000007858	4.1995335	2.5506004365	5.222727	2.518039
ENSTRUG00000007859	3.4921755	0.985003913	1.305743	0.5814457
ENSTRUG00000007860	5.51251	3.602155151	5.889009	2.125552
ENSTRUG00000007861	5.300173	3.210700995	4.893498	0.8911135
ENSTRUG00000007862	1.856957	2.178621223	1.307498	0.04151551
ENSTRUG00000007863	0.141099035	0.010095338	0.0740431	0.1910345
ENSTRUG00000007864	2.002908	0.3017821725	3.323263	4.365399
ENSTRUG00000007865	3.387409	1.8824967955	5.950776	14.6363
ENSTRUG00000007867	0.0280389	0	6.058646	0.8870011
ENSTRUG00000007868	2.547396	1.385655344	2.662458	0.1950884
ENSTRUG00000007869	0.38798525	0.094968562	0.8630781	0.181628
ENSTRUG00000007870	2.663212	1.5990726205	3.393802	0.4281435
ENSTRUG00000007871	1.653897	0.132157199	3.007933	0.4491112
ENSTRUG00000007872	6.463098	1.296981079	2.411658	2.294038
ENSTRUG00000007873	0.032629395	0.7626829655	0.2100759	0
ENSTRUG00000007874	2.6482895	0.8918193095	2.661357	0.7527417
ENSTRUG00000007875	0.15477775	0.0186348325	0.05153234	0.03287775
ENSTRUG00000007876	12.42651	10.919238424	11.71911	9.779591
ENSTRUG00000007877	1.3732675	0.3382797	0.5937563	0.2302181
ENSTRUG00000007878	3.5437545	1.0852865465	4.643181	1.608133
ENSTRUG00000007879	1.8627635	0.4180814215	2.485001	0.1090092
ENSTRUG00000007880	0.35480505	0.199588282	1.185398	1.243685
ENSTRUG00000007881	4.0410815	1.382095204	4.108458	0.2860803
ENSTRUG00000007882	0	0.87394358	0.07884261	0.165473
ENSTRUG00000007883	2.721259	1.1504032755	6.064585	2.931885
ENSTRUG00000007884	0.061924265	0.034543168	0.06732151	0.0754283
ENSTRUG00000007885	0	0.020695925	2.500188	0.7440777
ENSTRUG00000007886	8.589807	6.590239846	8.212423	6.663487
ENSTRUG00000007887	2.369956	1.7720535875	2.860546	0.8766376
ENSTRUG00000007888	0	0	0	1.531742
ENSTRUG00000007889	0.42582515	0	0.5086416	0.3863331
ENSTRUG00000007890	3.8626655	1.9346744895	4.806513	2.093065
ENSTRUG00000007891	3.5515465	1.578082401	4.368622	1.060829
ENSTRUG00000007892	3.882362	1.5488837365	5.681185	3.510962
ENSTRUG00000007893	0.11851715	0.2480237845	0.2948566	0.05712085
ENSTRUG00000007894	1.3552735	0.901385639	0.8346978	0.2864877
ENSTRUG00000007895	0.740856	0.712051658	0.8147752	0.206887
ENSTRUG00000007896	0.100875515	0.0585838	0.04499667	0.4829794
ENSTRUG00000007897	7.9900655	13.335167811	2.914427	0.5143569
ENSTRUG00000007898	6.4002355	2.830134353	4.320369	3.697218
ENSTRUG00000007899	1.515209	0.715452611	4.451488	1.549102
ENSTRUG00000007900	1.06845605	0.1634187495	2.203034	0.1545443
ENSTRUG00000007901	0.02891962	0	3.841127	0.1725611
ENSTRUG00000007902	5.0642835	2.0771901015	6.054811	2.118188
ENSTRUG00000007903	7.662423	8.672451733	7.83665	3.494633
ENSTRUG00000007904	3.746047	2.8302559185	4.732866	0.8682585
ENSTRUG00000007905	3.4316145	1.159438446	4.440744	2.389299
ENSTRUG00000007906	5.978352	4.2806859545	6.563123	3.952007
ENSTRUG00000007907	3.371898	1.3507623645	2.90072	0.1174371
ENSTRUG00000007908	4.2575805	0.085760991	0.2871318	0.422219
ENSTRUG00000007909	0.0501787	0.100243388	0	2.397515
ENSTRUG00000007910	4.768663	2.826350027	5.363182	1.506942
ENSTRUG00000007911	3.7557625	2.6424416215	5.767048	3.580411
ENSTRUG00000007912	0.31887	0.0804865475	0.05212649	0
ENSTRUG00000007913	7.631561	6.2463842475	8.189103	6.267096
ENSTRUG00000007914	1.6793955	0.5662330755	3.525217	2.663053
ENSTRUG00000007915	2.1701405	0.9874639235	3.862071	1.954884
ENSTRUG00000007916	5.0258865	3.164759077	6.078977	2.788598
ENSTRUG00000007917	1.156146	0	1.087911	0.2519251
ENSTRUG00000007918	5.4577995	3.812289726	5.103225	3.194223
ENSTRUG00000007919	0.05486075	0.110713519	0.4398977	0.7051627
ENSTRUG00000007920	2.703425	1.5203342515	1.824418	0.07276534
ENSTRUG00000007921	2.7017965	1.141069038	2.55178	2.328289
ENSTRUG00000007922	2.3949295	1.381901263	3.583384	0.683312
ENSTRUG00000007923	3.3261805	1.90124237	2.96656	0.403849
ENSTRUG00000007924	0.22769685	0.150328382	0	0.0945693
ENSTRUG00000007925	0	0	6.019818	0.03680517
ENSTRUG00000007926	1.4067865	0.068956989	2.84496	0.106635
ENSTRUG00000007927	0.0981153	2.7870122365	0.8060312	0.04508505
ENSTRUG00000007928	0.59171285	0.0952789515	0	7.034687
ENSTRUG00000007929	4.330422	3.124396651	4.343898	0.2280577
ENSTRUG00000007930	1.7922905	0.633834657	1.61969	0.2228738
ENSTRUG00000007931	4.559401	3.6558045455	0.5601143	1.27136
ENSTRUG00000007932	1.7341065	0.4662976965	3.892524	1.403287
ENSTRUG00000007933	2.0273335	1.033748467	3.959978	0.2987091
ENSTRUG00000007934	2.1312455	0.6916675295	1.296393	0.1109427
ENSTRUG00000007935	6.185954	1.9623092495	4.126593	1.876495
ENSTRUG00000007936	3.7896825	2.603007416	3.441275	1.130285
ENSTRUG00000007937	0.19526615	0	0.05833548	0.1520879
ENSTRUG00000007938	0.03491445	0	0	0.0684207
ENSTRUG00000007939	0.73548015	0.09413095	0.749469	0.7837106
ENSTRUG00000007940	5.1210275	2.692741187	5.736773	3.946704
ENSTRUG00000007941	1.5047535	1.554201036	2.722773	0.3009046
ENSTRUG00000007942	4.4293245	2.0121003385	5.142654	2.62167
ENSTRUG00000007943	1.493406	2.2630798985	2.714159	0.5343548
ENSTRUG00000007944	0	0.011960218	0	0.1437692
ENSTRUG00000007945	2.777958	1.6402882645	4.627549	1.24006
ENSTRUG00000007946	2.314496	1.3464900005	3.554785	0.2514004
ENSTRUG00000007947	2.8726305	0.5941108715	1.89357	2.18283
ENSTRUG00000007948	0.35977725	0.1572119185	1.792697	0.1979434
ENSTRUG00000007949	0.4082988	0.672827797	1.777677	0.06374746
ENSTRUG00000007950	1.578389	1.52359467	2.273947	1.201738
ENSTRUG00000007951	3.1693675	2.101810073	2.932305	0.9043577
ENSTRUG00000007952	0.1744143	0	0.2730062	0
ENSTRUG00000007953	6.3551285	1.0923662275	2.195385	1.840834
ENSTRUG00000007954	3.709878	3.650338204	3.651638	0.824517
ENSTRUG00000007955	3.1231335	0.683976224	5.073323	1.461031
ENSTRUG00000007956	2.986167	0.39931672	0.4653487	0.03579989
ENSTRUG00000007957	4.93406	4.727007716	0.3320858	0.2762334
ENSTRUG00000007958	0.03699126	0	0.03805909	0.02333627
ENSTRUG00000007959	0	0.01254684	0.2242796	0.01865242
ENSTRUG00000007960	3.4318695	2.7135399215	0.2305695	0
ENSTRUG00000007961	1.4815835	0.3736570465	3.112362	0.2812709
ENSTRUG00000007962	1.28887	3.060770092	1.133248	0.02992493
ENSTRUG00000007964	4.754033	2.7277437825	3.871676	1.266607
ENSTRUG00000007965	2.4482465	1.1986181885	2.443718	1.204322
ENSTRUG00000007966	3.914259	1.833275729	3.945682	1.606636
ENSTRUG00000007967	0.9972499	1.883108816	1.648048	0.01715011
ENSTRUG00000007968	3.502026	2.3011422795	3.72465	1.777413
ENSTRUG00000007969	2.774602	1.5907028085	3.592523	0.261181
ENSTRUG00000007970	7.640118	3.0514178455	4.13395	0.8778864
ENSTRUG00000007971	5.0714885	1.9410784785	1.830121	0.423277
ENSTRUG00000007972	3.921491	2.077030288	4.700728	0.6752848
ENSTRUG00000007973	3.563062	3.1304384145	4.662826	1.933226
ENSTRUG00000007974	0.25248185	0.010967105	3.456459	0.03087698
ENSTRUG00000007975	2.0121095	0.713761227	1.316829	0.8133646
ENSTRUG00000007976	0.36200405	0.0454452705	2.241184	0.2553158
ENSTRUG00000007977	5.1866335	2.91075171	4.419997	1.257674
ENSTRUG00000007978	0	0.115691862	0.1162946	0.06434126
ENSTRUG00000007979	1.8670035	1.681147053	3.283031	0.3295114
ENSTRUG00000007980	1.6501435	0.433706687	1.621618	0.9646796
ENSTRUG00000007981	0	0	0	0.03660334
ENSTRUG00000007982	0.10931185	0	0	0.1908272
ENSTRUG00000007983	0.2382774	0.193718087	0.2744275	0.01978332
ENSTRUG00000007984	4.837531	2.073046346	4.30728	0.7317906
