liver	ovary	testis
ENSAMEG00000010339	NA	7.906055	3.438467
ENSAMEG00000010340	NA	3.72878	3.670954
ENSAMEG00000010341	NA	2.016938	2.899835
ENSAMEG00000010342	NA	3.295866	0.2134804
ENSAMEG00000010343	NA	1.645914	4.06633
ENSAMEG00000010344	NA	9.32203	8.782841
ENSAMEG00000010345	NA	2.447846	1.81968
ENSAMEG00000010346	NA	5.269123	6.359909
ENSAMEG00000010347	NA	0.7535626	0.2768778
ENSAMEG00000010348	NA	5.557597	4.510778
ENSAMEG00000010349	NA	4.245944	3.696936
ENSAMEG00000010350	NA	1.725767	1.057637
ENSAMEG00000010351	NA	4.497331	4.698891
ENSAMEG00000010352	NA	0.9043176	0
ENSAMEG00000010353	NA	1.841301	2.034945
ENSAMEG00000010354	NA	6.234423	6.127774
ENSAMEG00000010355	NA	4.010744	3.315113
ENSAMEG00000010357	NA	5.167767	1.688556
ENSAMEG00000010358	NA	4.51737	3.110651
ENSAMEG00000010359	NA	3.625083	1.441526
ENSAMEG00000010360	NA	2.950284	0.9204397
ENSAMEG00000010361	NA	0.510884	0.2514379
ENSAMEG00000010362	NA	2.149549	2.875371
ENSAMEG00000010363	NA	5.801332	3.450933
ENSAMEG00000010364	NA	0	0.387958
ENSAMEG00000010365	NA	6.231755	6.09051
ENSAMEG00000010366	NA	2.424777	0.5651077
ENSAMEG00000010367	NA	4.103489	3.163644
ENSAMEG00000010368	NA	2.079327	0.2408858
ENSAMEG00000010369	NA	3.209514	1.089024
ENSAMEG00000010370	NA	2.488332	1.112707
ENSAMEG00000010371	NA	1.707317	0.7769327
ENSAMEG00000010372	NA	0.4228089	3.571301
ENSAMEG00000010373	NA	1.128836	0.04797706
ENSAMEG00000010374	NA	2.632201	0.3572243
ENSAMEG00000010375	NA	5.026481	3.4959
ENSAMEG00000010376	NA	5.824348	0.5240135
ENSAMEG00000010377	NA	1.052207	0.5216729
ENSAMEG00000010378	NA	4.889376	2.158638
ENSAMEG00000010379	NA	3.161211	3.491263
ENSAMEG00000010380	NA	1.449741	2.006736
ENSAMEG00000010381	NA	0.436729	3.675703
ENSAMEG00000010382	NA	4.750778	2.109588
ENSAMEG00000010383	NA	0.5531059	0.197488
ENSAMEG00000010384	NA	4.534597	4.324127
ENSAMEG00000010385	NA	1.420406	1.93361
ENSAMEG00000010386	NA	5.582559	5.461322
ENSAMEG00000010387	NA	4.598359	4.368936
ENSAMEG00000010388	NA	2.404936	0
ENSAMEG00000010389	NA	1.637545	6.019964
ENSAMEG00000010390	NA	0.08805134	0.03767755
ENSAMEG00000010392	NA	2.100066	2.028498
ENSAMEG00000010393	NA	2.222545	1.718025
ENSAMEG00000010394	NA	0	0.04054123
ENSAMEG00000010395	NA	0.1686818	0
ENSAMEG00000010396	NA	1.769454	0.5083435
ENSAMEG00000010397	NA	4.802581	3.380472
ENSAMEG00000010398	NA	0.1895931	0.05521676
ENSAMEG00000010399	NA	1.209796	0.3258584
ENSAMEG00000010400	NA	3.617851	2.470383
ENSAMEG00000010401	NA	1.340129	0.4920388
ENSAMEG00000010402	NA	5.762484	3.190232
ENSAMEG00000010403	NA	0.03689377	0.1275033
ENSAMEG00000010404	NA	4.383566	2.996195
ENSAMEG00000010406	NA	2.433007	2.442556
ENSAMEG00000010407	NA	0.509403	0.4567105
ENSAMEG00000010408	NA	0.6404682	1.647692
ENSAMEG00000010409	NA	1.539893	0.8758665
ENSAMEG00000010410	NA	5.593617	4.294756
ENSAMEG00000010411	NA	2.32443	1.073025
ENSAMEG00000010412	NA	3.072541	1.464293
ENSAMEG00000010413	NA	2.192974	4.451791
ENSAMEG00000010414	NA	5.23119	4.553053
ENSAMEG00000010416	NA	1.741665	2.06788
ENSAMEG00000010417	NA	2.595943	0.2131245
ENSAMEG00000010418	NA	3.252402	1.714527
ENSAMEG00000010419	NA	3.937269	4.478978
ENSAMEG00000010420	NA	1.501791	0.1349265
ENSAMEG00000010421	NA	0.9395802	0.8187696
ENSAMEG00000010422	NA	0.07090723	0.09107138
ENSAMEG00000010423	NA	5.740806	4.767274
ENSAMEG00000010424	NA	2.651848	1.137385
ENSAMEG00000010425	NA	5.193456	2.428853
ENSAMEG00000010426	NA	1.257536	1.82903
ENSAMEG00000010427	NA	5.186322	3.140231
ENSAMEG00000010428	NA	1.099841	0.6500154
ENSAMEG00000010429	NA	2.816559	0.7817038
ENSAMEG00000010431	NA	4.629017	3.67146
ENSAMEG00000010432	NA	0.3122237	0.07690738
ENSAMEG00000010433	NA	4.487486	3.695292
ENSAMEG00000010434	NA	7.537312	10.97368
ENSAMEG00000010435	NA	1.289787	0.7187522
ENSAMEG00000010436	NA	3.36279	1.539328
ENSAMEG00000010437	NA	3.606667	1.743472
ENSAMEG00000010438	NA	3.048407	1.540965
ENSAMEG00000010439	NA	0.3209744	0
ENSAMEG00000010440	NA	0.851045	0.5534745
ENSAMEG00000010441	NA	0.08985824	0
ENSAMEG00000010442	NA	2.685023	1.254685
ENSAMEG00000010443	NA	3.884705	3.344711
ENSAMEG00000010445	NA	3.119467	2.287809
ENSAMEG00000010446	NA	0.2624837	3.773216
ENSAMEG00000010447	NA	3.351999	2.568348
ENSAMEG00000010448	NA	5.913686	3.406437
ENSAMEG00000010449	NA	2.204604	3.538625
ENSAMEG00000010450	NA	4.32319	2.074797
ENSAMEG00000010451	NA	4.218936	4.506932
ENSAMEG00000010452	NA	0.9514669	0.3913949
ENSAMEG00000010453	NA	0.4274496	0
ENSAMEG00000010454	NA	0.5890626	1.530675
ENSAMEG00000010455	NA	0.7758201	0.1243882
ENSAMEG00000010456	NA	1.035504	0.6587562
ENSAMEG00000010457	NA	5.713041	2.84674
ENSAMEG00000010458	NA	5.488887	5.085046
ENSAMEG00000010459	NA	3.222384	1.757689
ENSAMEG00000010460	NA	5.997667	2.30061
ENSAMEG00000010461	NA	1.177306	4.687956
ENSAMEG00000010462	NA	2.74883	1.181516
ENSAMEG00000010463	NA	1.082287	5.265504
ENSAMEG00000010464	NA	6.468334	2.260125
ENSAMEG00000010465	NA	0.06596571	0
ENSAMEG00000010466	NA	6.529685	4.393059
ENSAMEG00000010467	NA	1.404914	1.371074
ENSAMEG00000010468	NA	4.77999	6.042353
ENSAMEG00000010469	NA	4.646019	3.878578
ENSAMEG00000010471	NA	3.829606	2.616289
ENSAMEG00000010472	NA	0.1981974	0
ENSAMEG00000010473	NA	3.931012	3.487834
ENSAMEG00000010474	NA	7.692316	6.948753
ENSAMEG00000010475	NA	3.586561	3.139663
ENSAMEG00000010477	NA	4.153214	2.123047
ENSAMEG00000010478	NA	2.558633	2.46408
ENSAMEG00000010479	NA	6.804183	6.387018
ENSAMEG00000010482	NA	5.112116	3.686344
ENSAMEG00000010483	NA	6.934481	8.246527
ENSAMEG00000010484	NA	1.678816	0
ENSAMEG00000010485	NA	6.740347	8.546196
ENSAMEG00000010486	NA	4.03374	3.645287
ENSAMEG00000010487	NA	1.015807	0.03117567
ENSAMEG00000010488	NA	7.521695	4.944901
ENSAMEG00000010489	NA	1.963452	0.8565977
ENSAMEG00000010490	NA	2.36293	2.293991
ENSAMEG00000010491	NA	2.318765	5.613117
ENSAMEG00000010492	NA	0.1840428	0
ENSAMEG00000010493	NA	3.397839	2.683515
ENSAMEG00000010494	NA	3.149133	2.414265
ENSAMEG00000010495	NA	1.402897	0.8061409
ENSAMEG00000010496	NA	0	1.615647
ENSAMEG00000010497	NA	0.4858925	0.1534824
ENSAMEG00000010498	NA	5.829464	6.736875
ENSAMEG00000010499	NA	4.875687	2.570783
ENSAMEG00000010500	NA	2.900722	1.974331
ENSAMEG00000010501	NA	0.1531879	0
ENSAMEG00000010502	NA	6.910013	5.722988
ENSAMEG00000010503	NA	7.347125	8.361439
ENSAMEG00000010504	NA	4.903072	4.625399
ENSAMEG00000010505	NA	5.448323	6.334922
ENSAMEG00000010506	NA	5.604531	4.617405
ENSAMEG00000010507	NA	5.070359	6.354214
ENSAMEG00000010508	NA	0.7891642	0.3334066
ENSAMEG00000010509	NA	3.362463	2.100628
ENSAMEG00000010510	NA	5.330017	3.433085
ENSAMEG00000010511	NA	0	1.019901
ENSAMEG00000010512	NA	3.669446	4.452727
ENSAMEG00000010513	NA	0.8841681	1.658467
ENSAMEG00000010514	NA	0.1988097	4.846142
ENSAMEG00000010515	NA	5.314961	2.095587
ENSAMEG00000010516	NA	1.030922	0.774117
ENSAMEG00000010517	NA	3.273658	2.718888
ENSAMEG00000010518	NA	0.1693003	0.7403551
ENSAMEG00000010521	NA	0.9428995	0.3955685
ENSAMEG00000010522	NA	1.558383	1.913303
ENSAMEG00000010523	NA	4.958133	3.94674
ENSAMEG00000010524	NA	1.678365	0.245739
ENSAMEG00000010525	NA	10.03707	13.74267
ENSAMEG00000010526	NA	1.077605	1.106087
ENSAMEG00000010527	NA	1.568679	3.062655
ENSAMEG00000010528	NA	3.378145	1.98831
ENSAMEG00000010529	NA	0	0.2398245
ENSAMEG00000010530	NA	3.196667	2.704945
ENSAMEG00000010531	NA	0.4662209	2.361493
ENSAMEG00000010532	NA	5.668227	4.48219
ENSAMEG00000010533	NA	4.119481	2.814852
ENSAMEG00000010534	NA	3.077028	1.77722
ENSAMEG00000010535	NA	3.225568	3.72597
ENSAMEG00000010536	NA	10.35521	9.517927
ENSAMEG00000010537	NA	0	0.5544081
ENSAMEG00000010538	NA	8.925332	6.938545
ENSAMEG00000010539	NA	1.553552	0.6120684
ENSAMEG00000010541	NA	1.57555	0.6455006
ENSAMEG00000010542	NA	3.522332	2.949886
ENSAMEG00000010543	NA	1.236719	0.8516143
ENSAMEG00000010544	NA	0.7535643	0.1513185
ENSAMEG00000010546	NA	1.092404	0.1920578
ENSAMEG00000010547	NA	1.817443	0.4091791
ENSAMEG00000010548	NA	0	5.049265
ENSAMEG00000010549	NA	4.522294	1.269482
ENSAMEG00000010550	NA	4.739064	4.082227
ENSAMEG00000010551	NA	1.304125	1.11266
ENSAMEG00000010552	NA	4.785791	8.469495
ENSAMEG00000010553	NA	0.4693817	0.7169417
ENSAMEG00000010554	NA	5.058498	2.871069
ENSAMEG00000010555	NA	5.005337	3.886368
ENSAMEG00000010556	NA	5.296678	1.529411
ENSAMEG00000010557	NA	2.083945	2.018812
ENSAMEG00000010558	NA	3.40473	0
ENSAMEG00000010559	NA	1.652321	2.206221
ENSAMEG00000010560	NA	1.904342	4.043677
ENSAMEG00000010561	NA	1.661485	0
ENSAMEG00000010562	NA	6.365449	3.076602
ENSAMEG00000010563	NA	0.1731799	0.09107314
ENSAMEG00000010564	NA	1.241065	4.245146
ENSAMEG00000010565	NA	0	8.805499
ENSAMEG00000010566	NA	2.33716	4.02572
ENSAMEG00000010567	NA	2.515791	1.163037
ENSAMEG00000010568	NA	1.612386	0.5968684
ENSAMEG00000010569	NA	2.066682	1.788139
ENSAMEG00000010570	NA	2.898119	2.480661
ENSAMEG00000010571	NA	0.6988479	1.712605
ENSAMEG00000010572	NA	2.337531	3.834327
ENSAMEG00000010573	NA	4.696272	2.530086
ENSAMEG00000010574	NA	4.700961	5.44303
ENSAMEG00000010575	NA	3.79453	2.173847
ENSAMEG00000010576	NA	4.576302	3.439842
ENSAMEG00000010577	NA	3.762157	1.727385
ENSAMEG00000010578	NA	0.05262303	0.04869418
ENSAMEG00000010579	NA	0.3830457	0.1972238
ENSAMEG00000010580	NA	1.97802	1.508495
ENSAMEG00000010581	NA	0	1.357642
ENSAMEG00000010582	NA	1.111726	0.4549528
ENSAMEG00000010583	NA	2.741407	1.8327
ENSAMEG00000010585	NA	1.688561	0.3481089
ENSAMEG00000010586	NA	0.8293032	0.218946
ENSAMEG00000010587	NA	4.338367	4.420199
ENSAMEG00000010589	NA	0	1.278342
ENSAMEG00000010590	NA	0.6739571	0.2833019
ENSAMEG00000010592	NA	2.895516	0.5408744
ENSAMEG00000010593	NA	1.660924	1.2688
ENSAMEG00000010594	NA	4.509303	2.37116
ENSAMEG00000010595	NA	5.132597	4.555289
ENSAMEG00000010596	NA	3.879098	5.578498
ENSAMEG00000010597	NA	0.4442112	0.2652677
ENSAMEG00000010598	NA	0.1313424	0.05612027
ENSAMEG00000010599	NA	0.9614492	0.9526005
ENSAMEG00000010600	NA	2.67491	2.937431
ENSAMEG00000010601	NA	7.910211	5.400463
ENSAMEG00000010602	NA	5.00837	4.918005
ENSAMEG00000010603	NA	0.6755495	0
ENSAMEG00000010604	NA	3.827728	1.681296
ENSAMEG00000010605	NA	1.322297	1.960712
ENSAMEG00000010606	NA	1.1093	2.759829
ENSAMEG00000010607	NA	3.079026	4.561845
ENSAMEG00000010608	NA	0.802453	0.3350133
ENSAMEG00000010609	NA	5.207923	3.658965
ENSAMEG00000010610	NA	1.1473	0.4053912
ENSAMEG00000010611	NA	2.866732	1.92953
ENSAMEG00000010612	NA	4.142961	3.557876
ENSAMEG00000010613	NA	0.8616418	0.1521289
ENSAMEG00000010616	NA	2.198808	4.879162
ENSAMEG00000010617	NA	0	0.1389652
ENSAMEG00000010618	NA	9.38602	7.80908
ENSAMEG00000010619	NA	3.457895	3.441655
ENSAMEG00000010620	NA	2.488916	1.204961
ENSAMEG00000010621	NA	4.227094	1.584626
ENSAMEG00000010622	NA	0.2044387	0.817042
ENSAMEG00000010623	NA	3.158193	1.503463
ENSAMEG00000010624	NA	4.540777	2.86485
ENSAMEG00000010626	NA	4.293231	3.164278
ENSAMEG00000010627	NA	4.581731	5.791046
ENSAMEG00000010628	NA	0.5242091	1.812753
ENSAMEG00000010629	NA	3.911519	3.360784
ENSAMEG00000010630	NA	2.915509	3.26884
ENSAMEG00000010631	NA	2.197859	0.2212176
ENSAMEG00000010632	NA	0.1004075	0.04523005
ENSAMEG00000010633	NA	1.765304	1.352601
ENSAMEG00000010634	NA	3.373371	1.521754
ENSAMEG00000010635	NA	2.491838	2.060597
ENSAMEG00000010636	NA	3.573726	3.547339
ENSAMEG00000010637	NA	0.1640165	1.85599
ENSAMEG00000010638	NA	0	1.287721
ENSAMEG00000010639	NA	2.655494	3.183425
ENSAMEG00000010640	NA	6.575193	4.908914
ENSAMEG00000010641	NA	5.451416	5.22499
ENSAMEG00000010642	NA	1.882111	1.643385
ENSAMEG00000010643	NA	3.261113	2.205174
ENSAMEG00000010644	NA	0.06427917	0.04686092
ENSAMEG00000010645	NA	2.694902	2.127313
ENSAMEG00000010646	NA	4.285787	3.801945
ENSAMEG00000010647	NA	0.9966512	0
ENSAMEG00000010648	NA	0.2638265	1.308635
ENSAMEG00000010649	NA	5.362561	4.939241
ENSAMEG00000010650	NA	0	0.357811
ENSAMEG00000010651	NA	0.8729871	0.8805163
ENSAMEG00000010654	NA	0.2884637	0.08854449
ENSAMEG00000010655	NA	0.7011267	0.1820452
ENSAMEG00000010656	NA	3.410173	2.228089
ENSAMEG00000010657	NA	2.629767	0.4784252
ENSAMEG00000010658	NA	1.536963	1.288813
ENSAMEG00000010660	NA	3.53824	2.296046
ENSAMEG00000010661	NA	3.444023	3.658134
ENSAMEG00000010662	NA	0.144699	0.1123191
ENSAMEG00000010663	NA	0.3716403	4.263538
ENSAMEG00000010664	NA	6.548139	2.180021
ENSAMEG00000010665	NA	5.34882	2.035589
ENSAMEG00000010666	NA	0.6813926	1.130588
ENSAMEG00000010667	NA	5.252369	3.969085
ENSAMEG00000010668	NA	1.468359	0.1290701
ENSAMEG00000010669	NA	2.226656	0.9678835
ENSAMEG00000010670	NA	6.328416	5.776946
ENSAMEG00000010671	NA	2.051887	1.912746
ENSAMEG00000010672	NA	5.244986	4.343536
ENSAMEG00000010673	NA	6.151591	4.103766
ENSAMEG00000010674	NA	3.727343	2.604102
ENSAMEG00000010675	NA	4.494268	3.478713
ENSAMEG00000010676	NA	0.1639907	0.01534598
ENSAMEG00000010677	NA	3.591871	4.452279
ENSAMEG00000010678	NA	0	1.469501
ENSAMEG00000010679	NA	5.220353	4.89277
ENSAMEG00000010680	NA	4.988076	2.335469
ENSAMEG00000010681	NA	3.055338	2.16749
ENSAMEG00000010682	NA	0.5932534	2.343215
ENSAMEG00000010683	NA	3.489225	1.260513
ENSAMEG00000010684	NA	5.762734	2.240623
ENSAMEG00000010685	NA	0.166646	0.09935904
ENSAMEG00000010686	NA	4.234861	3.32089
ENSAMEG00000010687	NA	0.2048882	4.343848
ENSAMEG00000010688	NA	0.6586722	0.6493129
ENSAMEG00000010689	NA	2.890715	1.751845
ENSAMEG00000010690	NA	0.3208451	0.2531264
ENSAMEG00000010691	NA	4.49537	3.055853
ENSAMEG00000010692	NA	5.817766	4.406244
ENSAMEG00000010693	NA	4.466705	3.86579
ENSAMEG00000010694	NA	0.08022377	0.0863528
ENSAMEG00000010695	NA	1.892282	3.870355
ENSAMEG00000010696	NA	4.953824	1.403988
ENSAMEG00000010697	NA	2.364016	0.9255187
ENSAMEG00000010698	NA	4.523217	0.8396839
ENSAMEG00000010699	NA	3.525204	0.5568326
ENSAMEG00000010700	NA	1.966648	3.165946
ENSAMEG00000010701	NA	2.14322	0.3417353
ENSAMEG00000010702	NA	5.539978	2.741722
ENSAMEG00000010703	NA	3.814253	1.095067
ENSAMEG00000010704	NA	4.732231	3.293524
ENSAMEG00000010705	NA	1.823831	0.645603
ENSAMEG00000010706	NA	3.440757	1.833959
ENSAMEG00000010707	NA	2.828892	0.620881
ENSAMEG00000010708	NA	0	0.8480979
ENSAMEG00000010709	NA	2.883855	0.6685485
ENSAMEG00000010710	NA	0	3.188304
ENSAMEG00000010711	NA	3.641881	2.995063
ENSAMEG00000010712	NA	3.085708	0.8527651
ENSAMEG00000010713	NA	4.866859	3.656851
ENSAMEG00000010714	NA	1.832902	0.786071
ENSAMEG00000010715	NA	4.271037	3.314596
ENSAMEG00000010716	NA	2.690457	0.8530407
ENSAMEG00000010717	NA	4.331419	2.100402
ENSAMEG00000010718	NA	2.923267	1.722371
ENSAMEG00000010719	NA	5.077046	5.104555
ENSAMEG00000010720	NA	0.7298329	0
ENSAMEG00000010721	NA	3.763858	1.709851
ENSAMEG00000010722	NA	0.4879576	0.694898
ENSAMEG00000010723	NA	1.557155	0.2057954
ENSAMEG00000010724	NA	1.006075	0.2660753
ENSAMEG00000010725	NA	0.7047817	1.670682
ENSAMEG00000010726	NA	5.586146	5.835644
ENSAMEG00000010727	NA	0.7047817	3.481196
ENSAMEG00000010728	NA	6.102465	4.208221
ENSAMEG00000010729	NA	2.204385	0.4170623
ENSAMEG00000010730	NA	2.704567	0.7800287
ENSAMEG00000010731	NA	1.337112	1.285882
ENSAMEG00000010732	NA	3.881782	1.516419
ENSAMEG00000010733	NA	0.4243245	0.2396693
ENSAMEG00000010734	NA	0.2597305	0
ENSAMEG00000010735	NA	7.371313	4.973852
ENSAMEG00000010736	NA	0.8365261	1.356983
ENSAMEG00000010737	NA	0	0.04535098
ENSAMEG00000010738	NA	3.430432	3.401644
ENSAMEG00000010739	NA	4.676736	2.022904
ENSAMEG00000010740	NA	4.653822	2.990597
ENSAMEG00000010741	NA	5.884034	2.137815
ENSAMEG00000010742	NA	1.478169	0.6868716
ENSAMEG00000010743	NA	4.043143	2.171444
ENSAMEG00000010745	NA	0.896168	0
ENSAMEG00000010746	NA	10.23689	8.478644
ENSAMEG00000010747	NA	1.57688	1.059639
ENSAMEG00000010748	NA	1.78183	0.1457753
ENSAMEG00000010749	NA	5.702682	4.090633
ENSAMEG00000010750	NA	4.519668	3.762955
ENSAMEG00000010751	NA	5.400084	3.306653
ENSAMEG00000010752	NA	4.778072	1.873451
ENSAMEG00000010753	NA	2.790705	1.34555
ENSAMEG00000010754	NA	0.1333065	2.882297
ENSAMEG00000010755	NA	1.438367	0.492854
ENSAMEG00000010756	NA	3.000101	2.66324
ENSAMEG00000010757	NA	5.668306	4.122101
ENSAMEG00000010758	NA	2.318187	0.7630988
ENSAMEG00000010759	NA	2.388424	0.6907469
ENSAMEG00000010760	NA	4.942993	5.747643
ENSAMEG00000010761	NA	1.149168	0.1725362
ENSAMEG00000010762	NA	1.141152	0.170034
ENSAMEG00000010763	NA	1.00271	0.4164355
ENSAMEG00000010764	NA	1.239239	0.1973861
ENSAMEG00000010766	NA	5.62377	5.215838
ENSAMEG00000010767	NA	0.19566	2.01983
ENSAMEG00000010768	NA	3.781045	3.017872
ENSAMEG00000010769	NA	5.736873	5.204454
ENSAMEG00000010770	NA	0.5867129	0.1596808
ENSAMEG00000010771	NA	6.126199	2.505802
ENSAMEG00000010772	NA	4.364243	2.680423
ENSAMEG00000010773	NA	5.184744	4.964999
ENSAMEG00000010774	NA	0.4479399	0.07591511
ENSAMEG00000010775	NA	0.9426887	0.7516882
ENSAMEG00000010776	NA	3.573096	2.305323
ENSAMEG00000010777	NA	3.188458	2.786272
ENSAMEG00000010778	NA	2.718818	2.60065
ENSAMEG00000010779	NA	4.614498	2.537619
ENSAMEG00000010781	NA	0.1235667	0.9668852
ENSAMEG00000010782	NA	0.0716037	0
ENSAMEG00000010783	NA	2.946063	2.976574
ENSAMEG00000010784	NA	0.01829404	0.3112555
ENSAMEG00000010785	NA	5.130358	3.067651
ENSAMEG00000010786	NA	1.438303	0.5447821
ENSAMEG00000010787	NA	7.272667	4.734596
ENSAMEG00000010788	NA	0.9232428	1.904276
ENSAMEG00000010789	NA	2.3708	0.8002857
ENSAMEG00000010790	NA	3.569552	2.161965
ENSAMEG00000010791	NA	3.414796	1.727576
ENSAMEG00000010792	NA	2.852077	0.381888
ENSAMEG00000010793	NA	3.027888	0.639209
ENSAMEG00000010794	NA	9.45823	7.564287
ENSAMEG00000010795	NA	3.972619	3.758783
ENSAMEG00000010796	NA	6.515749	4.436422
ENSAMEG00000010797	NA	7.163539	6.094587
ENSAMEG00000010798	NA	2.866421	0.4054718
ENSAMEG00000010799	NA	6.021509	3.971166
ENSAMEG00000010800	NA	2.356975	3.983368
ENSAMEG00000010801	NA	3.362923	2.420022
ENSAMEG00000010803	NA	3.241938	4.276824
ENSAMEG00000010804	NA	5.277568	5.344761
ENSAMEG00000010805	NA	4.975447	2.670589
ENSAMEG00000010806	NA	5.397468	2.57073
ENSAMEG00000010807	NA	0.1118549	0
ENSAMEG00000010808	NA	5.064978	3.067282
ENSAMEG00000010809	NA	3.436872	2.459938
ENSAMEG00000010810	NA	0	4.014507
ENSAMEG00000010811	NA	4.58453	2.378955
ENSAMEG00000010812	NA	4.857274	2.430588
ENSAMEG00000010813	NA	6.615753	5.225583
ENSAMEG00000010814	NA	2.651295	3.098756
ENSAMEG00000010815	NA	0.133585	0.09811686
ENSAMEG00000010816	NA	4.410273	4.182486
ENSAMEG00000010817	NA	2.489337	0.626098
ENSAMEG00000010818	NA	2.599334	2.417758
ENSAMEG00000010820	NA	6.719567	5.668709
ENSAMEG00000010821	NA	0.2614457	0.5588603
ENSAMEG00000010822	NA	2.259779	2.494021
ENSAMEG00000010823	NA	2.161258	1.048141
ENSAMEG00000010824	NA	3.355925	3.839879
ENSAMEG00000010825	NA	0.7497428	2.27747
ENSAMEG00000010826	NA	2.49787	0.7642391
ENSAMEG00000010827	NA	4.001793	1.265935
ENSAMEG00000010828	NA	3.863552	2.996523
ENSAMEG00000010829	NA	3.717605	0.7353766
ENSAMEG00000010830	NA	5.192309	2.775799
ENSAMEG00000010831	NA	1.142734	0.7457906
ENSAMEG00000010832	NA	4.249813	2.885526
ENSAMEG00000010833	NA	1.664223	1.725322
ENSAMEG00000010834	NA	0.1900712	0.03916549
ENSAMEG00000010835	NA	2.037077	0.7998043
ENSAMEG00000010836	NA	0.7494742	0.2445023
ENSAMEG00000010837	NA	4.675466	4.776988
ENSAMEG00000010838	NA	5.213094	4.743967
ENSAMEG00000010839	NA	3.609235	1.419183
ENSAMEG00000010840	NA	6.229096	2.405126
ENSAMEG00000010841	NA	8.761594	8.635591
ENSAMEG00000010842	NA	3.853716	2.470336
ENSAMEG00000010843	NA	7.191247	7.20277
ENSAMEG00000010844	NA	3.373303	1.122381
ENSAMEG00000010845	NA	0.5800229	0
ENSAMEG00000010846	NA	6.663088	5.731123
ENSAMEG00000010847	NA	0.4641434	0.07949158
ENSAMEG00000010848	NA	3.086008	2.545279
ENSAMEG00000010849	NA	0.2321953	1.528341
ENSAMEG00000010850	NA	0.8609398	0.3935469
ENSAMEG00000010851	NA	0	0.3040811
ENSAMEG00000010852	NA	0.06381837	1.315949
ENSAMEG00000010853	NA	11.21636	8.591115
ENSAMEG00000010854	NA	6.98525	5.483032
ENSAMEG00000010855	NA	5.04467	1.810188
ENSAMEG00000010856	NA	3.664221	3.654447
ENSAMEG00000010857	NA	3.90432	2.055623
ENSAMEG00000010858	NA	2.343251	2.388727
ENSAMEG00000010859	NA	0	0.0140047
ENSAMEG00000010860	NA	3.826487	3.051668
ENSAMEG00000010861	NA	6.414278	4.463191
ENSAMEG00000010862	NA	0.5102206	0.8340728
ENSAMEG00000010864	NA	5.869827	4.513465
ENSAMEG00000010865	NA	0	0.2120563
ENSAMEG00000010866	NA	2.722845	3.486951
ENSAMEG00000010867	NA	0	0.05808232
ENSAMEG00000010868	NA	4.323449	2.872078
ENSAMEG00000010869	NA	6.30968	4.705231
ENSAMEG00000010870	NA	2.929443	2.633636
ENSAMEG00000010872	NA	0.735452	0.2279924
ENSAMEG00000010873	NA	1.218329	0.593588
ENSAMEG00000010874	NA	7.946994	5.379472
ENSAMEG00000010875	NA	1.80283	2.233689
ENSAMEG00000010876	NA	3.448782	3.403813
ENSAMEG00000010877	NA	5.386918	2.724482
ENSAMEG00000010878	NA	10.53818	7.41953
ENSAMEG00000010879	NA	2.08303	1.437963
ENSAMEG00000010880	NA	1.497827	2.04654
ENSAMEG00000010881	NA	1.217677	0.6800948
ENSAMEG00000010882	NA	5.926967	3.933044
ENSAMEG00000010883	NA	3.167382	2.048076
ENSAMEG00000010884	NA	2.547245	2.943586
ENSAMEG00000010885	NA	4.356249	2.179858
ENSAMEG00000010886	NA	5.460962	2.324122
ENSAMEG00000010887	NA	4.643412	2.069774
ENSAMEG00000010888	NA	5.203475	4.987357
ENSAMEG00000010889	NA	4.134862	2.667681
ENSAMEG00000010890	NA	3.879265	4.75578
ENSAMEG00000010891	NA	6.272598	4.728133
ENSAMEG00000010892	NA	0.07107232	0
ENSAMEG00000010893	NA	0	3.61751
ENSAMEG00000010894	NA	7.235861	5.155191
ENSAMEG00000010895	NA	3.977317	1.813365
ENSAMEG00000010896	NA	4.439136	0.938072
ENSAMEG00000010897	NA	4.752144	3.977014
ENSAMEG00000010898	NA	1.641934	1.245222
ENSAMEG00000010899	NA	2.500001	2.13813
ENSAMEG00000010900	NA	3.988003	1.974691
ENSAMEG00000010901	NA	4.400586	4.572289
ENSAMEG00000010902	NA	0.3414507	0.2400053
ENSAMEG00000010903	NA	2.820886	2.994031
ENSAMEG00000010904	NA	5.101532	2.257162
ENSAMEG00000010905	NA	2.960853	1.111505
ENSAMEG00000010906	NA	5.44744	4.710311
ENSAMEG00000010907	NA	3.366107	1.791581
ENSAMEG00000010908	NA	4.354241	3.624838
ENSAMEG00000010909	NA	4.906559	2.835407
ENSAMEG00000010910	NA	4.716085	2.402247
ENSAMEG00000010911	NA	0	0.2661293
ENSAMEG00000010912	NA	0	0.7129127
ENSAMEG00000010913	NA	3.413436	3.984489
ENSAMEG00000010914	NA	5.463475	4.213441
ENSAMEG00000010915	NA	0.8245104	7.248668
ENSAMEG00000010917	NA	0.7678166	0.2698243
ENSAMEG00000010918	NA	3.373133	3.62946
ENSAMEG00000010919	NA	4.193661	7.12002
ENSAMEG00000010920	NA	0.1720151	0.6286943
ENSAMEG00000010921	NA	1.554437	1.456207
ENSAMEG00000010922	NA	5.470208	4.034092
ENSAMEG00000010923	NA	4.112141	2.607165
ENSAMEG00000010924	NA	3.623914	1.625149
ENSAMEG00000010926	NA	4.066408	2.211523
