liver	ovary	testis
ENSAMEG00000010927	NA	2.985571	6.280852
ENSAMEG00000010928	NA	6.407235	3.320444
ENSAMEG00000010929	NA	0.6284675	0
ENSAMEG00000010930	NA	7.232219	7.168873
ENSAMEG00000010931	NA	1.401112	3.278748
ENSAMEG00000010932	NA	8.483985	8.607549
ENSAMEG00000010933	NA	0	0.08871625
ENSAMEG00000010934	NA	2.047849	3.53441
ENSAMEG00000010935	NA	2.926762	2.481909
ENSAMEG00000010936	NA	5.486139	4.082686
ENSAMEG00000010937	NA	3.51291	1.711495
ENSAMEG00000010938	NA	4.063223	0.9658008
ENSAMEG00000010942	NA	5.773875	5.678478
ENSAMEG00000010944	NA	2.813709	2.489168
ENSAMEG00000010945	NA	1.346847	1.950871
ENSAMEG00000010946	NA	4.991599	2.345842
ENSAMEG00000010947	NA	1.26283	0.8227889
ENSAMEG00000010948	NA	6.636345	3.754834
ENSAMEG00000010949	NA	0.02264706	0.1577642
ENSAMEG00000010950	NA	0.4694036	1.780008
ENSAMEG00000010951	NA	0.3084494	0.1208164
ENSAMEG00000010952	NA	1.697684	0.8412284
ENSAMEG00000010953	NA	0	0.5650785
ENSAMEG00000010954	NA	8.564915	6.685141
ENSAMEG00000010955	NA	3.817132	2.744673
ENSAMEG00000010956	NA	4.240665	2.096825
ENSAMEG00000010957	NA	4.182557	3.875062
ENSAMEG00000010958	NA	4.538457	3.52528
ENSAMEG00000010959	NA	1.65024	1.170333
ENSAMEG00000010960	NA	4.468127	4.844767
ENSAMEG00000010961	NA	3.424336	2.483313
ENSAMEG00000010962	NA	0.2439469	0
ENSAMEG00000010963	NA	3.003847	2.421291
ENSAMEG00000010964	NA	3.291111	2.713674
ENSAMEG00000010965	NA	4.092296	1.735075
ENSAMEG00000010966	NA	0.5705455	0.6778158
ENSAMEG00000010967	NA	4.57806	2.372754
ENSAMEG00000010968	NA	7.551916	4.804725
ENSAMEG00000010969	NA	0	0.03135256
ENSAMEG00000010970	NA	3.967768	2.000591
ENSAMEG00000010971	NA	6.192539	7.932799
ENSAMEG00000010972	NA	0	0.07988597
ENSAMEG00000010973	NA	4.572277	1.741549
ENSAMEG00000010974	NA	3.686735	3.458457
ENSAMEG00000010975	NA	7.605724	4.815545
ENSAMEG00000010976	NA	2.643815	1.09168
ENSAMEG00000010977	NA	5.278093	2.078699
ENSAMEG00000010978	NA	0.09621259	0.1846231
ENSAMEG00000010979	NA	6.024657	5.332669
ENSAMEG00000010980	NA	0.8192733	0
ENSAMEG00000010981	NA	0.339256	0.6493092
ENSAMEG00000010982	NA	4.618074	3.358445
ENSAMEG00000010983	NA	3.106129	1.478889
ENSAMEG00000010984	NA	4.585918	3.933308
ENSAMEG00000010985	NA	1.611876	2.212435
ENSAMEG00000010986	NA	5.402886	2.974307
ENSAMEG00000010987	NA	4.113575	4.501605
ENSAMEG00000010988	NA	3.116897	2.824051
ENSAMEG00000010989	NA	4.21155	1.62309
ENSAMEG00000010990	NA	0.3798738	2.98131
ENSAMEG00000010991	NA	4.050885	3.725305
ENSAMEG00000010992	NA	0.7128088	3.15845
ENSAMEG00000010993	NA	2.723668	0.6044234
ENSAMEG00000010994	NA	1.224016	1.056653
ENSAMEG00000010995	NA	0.04390188	1.144777
ENSAMEG00000010996	NA	4.399028	4.007608
ENSAMEG00000010997	NA	7.243107	6.591093
ENSAMEG00000010998	NA	5.159892	2.362498
ENSAMEG00000010999	NA	2.935937	1.989175
ENSAMEG00000011000	NA	8.448224	8.568541
ENSAMEG00000011001	NA	5.644038	2.841337
ENSAMEG00000011002	NA	4.312353	1.02295
ENSAMEG00000011003	NA	0.5035706	2.436468
ENSAMEG00000011004	NA	3.54258	3.112772
ENSAMEG00000011005	NA	5.16641	3.298724
ENSAMEG00000011007	NA	1.125413	0.0632569
ENSAMEG00000011008	NA	0.02964681	0.01177153
ENSAMEG00000011009	NA	2.763734	3.516469
ENSAMEG00000011010	NA	1.759126	2.808622
ENSAMEG00000011011	NA	5.137276	4.230251
ENSAMEG00000011012	NA	0.1736059	0.2946002
ENSAMEG00000011013	NA	3.174745	3.548313
ENSAMEG00000011014	NA	5.353412	4.153068
ENSAMEG00000011015	NA	5.206632	4.183407
ENSAMEG00000011016	NA	2.319968	2.914922
ENSAMEG00000011017	NA	3.624966	3.823495
ENSAMEG00000011018	NA	4.434435	3.636532
ENSAMEG00000011019	NA	2.843924	1.14323
ENSAMEG00000011020	NA	0.5391677	3.248301
ENSAMEG00000011021	NA	4.678894	4.658583
ENSAMEG00000011022	NA	0	1.416996
ENSAMEG00000011023	NA	4.064702	3.409054
ENSAMEG00000011024	NA	4.769581	2.909598
ENSAMEG00000011025	NA	4.169797	2.681067
ENSAMEG00000011026	NA	5.125531	3.506031
ENSAMEG00000011027	NA	3.637309	0.8827158
ENSAMEG00000011028	NA	2.500208	2.239175
ENSAMEG00000011029	NA	0.6158777	0.340495
ENSAMEG00000011030	NA	3.769021	2.475318
ENSAMEG00000011031	NA	6.96658	8.76525
ENSAMEG00000011032	NA	0.2881205	2.416404
ENSAMEG00000011034	NA	2.17048	2.060988
ENSAMEG00000011035	NA	1.657041	1.987779
ENSAMEG00000011036	NA	0	0.08587915
ENSAMEG00000011037	NA	5.321268	4.080376
ENSAMEG00000011038	NA	1.531124	1.379033
ENSAMEG00000011039	NA	6.734696	3.718197
ENSAMEG00000011040	NA	6.420423	6.639258
ENSAMEG00000011041	NA	6.466281	7.362181
ENSAMEG00000011042	NA	3.35371	8.103004
ENSAMEG00000011043	NA	5.618057	1.903081
ENSAMEG00000011044	NA	1.230646	0.2967146
ENSAMEG00000011045	NA	2.179202	0.4331336
ENSAMEG00000011046	NA	4.121869	5.348356
ENSAMEG00000011047	NA	4.533196	2.389669
ENSAMEG00000011048	NA	0.3369552	0
ENSAMEG00000011049	NA	3.106697	1.981506
ENSAMEG00000011050	NA	4.060117	2.920448
ENSAMEG00000011051	NA	7.229059	5.678835
ENSAMEG00000011052	NA	6.587336	5.045002
ENSAMEG00000011053	NA	1.070513	0.02790692
ENSAMEG00000011054	NA	0.05421668	0
ENSAMEG00000011055	NA	5.685514	5.591563
ENSAMEG00000011056	NA	0.9493355	0.2724473
ENSAMEG00000011057	NA	4.347644	0.5074385
ENSAMEG00000011058	NA	2.128795	1.175186
ENSAMEG00000011059	NA	4.380903	3.343983
ENSAMEG00000011060	NA	1.737955	4.098512
ENSAMEG00000011061	NA	3.574198	1.840584
ENSAMEG00000011062	NA	4.76946	3.156528
ENSAMEG00000011063	NA	2.750639	1.472321
ENSAMEG00000011064	NA	0.1424892	0.06707984
ENSAMEG00000011065	NA	3.619894	1.917554
ENSAMEG00000011067	NA	3.243625	0.6774821
ENSAMEG00000011068	NA	4.144234	4.316493
ENSAMEG00000011069	NA	0.3387496	0
ENSAMEG00000011070	NA	4.674054	4.167751
ENSAMEG00000011071	NA	5.63828	4.213962
ENSAMEG00000011072	NA	3.635302	1.38938
ENSAMEG00000011073	NA	4.248816	5.111674
ENSAMEG00000011074	NA	4.023196	3.16363
ENSAMEG00000011075	NA	2.749052	5.45163
ENSAMEG00000011076	NA	4.434094	4.354325
ENSAMEG00000011077	NA	5.398142	3.278452
ENSAMEG00000011078	NA	6.124293	4.467697
ENSAMEG00000011079	NA	3.54893	3.572962
ENSAMEG00000011080	NA	5.952268	6.469455
ENSAMEG00000011081	NA	4.675822	1.578958
ENSAMEG00000011082	NA	4.741575	4.184249
ENSAMEG00000011083	NA	11.46135	10.37614
ENSAMEG00000011084	NA	0.3816732	0.1908323
ENSAMEG00000011085	NA	5.512739	3.419861
ENSAMEG00000011086	NA	5.733319	5.740051
ENSAMEG00000011087	NA	3.493007	3.18505
ENSAMEG00000011088	NA	2.192658	0.3913201
ENSAMEG00000011089	NA	0.0540195	0.6787958
ENSAMEG00000011090	NA	2.614069	0.5817668
ENSAMEG00000011091	NA	4.013552	1.54253
ENSAMEG00000011092	NA	4.329116	2.323212
ENSAMEG00000011093	NA	3.356824	3.86501
ENSAMEG00000011094	NA	0.1797391	0.01895273
ENSAMEG00000011095	NA	2.900819	1.978639
ENSAMEG00000011096	NA	5.230849	5.720125
ENSAMEG00000011097	NA	0.9023515	0.4407024
ENSAMEG00000011098	NA	2.699121	2.341365
ENSAMEG00000011099	NA	2.528279	0.8001681
ENSAMEG00000011100	NA	5.472205	5.886857
ENSAMEG00000011101	NA	6.344426	5.746189
ENSAMEG00000011102	NA	8.355303	6.497528
ENSAMEG00000011103	NA	1.206973	1.099645
ENSAMEG00000011104	NA	3.934111	4.111858
ENSAMEG00000011105	NA	0	3.283817
ENSAMEG00000011106	NA	0	1.168969
ENSAMEG00000011107	NA	4.311799	2.80246
ENSAMEG00000011108	NA	8.15196	4.030963
ENSAMEG00000011109	NA	1.421129	2.837542
ENSAMEG00000011110	NA	4.786136	2.626166
ENSAMEG00000011111	NA	5.335094	3.89173
ENSAMEG00000011112	NA	1.730423	2.081841
ENSAMEG00000011113	NA	3.926028	3.177902
ENSAMEG00000011114	NA	2.122938	2.812751
ENSAMEG00000011115	NA	3.708588	4.410968
ENSAMEG00000011116	NA	4.20619	2.258359
ENSAMEG00000011117	NA	4.169396	2.447383
ENSAMEG00000011118	NA	4.750103	3.333856
ENSAMEG00000011119	NA	4.993117	3.274506
ENSAMEG00000011121	NA	1.384873	0
ENSAMEG00000011122	NA	2.945287	2.974594
ENSAMEG00000011124	NA	5.471867	3.321925
ENSAMEG00000011125	NA	0.7363001	0.1090188
ENSAMEG00000011126	NA	1.555193	0.5039033
ENSAMEG00000011127	NA	1.763046	1.072559
ENSAMEG00000011128	NA	5.883574	4.114117
ENSAMEG00000011129	NA	4.138487	2.280719
ENSAMEG00000011130	NA	3.91218	2.176115
ENSAMEG00000011131	NA	3.581363	2.573447
ENSAMEG00000011132	NA	4.895637	6.116213
ENSAMEG00000011133	NA	4.454722	1.600208
ENSAMEG00000011134	NA	5.493908	2.482562
ENSAMEG00000011135	NA	0.6749722	0.8839953
ENSAMEG00000011136	NA	6.45278	5.413438
ENSAMEG00000011137	NA	3.085326	2.289256
ENSAMEG00000011138	NA	5.012399	2.782279
ENSAMEG00000011139	NA	1.601568	1.41657
ENSAMEG00000011140	NA	4.511348	1.420418
ENSAMEG00000011141	NA	4.416637	4.739378
ENSAMEG00000011142	NA	5.172656	1.368958
ENSAMEG00000011143	NA	3.437527	2.499933
ENSAMEG00000011144	NA	2.847323	3.838105
ENSAMEG00000011145	NA	6.225271	5.028706
ENSAMEG00000011146	NA	5.109068	5.18113
ENSAMEG00000011147	NA	0	0.5331537
ENSAMEG00000011148	NA	0	0.1121933
ENSAMEG00000011149	NA	3.526419	4.286275
ENSAMEG00000011150	NA	5.877118	4.045443
ENSAMEG00000011151	NA	4.865662	3.474241
ENSAMEG00000011152	NA	5.329536	4.327227
ENSAMEG00000011153	NA	0.4555011	3.368256
ENSAMEG00000011154	NA	0.3501544	0.2177171
ENSAMEG00000011155	NA	4.044595	2.008046
ENSAMEG00000011156	NA	3.488838	4.028977
ENSAMEG00000011157	NA	3.349486	2.765639
ENSAMEG00000011158	NA	6.951483	8.09545
ENSAMEG00000011159	NA	3.198516	2.700382
ENSAMEG00000011160	NA	8.032696	3.682933
ENSAMEG00000011161	NA	1.198746	0.1940164
ENSAMEG00000011162	NA	6.551733	6.449928
ENSAMEG00000011163	NA	0.3051441	0.1730161
ENSAMEG00000011164	NA	3.264975	3.093082
ENSAMEG00000011165	NA	5.000482	1.913814
ENSAMEG00000011166	NA	5.237961	2.501347
ENSAMEG00000011167	NA	0.6008558	0.4378094
ENSAMEG00000011168	NA	1.781687	0.292651
ENSAMEG00000011169	NA	1.845325	1.475241
ENSAMEG00000011170	NA	3.687475	0.9281012
ENSAMEG00000011171	NA	5.336872	4.769185
ENSAMEG00000011172	NA	1.811582	1.080542
ENSAMEG00000011173	NA	2.713711	2.087965
ENSAMEG00000011174	NA	3.367129	3.312338
ENSAMEG00000011175	NA	2.5378	1.021359
ENSAMEG00000011176	NA	5.725471	3.498225
ENSAMEG00000011177	NA	4.582297	3.283077
ENSAMEG00000011178	NA	0	0.06121228
ENSAMEG00000011179	NA	6.225522	4.682719
ENSAMEG00000011180	NA	3.858419	2.351128
ENSAMEG00000011181	NA	1.130951	0.3878566
ENSAMEG00000011182	NA	3.559749	0.3713994
ENSAMEG00000011183	NA	4.358045	1.291091
ENSAMEG00000011184	NA	1.661745	0.3023775
ENSAMEG00000011185	NA	5.258274	3.027474
ENSAMEG00000011186	NA	2.384434	1.761796
ENSAMEG00000011187	NA	0.586611	3.178315
ENSAMEG00000011188	NA	0	0.2844004
ENSAMEG00000011189	NA	7.402859	9.226516
ENSAMEG00000011190	NA	5.38873	3.890612
ENSAMEG00000011191	NA	7.707697	6.622845
ENSAMEG00000011192	NA	4.14423	3.695259
ENSAMEG00000011193	NA	2.884666	1.123036
ENSAMEG00000011194	NA	4.291161	2.073334
ENSAMEG00000011195	NA	4.803883	3.899243
ENSAMEG00000011196	NA	6.444094	5.017913
ENSAMEG00000011197	NA	3.607697	4.972343
ENSAMEG00000011198	NA	3.726188	2.651194
ENSAMEG00000011199	NA	3.204397	2.103041
ENSAMEG00000011200	NA	3.900428	0.8798853
ENSAMEG00000011201	NA	4.660472	2.396072
ENSAMEG00000011202	NA	2.539338	1.223169
ENSAMEG00000011203	NA	0.7787712	0
ENSAMEG00000011204	NA	2.024164	1.916427
ENSAMEG00000011205	NA	4.952762	5.539267
ENSAMEG00000011206	NA	6.082407	5.75331
ENSAMEG00000011207	NA	3.731346	3.078494
ENSAMEG00000011208	NA	3.660541	4.173879
ENSAMEG00000011209	NA	4.853926	3.954755
ENSAMEG00000011210	NA	3.198101	1.979905
ENSAMEG00000011211	NA	6.007272	4.340377
ENSAMEG00000011212	NA	2.56803	2.527253
ENSAMEG00000011213	NA	2.653046	0.5334079
ENSAMEG00000011214	NA	4.151705	3.819321
ENSAMEG00000011215	NA	2.435437	0.9430316
ENSAMEG00000011216	NA	6.254964	6.746299
ENSAMEG00000011217	NA	1.969373	1.172718
ENSAMEG00000011218	NA	7.212958	6.344525
ENSAMEG00000011219	NA	4.677221	3.937269
ENSAMEG00000011220	NA	3.989375	2.37532
ENSAMEG00000011221	NA	7.322712	10.17111
ENSAMEG00000011222	NA	6.105483	6.014933
ENSAMEG00000011223	NA	0.2742819	0.03603724
ENSAMEG00000011224	NA	9.243448	7.985415
ENSAMEG00000011225	NA	1.685348	0.3959095
ENSAMEG00000011226	NA	2.591009	2.251616
ENSAMEG00000011227	NA	0.03573059	0
ENSAMEG00000011228	NA	5.916983	2.551644
ENSAMEG00000011229	NA	3.447491	0.5368268
ENSAMEG00000011230	NA	0.3572175	0.3991328
ENSAMEG00000011231	NA	6.558009	7.294538
ENSAMEG00000011232	NA	0.05692821	0.4174145
ENSAMEG00000011233	NA	4.827128	2.304412
ENSAMEG00000011234	NA	3.6937	2.017712
ENSAMEG00000011236	NA	4.958416	1.558909
ENSAMEG00000011237	NA	5.283811	1.386084
ENSAMEG00000011238	NA	3.456158	4.787777
ENSAMEG00000011239	NA	8.181992	7.042316
ENSAMEG00000011240	NA	5.757037	4.804632
ENSAMEG00000011241	NA	4.518692	2.871852
ENSAMEG00000011242	NA	1.821335	1.439118
ENSAMEG00000011243	NA	3.901625	3.190487
ENSAMEG00000011244	NA	5.317152	3.766818
ENSAMEG00000011245	NA	2.882414	2.052805
ENSAMEG00000011246	NA	2.006208	3.618532
ENSAMEG00000011248	NA	3.042166	1.700506
ENSAMEG00000011249	NA	1.524711	0.6771898
ENSAMEG00000011250	NA	3.930652	3.900722
ENSAMEG00000011251	NA	1.307143	1.383298
ENSAMEG00000011252	NA	2.959156	1.624775
ENSAMEG00000011253	NA	3.390453	3.661738
ENSAMEG00000011254	NA	3.797117	3.141691
ENSAMEG00000011255	NA	3.093785	3.681101
ENSAMEG00000011256	NA	4.901538	2.790505
ENSAMEG00000011257	NA	0.8606601	0.7217139
ENSAMEG00000011258	NA	0.3574101	0.2246997
ENSAMEG00000011259	NA	0.6179416	4.296832
ENSAMEG00000011260	NA	3.54331	1.578953
ENSAMEG00000011261	NA	10.09173	10.73452
ENSAMEG00000011263	NA	0.05548403	0.03841834
ENSAMEG00000011264	NA	4.117383	4.224246
ENSAMEG00000011265	NA	1.624466	3.128907
ENSAMEG00000011266	NA	1.639209	1.346713
ENSAMEG00000011267	NA	1.824552	1.147535
ENSAMEG00000011269	NA	1.400778	0
ENSAMEG00000011270	NA	4.810489	1.582522
ENSAMEG00000011271	NA	3.670217	2.485697
ENSAMEG00000011272	NA	6.378699	4.132527
ENSAMEG00000011273	NA	1.48817	4.028949
ENSAMEG00000011274	NA	0.2945825	0.301199
ENSAMEG00000011275	NA	0.1476688	0.7439931
ENSAMEG00000011276	NA	4.242038	3.482319
ENSAMEG00000011277	NA	0.2901153	1.33403
ENSAMEG00000011278	NA	3.920786	1.109415
ENSAMEG00000011279	NA	5.612347	3.137971
ENSAMEG00000011280	NA	2.163647	5.215904
ENSAMEG00000011281	NA	0	0.6839776
ENSAMEG00000011282	NA	0.5658779	0.2642674
ENSAMEG00000011283	NA	9.385804	12.60459
ENSAMEG00000011284	NA	0	0.114488
ENSAMEG00000011285	NA	4.301361	4.534149
ENSAMEG00000011288	NA	0	1.529411
ENSAMEG00000011289	NA	1.204529	2.19416
ENSAMEG00000011290	NA	4.187253	3.057894
ENSAMEG00000011291	NA	1.778204	0.3299422
ENSAMEG00000011294	NA	3.07835	2.190093
ENSAMEG00000011295	NA	0	0.8359653
ENSAMEG00000011296	NA	2.256893	0.3312627
ENSAMEG00000011298	NA	3.181037	2.042625
ENSAMEG00000011299	NA	5.988112	4.307093
ENSAMEG00000011300	NA	0.6615936	0.1429296
ENSAMEG00000011301	NA	2.914488	1.879725
ENSAMEG00000011302	NA	5.364993	3.507871
ENSAMEG00000011303	NA	2.761526	3.4153
ENSAMEG00000011304	NA	0	0.0434789
ENSAMEG00000011305	NA	0.4152232	0.1052219
ENSAMEG00000011306	NA	6.544955	8.673426
ENSAMEG00000011307	NA	5.756839	4.196477
ENSAMEG00000011308	NA	3.275902	0
ENSAMEG00000011309	NA	0.1324168	1.120891
ENSAMEG00000011310	NA	3.573047	3.84328
ENSAMEG00000011311	NA	1.827969	1.1154
ENSAMEG00000011312	NA	3.383135	3.000453
ENSAMEG00000011313	NA	0.03759251	0
ENSAMEG00000011314	NA	0.1091195	0.08168212
ENSAMEG00000011315	NA	3.559944	2.865085
ENSAMEG00000011316	NA	0.1720765	0.07535477
ENSAMEG00000011317	NA	3.874149	3.376199
ENSAMEG00000011318	NA	2.651676	0.7409362
ENSAMEG00000011319	NA	0.1446977	0.03064288
ENSAMEG00000011320	NA	0.5630927	0.4971831
ENSAMEG00000011321	NA	4.388169	4.79284
ENSAMEG00000011322	NA	4.126912	4.191739
ENSAMEG00000011323	NA	1.830077	1.88038
ENSAMEG00000011324	NA	0.2202247	0.05868611
ENSAMEG00000011325	NA	7.369152	5.230061
ENSAMEG00000011326	NA	1.0917	1.212401
ENSAMEG00000011327	NA	6.003393	6.03435
ENSAMEG00000011328	NA	3.793698	0.4812886
ENSAMEG00000011329	NA	2.718934	0.8556948
ENSAMEG00000011330	NA	3.063042	0.8112014
ENSAMEG00000011331	NA	0.7742384	1.64707
ENSAMEG00000011332	NA	2.659027	0.9692002
ENSAMEG00000011333	NA	4.906078	5.603819
ENSAMEG00000011334	NA	1.154596	2.136198
ENSAMEG00000011335	NA	4.167125	2.863734
ENSAMEG00000011336	NA	7.845753	5.997983
ENSAMEG00000011337	NA	2.308166	1.900869
ENSAMEG00000011338	NA	4.495024	4.783273
ENSAMEG00000011339	NA	7.697711	8.453164
ENSAMEG00000011340	NA	5.611639	3.730607
ENSAMEG00000011341	NA	2.6048	1.918591
ENSAMEG00000011342	NA	2.325047	2.939958
ENSAMEG00000011344	NA	5.549176	1.311085
ENSAMEG00000011345	NA	1.688207	0.6666039
ENSAMEG00000011346	NA	1.265815	1.117402
ENSAMEG00000011347	NA	6.745305	5.909382
ENSAMEG00000011348	NA	6.567139	6.040248
ENSAMEG00000011349	NA	2.578465	0.3386446
ENSAMEG00000011350	NA	5.743394	5.224758
ENSAMEG00000011351	NA	0.6078913	0.4648857
ENSAMEG00000011352	NA	4.651702	5.671985
ENSAMEG00000011353	NA	5.141003	3.867616
ENSAMEG00000011354	NA	2.84758	1.362863
ENSAMEG00000011355	NA	4.141604	2.936082
ENSAMEG00000011356	NA	11.06667	12.32516
ENSAMEG00000011357	NA	5.59894	3.054161
ENSAMEG00000011358	NA	0.376616	3.10122
ENSAMEG00000011359	NA	0.9662769	3.575082
ENSAMEG00000011360	NA	2.020637	0.6998776
ENSAMEG00000011361	NA	3.763433	2.991809
ENSAMEG00000011362	NA	2.634665	2.137507
ENSAMEG00000011363	NA	0.398265	0.6035824
ENSAMEG00000011365	NA	3.11222	2.40859
ENSAMEG00000011366	NA	4.102305	1.738802
ENSAMEG00000011367	NA	4.893299	3.599949
ENSAMEG00000011368	NA	0	0.2743118
ENSAMEG00000011369	NA	0	0.1272505
ENSAMEG00000011370	NA	3.815647	2.680435
ENSAMEG00000011371	NA	6.387854	4.020467
ENSAMEG00000011372	NA	1.365508	1.465833
ENSAMEG00000011373	NA	4.522985	3.094243
ENSAMEG00000011374	NA	3.256073	0.6013599
ENSAMEG00000011375	NA	0.2435972	0.09169807
ENSAMEG00000011376	NA	0	0.05930973
ENSAMEG00000011377	NA	3.737232	3.735176
ENSAMEG00000011379	NA	0.8529305	2.896576
ENSAMEG00000011380	NA	0.5941233	0.5960936
ENSAMEG00000011381	NA	4.477023	3.410451
ENSAMEG00000011382	NA	3.451379	2.425854
ENSAMEG00000011384	NA	2.496935	2.30407
ENSAMEG00000011385	NA	1.977822	0.4521104
ENSAMEG00000011386	NA	4.941618	7.543318
ENSAMEG00000011387	NA	5.643472	4.830078
ENSAMEG00000011388	NA	1.603122	2.429474
ENSAMEG00000011389	NA	4.046936	5.986429
ENSAMEG00000011390	NA	3.680594	2.56945
ENSAMEG00000011391	NA	4.763082	3.885555
ENSAMEG00000011392	NA	5.910063	6.631973
ENSAMEG00000011393	NA	0.586245	0
ENSAMEG00000011394	NA	0	0.326973
ENSAMEG00000011395	NA	0.1615833	0.4486896
ENSAMEG00000011396	NA	3.998207	5.328699
ENSAMEG00000011397	NA	0.9730734	0.183597
ENSAMEG00000011398	NA	4.315313	2.828524
ENSAMEG00000011399	NA	0	0.123526
ENSAMEG00000011400	NA	1.232563	0.9651326
ENSAMEG00000011401	NA	3.242997	4.392104
ENSAMEG00000011402	NA	4.769936	0.7815016
ENSAMEG00000011403	NA	0.5246846	1.196594
ENSAMEG00000011404	NA	2.940599	0.1888187
ENSAMEG00000011405	NA	4.01564	1.909842
ENSAMEG00000011407	NA	0.1222668	0.2330315
ENSAMEG00000011408	NA	2.103034	0.3203114
ENSAMEG00000011409	NA	4.083307	3.29266
ENSAMEG00000011410	NA	4.839148	3.908064
ENSAMEG00000011411	NA	0.6861446	0.4510555
ENSAMEG00000011413	NA	2.835318	2.654699
ENSAMEG00000011414	NA	3.655649	2.734924
ENSAMEG00000011415	NA	5.907701	3.774176
ENSAMEG00000011416	NA	1.922285	0.5517867
ENSAMEG00000011417	NA	3.674009	5.497181
ENSAMEG00000011418	NA	0.05157605	0.02074412
ENSAMEG00000011419	NA	0.298853	1.625009
ENSAMEG00000011420	NA	4.705502	4.287147
ENSAMEG00000011421	NA	4.8746	6.110739
ENSAMEG00000011423	NA	3.70258	0
ENSAMEG00000011424	NA	0.0408038	0.01677799
ENSAMEG00000011425	NA	4.047198	1.842412
ENSAMEG00000011426	NA	6.532379	4.067862
ENSAMEG00000011427	NA	4.171607	1.942608
ENSAMEG00000011428	NA	4.282262	4.527821
ENSAMEG00000011429	NA	4.463851	3.086094
ENSAMEG00000011430	NA	5.99682	4.941571
ENSAMEG00000011431	NA	1.161075	1.025787
ENSAMEG00000011432	NA	4.51435	4.909
ENSAMEG00000011433	NA	0.502631	0.950826
ENSAMEG00000011435	NA	5.064969	2.379532
ENSAMEG00000011436	NA	4.379843	2.714591
ENSAMEG00000011437	NA	0.08941422	0.4724212
ENSAMEG00000011438	NA	3.135569	3.089047
ENSAMEG00000011439	NA	2.536317	4.546962
ENSAMEG00000011440	NA	0.2448481	0.0417074
ENSAMEG00000011441	NA	1.268584	2.802867
ENSAMEG00000011442	NA	0.1036988	0
ENSAMEG00000011443	NA	0.457277	1.307294
ENSAMEG00000011444	NA	5.768544	7.81977
ENSAMEG00000011445	NA	5.196949	3.309767
ENSAMEG00000011446	NA	4.842431	3.399404
ENSAMEG00000011447	NA	8.666881	9.36651
ENSAMEG00000011448	NA	5.002883	2.274121
ENSAMEG00000011449	NA	2.295115	1.52712
ENSAMEG00000011450	NA	4.086758	4.995625
ENSAMEG00000011451	NA	0.07079831	0.235308
ENSAMEG00000011452	NA	0.37561	0.179009
ENSAMEG00000011453	NA	0.6246924	0.5337188
ENSAMEG00000011455	NA	2.518799	2.764798
ENSAMEG00000011456	NA	2.374873	2.105567
ENSAMEG00000011457	NA	0.8427351	0.2761345
ENSAMEG00000011458	NA	2.88622	1.364981
ENSAMEG00000011459	NA	4.468414	4.446031
ENSAMEG00000011461	NA	3.162545	1.677414
ENSAMEG00000011462	NA	0.385791	6.25877
ENSAMEG00000011463	NA	0	0.05434339
ENSAMEG00000011465	NA	2.819967	1.926838
ENSAMEG00000011466	NA	2.528801	2.473618
ENSAMEG00000011467	NA	1.949113	2.305288
ENSAMEG00000011469	NA	3.524277	2.58944
ENSAMEG00000011470	NA	7.468095	5.118111
ENSAMEG00000011471	NA	3.316654	3.449774
ENSAMEG00000011472	NA	3.919674	1.059688
ENSAMEG00000011473	NA	3.436751	4.214412
ENSAMEG00000011474	NA	4.851494	3.565926
ENSAMEG00000011475	NA	4.958072	4.028437
ENSAMEG00000011476	NA	1.65651	0.2805929
ENSAMEG00000011478	NA	0	2.346217
ENSAMEG00000011479	NA	4.570281	6.176596
ENSAMEG00000011480	NA	0.1991528	0.388281
ENSAMEG00000011481	NA	4.642806	3.455196
ENSAMEG00000011482	NA	0.9149311	0.3333997
ENSAMEG00000011484	NA	1.864493	0
ENSAMEG00000011485	NA	3.29201	0.1805642
ENSAMEG00000011486	NA	0.2528807	0
ENSAMEG00000011487	NA	3.331834	2.296164
ENSAMEG00000011490	NA	1.521307	0.5542588
ENSAMEG00000011491	NA	0.1717103	0.0801977
ENSAMEG00000011492	NA	9.692987	7.81809
ENSAMEG00000011493	NA	8.442579	7.75865
ENSAMEG00000011494	NA	0.9310779	3.397476
ENSAMEG00000011495	NA	4.07983	2.1191
ENSAMEG00000011496	NA	3.656233	4.459923
ENSAMEG00000011497	NA	2.353812	5.22848
ENSAMEG00000011498	NA	5.130062	3.427004
ENSAMEG00000011500	NA	0	1.887326
ENSAMEG00000011501	NA	2.334585	2.347447
ENSAMEG00000011502	NA	0.4282689	2.574215
ENSAMEG00000011503	NA	5.361621	6.06324
ENSAMEG00000011504	NA	6.839317	5.49478
ENSAMEG00000011505	NA	2.902018	2.711984
ENSAMEG00000011506	NA	1.443638	2.506639
ENSAMEG00000011507	NA	1.558743	1.567599
ENSAMEG00000011508	NA	2.494495	6.089661
ENSAMEG00000011509	NA	5.034348	4.091717
ENSAMEG00000011510	NA	1.635448	0.7106859
ENSAMEG00000011511	NA	3.985072	3.66504
ENSAMEG00000011512	NA	0.03353929	0.3010667
ENSAMEG00000011513	NA	0.7025414	0.1384606
ENSAMEG00000011514	NA	3.921787	2.796735
ENSAMEG00000011515	NA	3.72158	2.069273
ENSAMEG00000011516	NA	3.499361	1.482688
ENSAMEG00000011517	NA	1.4521	4.406441
