brain	heart	ovary	testis
FBgn0000568	6.27483737380188	5.23617967298808	4.02305648711072	2.08071783963941
FBgn0000575	7.83292143697353	6.00825224123141	5.97250865143212	3.02233338890769
FBgn0000576	0.910922172446019	0.886657418323164	-0.00840691676984191	0.5877312244589
FBgn0000577	1.12312302604449	0.247393218868773	0.035463088567043	1.52210168697786
FBgn0000578	4.9716338429827	3.54912355268663	4.70770506929385	3.1061458392426
FBgn0000579	8.94711607463449	8.6350862434166	9.21997930724832	7.73716690136243
FBgn0000581	4.53923703887114	2.76724512762015	4.94440148833325	3.46373124859502
FBgn0000588	2.80569679760875	1.50009880699822	4.89635719052355	2.3627412470217
FBgn0000591	1.30908999097859	0.164865811105571	-0.194928058675334	0.693666510636773
FBgn0000592	4.79024364491896	8.55325567058137	1.58161713765199	4.90405539281264
FBgn0000594	0.899594818733633	2.35988844848354	0.301604720220008	0.358729693802515
FBgn0000606	0.362748813021642	-0.0699015180452698	-0.0240472518764455	0.89319040372867
FBgn0000611	6.96943447269175	5.21826622192144	6.43165457551166	4.18698299376772
FBgn0000615	0.796029462433564	3.55917348484622	8.28527276867131	10.2626527356456
FBgn0000617	4.4758015693282	3.10984825373047	4.66099627801242	3.09880651298404
FBgn0000618	4.77056600375373	4.25777056988065	5.83245304414602	4.28024642796251
FBgn0000625	0.766935320412145	0.341620823376966	0.180148685871252	0.582835867247113
FBgn0000629	4.50402385648865	3.1631319142779	5.31691525965652	3.32939428930342
FBgn0000633	5.45371972533686	0.880134663929166	0.187533399004329	0.641059504250929
FBgn0000635	6.01700022408732	3.35933412018036	3.84545330133028	3.26315394280609
FBgn0000636	5.46984380693503	3.55594527705636	4.83557626971479	4.18774417776036
FBgn0000639	1.15399032763513	-0.621335841068574	0.222498283074691	1.11304309490876
FBgn0000640	1.0629366404892	-0.514125988087906	0.27788780966821	2.00169742400965
FBgn0000644	1.41853283319231	1.17118458391954	5.77770199189198	0.720624617164567
FBgn0000658	0.810905663398381	0.271244956031988	0.290535187031299	0.581249250799075
FBgn0000659	4.36247710052334	1.61628273229299	0.179206293192563	0.257279856321681
FBgn0000662	7.22221600805265	4.86844514005174	5.61637889246305	2.57611443371795
FBgn0000667	5.36756175152318	5.20678127612958	5.78497027455858	3.24910133050576
FBgn0000709	3.8841184970535	2.49763083449482	4.25642256970681	1.97826980971134
FBgn0000711	6.94107130425898	4.83619458472441	5.49707609479651	3.19487573926937
FBgn0000715	4.75388288846878	0.146776260232987	-0.041462245498796	0.574550941150623
FBgn0000719	5.37999840742267	3.99506157593941	5.28354033141669	1.52869355488801
FBgn0000721	4.3754065972584	6.56553686453263	6.5743678909148	3.28618854884218
FBgn0000723	4.47558286818216	4.33751590899138	2.48496798027419	3.02211267421136
FBgn0000808	0.505919008563799	0.702705222330177	2.87236395521293	0.640480451416075
FBgn0000810	4.08139368329436	2.59193807167936	4.92471061414847	2.83749844238212
FBgn0000826	0.626462037911605	0.528971877354551	5.81808610708834	1.1491871772089
FBgn0000927	0.18759770746391	0.377381426212382	6.85469699034531	0.507020944921695
FBgn0000928	0.231203515259649	0.481116749085295	1.19296590977133	1.90348878436948
FBgn0000964	3.88664481598027	0.737033589480161	4.86395340949137	0.701645696818547
FBgn0000996	2.75267786707929	1.17055708531859	6.01012495287164	2.90173705191871
FBgn0001075	0.438008766438369	0.187015276877129	0.0239020136402678	1.16035135536125
FBgn0001077	0.155587133306706	0.367818380723157	0.0155193941451952	1.32532751510088
FBgn0001078	5.498643590057	3.29213818120936	6.02286240076079	1.8262157758744
FBgn0001079	3.21283360066521	1.60011013485502	3.6699663525324	1.29935824854845
FBgn0001083	0.751404532566336	0.380735807375759	0.210047834320571	0.73018724339472
FBgn0001084	2.9411604070895	1.60276188044552	3.35048863317268	2.12198081569707
FBgn0001085	4.20908483844596	1.61446771777743	4.7972921888517	0.947306907445411
FBgn0001086	1.60893681409623	0.791523853573771	5.83717591511537	5.52384515367181
FBgn0001087	5.30258822323491	3.40514265989397	5.36663454399148	2.58924616681417
FBgn0001089	3.82870590690464	2.57660980897105	1.23405115487242	3.75394724962808
FBgn0001090	8.85916281329248	5.22725768070167	2.38920030397973	3.90248087745108
FBgn0001091	8.55753586263817	8.11874585669369	8.87568896000786	5.3711607938875
FBgn0001092	9.63406431140798	8.44150590259527	10.1835621548627	5.88821948326803
FBgn0001098	7.58203418659817	6.62500330941149	7.19290370564482	5.15668369767286
FBgn0001099	4.59272706908732	3.44458043619121	4.98620490636654	8.43272416396682
FBgn0001104	5.54681590722125	4.83482059516017	6.41671527609335	3.48699022740604
FBgn0001105	7.91219989304098	6.00539322699265	7.5274343236873	5.76870390701904
FBgn0001108	4.70058745963029	3.98563488046833	5.54080848766804	3.90839861387871
FBgn0001112	1.380265175832	2.74316174302136	0.474389170099133	2.86433292926575
FBgn0001114	5.35214899657959	6.06189216183973	1.53547308995355	1.54812246718771
FBgn0001120	0.271491412721465	0.365738454706991	8.09188335097371	1.15622238162717
FBgn0001122	8.37901249350298	4.83729590201891	5.07025329040591	3.35214427469892
FBgn0001123	7.57007656245902	5.39899421232937	4.18050610548991	4.05159264830134
FBgn0001124	7.3666192575135	8.63854260717056	7.08872448090885	8.06592236530853
FBgn0001125	7.17615229100434	8.78651581437323	8.07435543175899	6.74426019256737
FBgn0001128	7.62104854159141	8.68405830543634	7.25533699151745	4.65173156377202
FBgn0001133	4.00883142096408	3.61165654966201	4.48364820637853	2.81981714534269
FBgn0001134	2.37787070110971	2.09447651118129	0.213669679139719	-0.0822620324180303
FBgn0001137	3.03713749680328	5.39380887480391	4.07269773437908	1.93203963745449
FBgn0001138	2.34869124075052	0.302289478536143	-0.0278346057046531	0.435595143566164
FBgn0001139	6.09846108028092	4.27565713968177	6.38044252493036	4.74302587511511
FBgn0001142	7.23350249306887	6.62682385642548	7.4857772240331	3.00296129025848
FBgn0001145	9.86747069633292	6.66111946983133	3.07232406892621	4.59514145281915
FBgn0001147	0.744102068592851	0.683583108909019	-0.0323755019188433	2.158500137411
FBgn0001148	0.360645736891226	0.453700868740378	-0.0296816403028905	0.367609971486013
FBgn0001149	8.62521396872864	9.8407909361882	9.87924699476766	8.62693905900057
FBgn0001150	2.52038660836072	0.448238754349548	0.517837937354371	-0.0775902150608042
FBgn0001168	3.73457962052546	7.53866519739927	3.61910981187148	2.73181127305412
FBgn0001169	3.63670250815136	2.38776376587921	4.53515685139298	2.84108783071359
FBgn0001170	0.347325019805846	0.400735021662917	0.198122918592435	0.180667962784542
FBgn0001174	0.516755330120491	0.415746657547613	0.140208516734991	0.871147716044683
FBgn0001179	4.29784896262332	2.44831639940019	4.78661953648689	3.31911692887592
FBgn0001180	1.75932373466339	1.33817976095939	4.8175263521702	0.410508380763038
FBgn0001185	5.15338441858434	3.56635318906209	4.06361902178996	2.18906924764013
FBgn0001186	6.94952634048168	5.60101453810227	6.40947542554807	5.0926311952144
FBgn0001187	3.71413512013503	8.54599799529481	1.92027494446097	1.85265711326012
FBgn0001189	4.44537790687005	4.00991980151787	4.15134883229911	3.29606456496897
FBgn0001197	8.12991321548764	5.42728634511571	9.40281039132716	7.17217781079032
FBgn0001202	6.19751639155266	4.15204930738637	4.86520324961654	3.6044657922267
FBgn0001206	2.51547888967286	0.915467768742261	3.26648265567183	2.35043375930948
FBgn0001208	4.89423879986314	8.65956361957154	1.60645009346002	1.52065793086264
FBgn0001215	8.59165184166686	5.86516988872398	7.59900342384068	8.1562333036198
FBgn0001216	1.06618121757596	2.27346742098235	0.403675475542958	7.21088847359742
FBgn0001217	1.65025441923032	3.56999335176811	0.947101857670202	8.25500034247579
FBgn0001218	7.8101341453023	7.61296120853871	8.94916158165558	7.25907975025747
FBgn0001220	6.54472286746962	6.1140271624874	7.42878185339378	7.66602995042469
FBgn0001222	5.53333919958501	4.40214121128835	6.17448233568451	4.17210394888846
FBgn0001223	3.50590848093015	7.70776883714447	5.32152781011153	4.20426621275199
FBgn0001224	7.17187963991424	7.03279749250473	5.09700343728189	8.17387561929794
FBgn0001225	5.53257604738138	8.926337977964	10.6958590768434	8.79918225166191
FBgn0001226	5.15494032871844	7.16449593201599	8.78752774193215	8.64712308826006
FBgn0001227	5.48385569243986	0.654094103051132	2.27064080145629	4.21209102182454
FBgn0001228	1.01518184473374	2.75347439569014	2.51951995253596	8.29382198993552
FBgn0001229	5.64175623886374	1.54361757048812	2.0836379285048	2.93428400859992
FBgn0001230	4.22116978475345	7.4353838115547	3.40726868682123	6.74231888590681
FBgn0001233	9.09925064231087	9.58347740921777	10.8412204350128	9.52085539079938
FBgn0001235	6.49688564353453	2.72788664358587	0.544095751992148	0.595034148412054
FBgn0001247	6.04839006489278	4.29345389054815	5.05167346891177	4.65714231063694
FBgn0001248	7.69554786276262	8.92799110879639	7.85562442380142	7.82513351049994
FBgn0001250	3.59879889817116	4.73057883827518	2.15134491045395	2.06528155564036
FBgn0001253	3.19742315878446	0.579706133291346	-0.144867712599928	0.341621395165405
FBgn0001254	1.25223699555242	0.265517280311905	-0.172459744524017	0.527970630634054
FBgn0001255	1.80657942294833	1.36407766699545	1.09355827650817	1.82600859389325
FBgn0001256	1.73218857219068	0.814720500062277	0.1821834077777	-0.0405962538789307
FBgn0001257	5.84048290712957	6.94887757718467	5.20956376909493	2.78460652303404
FBgn0001258	3.09431970882879	5.08000969919122	1.28283008801555	5.35823089049627
FBgn0001259	0.316036708135141	0.364185749509795	0.106884448447338	0.681262137755627
FBgn0001263	4.26834171507654	1.15926706626581	0.883612236582117	-0.156174796051601
FBgn0001269	1.22191853698182	0.340315355682468	0.0704208378270312	2.67619872402872
FBgn0001276	4.85302457219407	3.04608457579484	4.6355925470704	1.63426912172517
FBgn0001280	6.21747327070247	5.69825727555972	7.25195064260846	8.28347478252878
FBgn0001281	0.482856297282653	3.82681973079601	0.487307295942553	10.7454940350842
FBgn0001285	0.542386183038742	0.609911567955912	0.539100837542707	0.494355610957039
FBgn0001291	5.09278495286571	6.43640604210899	5.24654836161638	6.09457276267145
FBgn0001296	4.37155350288711	5.58410354110129	5.46325935092336	2.03217114157138
FBgn0001297	5.44062314477868	6.03437046338831	4.25789960987358	3.30014844947545
FBgn0001301	4.12191735698319	3.71847394772244	4.06644886804602	3.44435424486019
FBgn0001308	5.62174029698507	5.12252669239237	6.28676589539997	4.0674742166014
FBgn0001311	0.572613008951361	-0.0723300835558109	0.203572491720126	2.30726487508347
FBgn0001313	-0.0305491852077405	0.213250517589453	-0.0151148442787625	2.79403098616539
FBgn0001316	5.03725568326336	4.47282376109994	5.92373198205072	3.64616740240866
FBgn0001319	3.6670529399579	3.9312434892128	0.068157022718609	0.130617566495133
FBgn0001320	1.1253032925795	1.20185133762233	0.206650981032938	1.30723606565681
FBgn0001321	0.728279467558331	0.847693499936129	0.811136930332424	2.40444105651562
FBgn0001323	1.08556955242868	0.907823828900236	0.168111178351792	0.809845982496847
FBgn0001324	3.65880250790468	2.44546449213743	3.60114794837723	5.15144637445931
FBgn0001325	2.08357144851858	0.640119105940417	0.053556210932647	0.959906949477667
FBgn0001330	2.45412319785361	1.23684803382721	4.16644410499682	1.42257266915539
FBgn0001341	2.83588434069502	1.3717086490967	4.80591698480996	2.89940533263366
FBgn0001404	6.86732588352813	5.90690517146603	5.34863552423736	3.23401534168377
FBgn0001491	5.75134883918496	4.62943646587208	6.10219830325972	6.1283202240814
FBgn0001565	5.63631441583976	5.963036889423	6.78549706278335	2.97642877287291
FBgn0001612	4.02737146131412	1.96493065301947	5.04893316015286	2.84574810073288
FBgn0001624	6.49360003157597	5.05741267383404	5.57066375639299	2.83799351557745
FBgn0001941	5.7979376409209	5.84940011660183	6.44597250696547	5.38224535336064
FBgn0001942	10.3246089847695	10.4251617340586	10.6245034385121	8.97502564571914
FBgn0001961	6.2373379726119	5.67030594418154	5.74225069829166	6.00840843465117
FBgn0001965	4.61486599156766	2.50758561513436	3.74821719861416	2.67965881247156
FBgn0001967	0.319511320613508	0.429896738356202	0.191429212531589	2.59178749141372
FBgn0001970	3.22076314938028	1.85163288098149	4.51958607808191	3.99325270731529
FBgn0001974	3.46760502639013	2.60734279998929	5.05854733404229	3.9950360082218
FBgn0001977	4.55868349460712	4.44218146318755	4.75307494315676	5.00387486428588
FBgn0001978	4.22110945470503	3.64814978487135	6.05455854316224	5.01463016185431
FBgn0001981	1.14338070253861	0.234757708626058	-0.0815254098919035	3.17580936921998
FBgn0001983	1.16418827886033	-0.0470443534446618	-0.229648662126523	0.686615214602974
FBgn0001986	3.40471322720832	2.20173713371033	4.71986242364656	4.05809530954542
FBgn0001987	2.71309597083555	2.20144428931515	2.99956732134309	2.58606964100755
FBgn0001989	6.80029119193639	6.5178611416075	6.92980986394733	6.62769154778302
FBgn0001990	3.50003959826252	2.7018381406677	4.89663777280245	3.05670921368331
FBgn0001991	4.84243208379899	3.03912442839235	0.622849249852448	2.06350199118451
FBgn0001992	1.47737998842597	1.636015626994	0.586054505567485	1.68345884854352
FBgn0001994	6.08878025782415	3.99152926668191	5.55036813986105	3.08562980579028
FBgn0001995	5.47419939414489	4.46016404736109	6.0273709911748	3.93818669954398
FBgn0002021	4.41422805554328	4.12429563705774	5.0285896383329	4.87172881162923
FBgn0002022	4.93522777524872	5.383017237703	6.07593016265387	5.94998866092528
FBgn0002023	4.17911109793161	0.645963814129761	0.0388574925476221	3.80870830111351
