heart	kidney	liver	ovary
ENSANAG00000029893	1.453665	0.8371068	0.07802526	0
ENSANAG00000029894	5.374525	4.690589	3.803382	4.992014
ENSANAG00000029895	3.31241	3.168916	3.11692	4.300651
ENSANAG00000029897	0.7063723	0.4503398	0.3793237	3.999692
ENSANAG00000029898	2.871248	1.804524	0	0.5000198
ENSANAG00000029899	0.4367823	0.3638014	0.3543531	0.157148
ENSANAG00000029900	4.900543	4.814868	3.912488	5.305401
ENSANAG00000029901	0	0	0	0.9463536
ENSANAG00000029902	5.667651	4.648493	5.010416	5.781121
ENSANAG00000029903	0.5666837	0.232382	0	0.9004561
ENSANAG00000029904	3.606611	5.039775	5.406201	4.056646
ENSANAG00000029905	2.938589	5.355746	2.319317	4.076868
ENSANAG00000029906	0.09759449	0.7303487	0.04522942	0.7446657
ENSANAG00000029907	4.297094	4.277198	3.691102	5.630447
ENSANAG00000029908	2.843096	2.757497	0.7664272	3.76871
ENSANAG00000029909	1.871046	2.741775	1.416479	3.314554
ENSANAG00000029910	0	0.1251452	0	0.2358765
ENSANAG00000029911	0	0	1.032298	0
ENSANAG00000029912	2.745351	4.298834	2.260658	3.849665
ENSANAG00000029913	1.815417	1.616722	1.754952	1.372739
ENSANAG00000029914	2.792514	3.065752	2.812328	4.476554
ENSANAG00000029915	0.8116371	0.6574717	0.2572569	0.4890064
ENSANAG00000029916	1.600926	2.318514	1.958993	2.603576
ENSANAG00000029917	2.39377	2.60056	2.00745	3.182551
ENSANAG00000029918	2.56824	2.952076	2.107898	3.701497
ENSANAG00000029919	4.478303	4.268552	4.978739	3.167106
ENSANAG00000029921	0.7019908	0.8833893	1.353278	1.367036
ENSANAG00000029922	4.647367	4.613621	4.957892	6.572982
ENSANAG00000029923	3.032088	4.331601	3.132123	4.548178
ENSANAG00000029925	0.09412119	0.2856165	1.352034	0
ENSANAG00000029926	3.486084	6.540864	5.223388	3.556086
ENSANAG00000029927	1.051052	1.16075	0.6816741	1.071903
ENSANAG00000029928	0	0	1.635735	2.710323
ENSANAG00000029929	2.267338	2.565027	2.395534	3.715893
ENSANAG00000029930	1.652464	3.397297	2.410569	1.399955
ENSANAG00000029931	8.02659	8.254552	7.540068	8.169312
ENSANAG00000029932	3.464707	2.693373	2.486776	3.546685
ENSANAG00000029933	0.4337436	0	0.03083989	0.4781197
ENSANAG00000029934	3.406203	2.877889	1.940783	2.713381
ENSANAG00000029935	0.5440966	0.9618455	0.9998124	1.669426
ENSANAG00000029936	3.703444	3.594286	3.403902	4.782545
ENSANAG00000029937	0.7702445	0.6609606	0.1869404	0.6606995
ENSANAG00000029938	0.6422043	1.566455	0.3262739	0.3726368
ENSANAG00000029939	0.9579213	2.374141	1.655082	2.066926
ENSANAG00000029940	0.4238714	0.1053525	0.1719382	1.303573
ENSANAG00000029941	2.058462	0.2977079	0	0.2927394
ENSANAG00000029942	1.549142	2.348054	3.153119	2.411616
ENSANAG00000029943	5.693414	2.734937	3.184278	0.6504538
ENSANAG00000029944	0.243273	0.7868924	0.8014401	0
ENSANAG00000029945	6.103328	0.6627159	0.09313122	1.313559
ENSANAG00000029946	2.188445	3.132432	1.928147	3.418916
ENSANAG00000029947	1.472483	3.439796	1.923762	1.501967
ENSANAG00000029948	0	0.5317692	0	0.2477015
ENSANAG00000029949	5.67251	5.610609	5.122503	5.624218
ENSANAG00000029950	1.218887	0.5626464	0	1.031162
ENSANAG00000029951	2.586522	3.555863	3.752418	2.815313
ENSANAG00000029952	0.1936864	0.1815841	0	0.3148506
ENSANAG00000029953	0.3218219	2.188442	0.2026171	0.02349284
ENSANAG00000029954	3.080929	2.64796	2.170968	0.6561925
ENSANAG00000029955	2.746594	4.184812	2.954939	4.004196
ENSANAG00000029956	3.304933	4.612223	5.326568	5.184379
ENSANAG00000029957	0.3571342	0.713446	0.5547961	0.5318151
ENSANAG00000029958	4.993146	4.77297	4.544067	5.099896
ENSANAG00000029959	3.89475	5.661809	3.452008	4.899582
ENSANAG00000029960	7.665121	5.300523	5.03248	4.799866
ENSANAG00000029961	0.563453	4.905874	0.2356633	1.501715
ENSANAG00000029962	0.3413209	0.1783411	0.1488821	0.2004931
ENSANAG00000029963	3.004453	5.001888	6.927529	1.747087
ENSANAG00000029964	1.963152	1.902899	0	2.764406
ENSANAG00000029965	3.103578	4.063848	2.897269	3.681809
ENSANAG00000029966	0.8959928	7.712242	8.551427	2.029089
ENSANAG00000029967	0	0	0	1.489589
ENSANAG00000029969	1.460609	0.9464397	0.4259492	2.557536
ENSANAG00000029970	1.757473	0.2525099	1.53224	0.2477956
ENSANAG00000029971	4.712194	4.728655	4.204681	4.72927
ENSANAG00000029972	7.511733	6.683228	5.126507	6.517719
ENSANAG00000029973	1.940426	1.381505	1.177012	2.09814
ENSANAG00000029974	4.481475	5.420823	5.340612	5.873838
ENSANAG00000029975	0.3062797	0.3267157	0.2655101	1.17218
ENSANAG00000029977	6.703843	5.514223	5.311446	6.2254
ENSANAG00000029978	0.2341585	0.8263971	0.2218325	0.7473848
ENSANAG00000029979	3.228596	3.721354	1.943119	4.104363
ENSANAG00000029980	4.907246	4.645206	3.698652	6.110605
ENSANAG00000029981	0	0.108786	0.2492487	0
ENSANAG00000029982	6.002975	6.271323	5.892911	6.827314
ENSANAG00000029984	0.3233701	0.4786167	0.6812765	1.149474
ENSANAG00000029985	0	0.2284345	0	0
ENSANAG00000029986	0.2075406	0.9576323	0.2859668	0.1124367
ENSANAG00000029987	4.739578	0.6486145	0.06922178	0.4694765
ENSANAG00000029989	5.002753	4.870243	3.591009	6.148535
ENSANAG00000029990	6.744363	6.635145	5.650225	7.027227
ENSANAG00000029991	0	0.08325691	0	0
ENSANAG00000029992	5.032106	7.110101	6.529567	6.591502
ENSANAG00000029993	0	0	0.8173359	0
ENSANAG00000029994	0.5262111	0.2129341	0	0
ENSANAG00000029995	4.210742	4.000965	2.853858	2.770233
ENSANAG00000029996	8.697748	6.141835	3.684783	5.467482
ENSANAG00000029997	6.240817	5.752794	5.580783	5.76162
ENSANAG00000029998	2.508162	3.750742	1.781103	3.711121
ENSANAG00000029999	1.669208	2.230557	1.54134	3.761457
ENSANAG00000030000	3.982008	3.768576	2.5379	3.83456
ENSANAG00000030001	2.895634	3.741486	1.383779	2.280199
ENSANAG00000030002	3.678466	3.095641	2.674404	3.231475
ENSANAG00000030003	2.404441	2.371376	1.813018	2.914933
ENSANAG00000030004	2.571342	2.96179	1.33057	3.663185
ENSANAG00000030005	2.130216	2.905117	0.7227309	3.658402
ENSANAG00000030006	3.569027	5.384245	4.048891	5.739154
ENSANAG00000030007	3.384434	3.212126	2.809631	3.787631
ENSANAG00000030008	5.376721	4.007689	3.254272	3.55779
ENSANAG00000030009	4.338517	4.979935	5.867135	5.2937
ENSANAG00000030010	0.03046561	0	6.576591	0.1472207
ENSANAG00000030011	0	0.03056195	0.3738052	0.9079282
ENSANAG00000030012	3.551634	4.252958	4.546178	5.02921
ENSANAG00000030013	0.2586914	1.228024	0.4089346	0.2710515
ENSANAG00000030014	7.338407	6.162464	4.059528	3.239453
ENSANAG00000030015	0	0.5850125	0	1.323047
ENSANAG00000030016	3.946076	1.494666	0.06245347	1.456754
ENSANAG00000030017	2.658253	0.24891	1.029112	0.3089873
ENSANAG00000030018	0	0	0	0.1406635
ENSANAG00000030019	7.147113	0.1628507	0.1354936	0.9410627
ENSANAG00000030021	12.77026	7.812272	6.18683	7.866791
ENSANAG00000030023	4.258685	4.171007	3.294866	4.25695
ENSANAG00000030024	5.366073	4.535542	3.509592	4.113023
ENSANAG00000030025	0.151086	0	0	0
ENSANAG00000030026	4.104664	3.682225	3.145302	3.828175
ENSANAG00000030027	3.188855	3.832648	3.587034	1.318156
ENSANAG00000030028	0.1856294	0.1142132	12.73427	6.150916
ENSANAG00000030029	0.5124322	3.688711	0.8198578	1.185826
ENSANAG00000030030	2.11288	2.940663	2.294965	1.65629
ENSANAG00000030031	1.271031	0.06054964	0.04881775	0.05710655
ENSANAG00000030032	8.095984	3.750756	1.686276	3.57719
ENSANAG00000030033	4.971452	3.852575	2.893714	3.774755
ENSANAG00000030034	0.5283503	2.281678	5.713115	2.216104
ENSANAG00000030035	4.049062	5.200855	3.914985	5.406596
ENSANAG00000030036	0.6854998	0.3706564	0.106878	0.2860839
ENSANAG00000030037	3.758804	4.914287	4.510928	5.127799
ENSANAG00000030038	4.442111	3.292026	4.828284	3.702173
ENSANAG00000030039	2.489808	2.309165	1.260959	2.097816
ENSANAG00000030040	9.481043	7.398725	6.302292	7.191808
ENSANAG00000030041	3.789928	4.249377	3.505078	4.331949
ENSANAG00000030042	0.1163376	0.2525004	0	0
ENSANAG00000030043	2.412928	2.210196	1.178874	2.109447
ENSANAG00000030044	4.291091	4.341196	4.627	5.260545
ENSANAG00000030045	3.946474	4.219832	4.10491	4.858544
ENSANAG00000030046	0	0	1.39963	1.87836
ENSANAG00000030047	2.464605	2.411091	2.085234	1.057721
ENSANAG00000030049	3.348562	4.091679	2.981742	4.514707
ENSANAG00000030050	8.662219	9.024713	8.214433	9.713199
ENSANAG00000030051	2.194569	3.740366	3.707889	3.668539
ENSANAG00000030052	1.8978	2.644285	1.703337	2.560417
ENSANAG00000030053	5.114254	5.81554	4.356604	5.411908
ENSANAG00000030054	3.11539	3.869489	2.336098	4.030426
ENSANAG00000030055	2.137994	2.665111	2.272951	2.961509
ENSANAG00000030056	4.080496	4.060708	3.856227	4.273892
ENSANAG00000030057	6.716744	7.631832	7.268185	7.117167
ENSANAG00000030058	0.1765334	0.1440999	0	0.4418946
ENSANAG00000030060	3.837897	3.60458	3.660356	4.202793
ENSANAG00000030061	1.649197	1.585501	0.4908484	1.785295
ENSANAG00000030062	3.543978	4.576419	3.302815	6.933348
ENSANAG00000030063	0.4793465	0.2666858	0	0
ENSANAG00000030064	4.180745	5.428571	3.757343	5.157141
ENSANAG00000030065	5.546999	4.872528	4.460625	5.971005
ENSANAG00000030066	0.6836147	5.152364	3.558418	5.603919
ENSANAG00000030067	1.332994	1.890952	1.9803	1.031875
ENSANAG00000030068	0.01693142	2.368167	0.1743494	0.321873
ENSANAG00000030069	4.08826	3.943565	3.039461	4.314073
ENSANAG00000030070	5.452777	6.570273	6.053231	6.003296
ENSANAG00000030071	3.969252	5.112083	4.383725	5.539283
ENSANAG00000030072	5.6428	6.393454	7.039467	7.092091
ENSANAG00000030073	1.931342	1.873771	1.348065	2.115206
ENSANAG00000030074	5.684524	5.947376	5.946485	4.24634
ENSANAG00000030075	0	0	0.4570059	0
ENSANAG00000030076	2.399677	2.303369	1.126503	1.571428
ENSANAG00000030077	1.685752	1.433819	1.088467	2.088169
ENSANAG00000030078	5.164713	5.28158	4.496644	5.662784
ENSANAG00000030079	0	0	0	0.1952342
ENSANAG00000030080	5.806236	4.843028	4.456707	4.988185
ENSANAG00000030081	5.636248	5.102137	4.772978	5.54477
ENSANAG00000030082	0	0	0	1.533439
ENSANAG00000030083	0.2456295	0.8210105	5.367497	0.4866392
ENSANAG00000030084	1.271414	1.70631	0.1041718	0.9244169
ENSANAG00000030085	2.935446	3.886735	4.862069	3.722774
ENSANAG00000030086	8.357486	7.221394	6.503365	7.913476
ENSANAG00000030088	1.583367	2.270897	1.475345	2.435538
ENSANAG00000030089	0.3332829	1.047238	0.5128185	1.209297
ENSANAG00000030090	6.873184	6.178332	6.054284	6.238319
ENSANAG00000030091	0.05995494	0.06320208	0.1235608	0.2988882
ENSANAG00000030092	3.047305	3.322434	3.236563	4.195789
ENSANAG00000030093	4.393142	5.232177	4.369501	4.991608
ENSANAG00000030095	0	2.550642	0	0
ENSANAG00000030096	1.654751	1.67698	2.241959	3.199014
ENSANAG00000030097	0.3808214	3.917829	0.2739905	0.7836519
ENSANAG00000030098	3.802411	2.558074	0.1341212	2.78087
ENSANAG00000030099	3.785971	4.217819	4.793715	5.02715
ENSANAG00000030101	4.354712	4.400618	3.150485	5.153816
ENSANAG00000030103	4.6582	5.626752	5.246343	5.19428
ENSANAG00000030105	0.2048694	0.07476285	0	0
ENSANAG00000030106	0.2618918	0.3327664	0.6903295	0.3794757
ENSANAG00000030107	0.8027425	1.052861	0.5352229	2.856814
ENSANAG00000030108	1.775358	2.53792	2.221695	2.431922
ENSANAG00000030109	5.624958	3.565195	2.979325	4.215034
ENSANAG00000030110	0	0	0	0.430691
ENSANAG00000030111	6.211298	6.069681	5.563478	6.705614
ENSANAG00000030112	0	0	0	0.7409647
ENSANAG00000030113	3.696684	4.961684	4.064883	4.195773
ENSANAG00000030114	1.073334	2.252149	1.689957	1.993091
ENSANAG00000030115	1.27317	2.222696	1.597426	3.209892
ENSANAG00000030117	3.211366	4.338852	3.210263	4.849154
ENSANAG00000030118	6.66562	6.921924	5.168076	7.024032
ENSANAG00000030119	1.933928	3.54822	2.526059	3.274898
ENSANAG00000030120	5.042885	5.074518	5.301456	3.011204
ENSANAG00000030121	2.59386	3.308817	2.482242	4.516186
ENSANAG00000030122	1.759625	2.98552	2.412085	3.528859
ENSANAG00000030123	1.957543	3.691391	2.71177	5.036145
ENSANAG00000030124	6.391897	6.87745	6.483563	7.788503
ENSANAG00000030125	2.078805	4.945729	9.835856	1.833821
ENSANAG00000030126	1.41387	0.7713337	1.2009	1.923324
ENSANAG00000030127	7.218284	8.325456	7.088822	8.431009
ENSANAG00000030128	0	0.1355744	0.1085162	0.4994627
ENSANAG00000030129	0	0.1339392	0	0.4636361
ENSANAG00000030130	4.726997	4.013533	3.12669	4.437946
ENSANAG00000030131	0.9217098	0.7170453	1.605883	1.452838
ENSANAG00000030132	0.3135036	0.8491394	0	0
ENSANAG00000030134	0	0	0.04972137	0.06779124
ENSANAG00000030135	0.2808803	1.536774	0	0
ENSANAG00000030136	3.350228	3.707372	2.999904	4.061623
ENSANAG00000030137	2.886127	3.775562	3.157931	4.047375
ENSANAG00000030138	3.190182	1.491827	1.364673	1.301737
ENSANAG00000030139	3.878993	3.703612	3.230781	4.737184
ENSANAG00000030140	0.7313258	1.254673	0.1192775	1.982258
ENSANAG00000030141	3.122202	2.620969	1.752851	2.749611
ENSANAG00000030142	2.806778	2.621344	1.907764	3.630452
ENSANAG00000030143	4.171685	3.735563	4.133375	3.753027
ENSANAG00000030144	2.342293	2.564937	2.037003	3.204836
ENSANAG00000030145	6.992134	6.16023	0.6668411	5.408202
ENSANAG00000030146	6.307286	5.764609	5.794174	6.027468
ENSANAG00000030147	2.530378	3.412406	2.181977	3.59927
ENSANAG00000030148	3.004707	3.171649	2.997277	3.338532
ENSANAG00000030150	0.3200155	0.01001963	0	0.1303199
ENSANAG00000030152	3.158222	3.578927	0.8987362	4.673217
ENSANAG00000030153	0.8286519	1.127145	0.8002228	1.5859
ENSANAG00000030154	0.8705825	4.147087	3.292661	4.415948
ENSANAG00000030155	0.8198096	3.149196	4.021995	2.105779
ENSANAG00000030156	0	0.2147316	0	0
ENSANAG00000030157	0	0.1286169	0.09961771	0
ENSANAG00000030158	3.671044	4.753738	3.82987	4.971893
ENSANAG00000030159	2.149295	1.431762	0	0
ENSANAG00000030160	4.165944	5.397107	5.028351	5.927325
ENSANAG00000030161	0.8453784	0	0	0.6008549
ENSANAG00000030162	0.8633755	0.9084317	0.8221199	2.349721
ENSANAG00000030163	0.1871976	1.315821	0	0.3662467
ENSANAG00000030164	0	2.346872	0	0
ENSANAG00000030165	0.2903973	0.6109844	0.9448187	1.650562
ENSANAG00000030166	6.8591	7.896399	6.131886	7.035888
ENSANAG00000030167	0.5615177	2.305795	6.128764	2.207181
ENSANAG00000030168	0.07779877	0	0	0.06840267
ENSANAG00000030171	3.280523	4.331911	1.475215	4.676036
ENSANAG00000030172	2.846243	3.01118	2.065979	3.064087
ENSANAG00000030173	2.314552	2.928059	1.959978	3.121271
ENSANAG00000030174	0	2.068967	2.416645	0.219614
ENSANAG00000030175	0	0	0.1086489	0
ENSANAG00000030176	1.653725	2.81005	1.454787	2.649137
ENSANAG00000030177	2.817863	3.261419	2.706199	3.399717
ENSANAG00000030178	2.245669	2.901114	2.486345	4.709629
ENSANAG00000030179	3.240256	1.997833	2.465024	2.448983
ENSANAG00000030180	5.456027	2.838439	2.167707	2.759599
ENSANAG00000030181	2.943481	3.079826	2.550977	2.856024
ENSANAG00000030182	0	0	0	0.0928887
ENSANAG00000030183	1.33843	0.1798091	0	0.77818
ENSANAG00000030185	5.112683	5.912197	4.815217	4.600383
ENSANAG00000030186	5.394291	4.951429	4.898194	4.261583
ENSANAG00000030187	4.5105	4.149919	2.883408	4.273102
ENSANAG00000030188	0	0	0	0.6731701
ENSANAG00000030189	4.961584	4.313955	1.606072	3.93627
ENSANAG00000030190	1.24746	1.381126	1.441626	2.268252
ENSANAG00000030191	5.220794	5.739243	6.225352	3.260941
ENSANAG00000030192	1.764492	3.319895	2.295582	3.95641
ENSANAG00000030193	5.136786	6.70595	5.175309	7.037789
ENSANAG00000030194	0	0.6083636	0.04159275	0.01503306
ENSANAG00000030195	0	0.4659128	0	0
ENSANAG00000030196	0.5155692	1.039145	0	0
ENSANAG00000030197	4.442205	2.202656	1.536288	3.08011
ENSANAG00000030198	5.718055	5.910353	5.21065	5.627589
ENSANAG00000030199	6.22179	6.992632	6.26479	8.713352
ENSANAG00000030200	6.85243	6.826741	6.961472	7.591975
ENSANAG00000030201	3.166063	4.083757	4.283803	4.183095
ENSANAG00000030202	0.5057731	0	0.4333056	0.3239096
ENSANAG00000030203	0.5914774	1.645494	6.08359	1.637912
ENSANAG00000030204	3.725283	6.068252	4.912664	5.278435
ENSANAG00000030205	1.458907	2.030633	0.6229004	3.022945
ENSANAG00000030206	0.3861929	2.177468	3.560177	1.480007
ENSANAG00000030207	0.05535172	0.1635258	0.2427464	0.05085062
ENSANAG00000030208	8.300476	3.918453	4.844607	5.152179
ENSANAG00000030209	1.65048	3.222087	1.697129	0.8674157
ENSANAG00000030210	1.500996	2.14448	2.519439	2.077773
ENSANAG00000030211	0.1310746	0.890428	1.180078	0.2231902
ENSANAG00000030212	0.3805311	5.448871	6.559611	1.620521
ENSANAG00000030213	0.1662475	0.219749	0	0
ENSANAG00000030214	0.08487276	0.09028762	0	0.039308
ENSANAG00000030215	3.795473	4.046392	2.689684	3.754398
ENSANAG00000030216	6.7952	6.844178	7.526611	6.345349
ENSANAG00000030217	0.636376	0.8504821	0.7333167	1.302334
ENSANAG00000030218	5.26472	4.198848	3.558745	5.209122
ENSANAG00000030219	0	4.101336	0.05591835	0.4962333
ENSANAG00000030220	3.685793	5.32325	3.255797	4.209951
ENSANAG00000030221	0.5769884	0.03889856	0	1.659829
ENSANAG00000030222	2.537197	5.714839	1.783461	3.880734
ENSANAG00000030223	0	1.389647	0	0
ENSANAG00000030224	1.49728	2.527643	1.166034	2.76608
ENSANAG00000030225	3.040916	2.561805	1.83342	2.233443
ENSANAG00000030226	8.374317	6.508724	6.212207	7.969757
ENSANAG00000030227	0.04632412	0.04901704	0.06825008	0
ENSANAG00000030228	0.06888512	0.9589288	0.174556	1.198331
ENSANAG00000030229	0.3551223	0.4111767	0.2523805	0.3188247
ENSANAG00000030230	7.200457	6.788777	5.936596	6.446433
ENSANAG00000030231	3.326227	5.312401	3.638804	4.773886
ENSANAG00000030232	5.882782	6.170464	5.640716	7.186392
ENSANAG00000030233	2.007895	2.242676	1.801192	2.535038
ENSANAG00000030235	5.227425	5.624311	5.247309	5.340032
ENSANAG00000030236	7.828201	7.242837	7.156924	8.585425
ENSANAG00000030237	0	0	0.3929361	0.746336
ENSANAG00000030238	2.374255	4.198518	4.954271	3.453471
ENSANAG00000030239	0.1287038	0	0	0
ENSANAG00000030240	0	0	9.02219	0.7983508
ENSANAG00000030241	0.6407468	1.767998	0.5176415	0.3328168
ENSANAG00000030242	6.65711	5.95869	5.589188	7.765283
ENSANAG00000030243	1.642868	6.190652	4.758037	0.1858336
ENSANAG00000030244	1.471401	1.919111	1.342617	1.92815
ENSANAG00000030245	0.1253805	0.5013474	0.144729	0
ENSANAG00000030246	8.471211	8.633608	8.599057	8.897803
ENSANAG00000030247	6.025726	6.976987	6.705889	7.43224
ENSANAG00000030248	2.070568	2.961255	3.547943	2.731162
ENSANAG00000030249	2.574661	3.425461	2.792097	4.070441
ENSANAG00000030250	0.2763573	0.7432883	0	0
ENSANAG00000030251	0.9184114	0	1.614097	2.164754
ENSANAG00000030252	0	1.551486	0.2212758	0.1495663
ENSANAG00000030253	2.290353	1.0877	2.475212	3.015059
ENSANAG00000030254	2.329327	3.036635	2.665973	2.564429
ENSANAG00000030255	0.07418234	0.9049626	0.0573499	2.091375
ENSANAG00000030256	1.425164	1.097395	0.5110743	1.597474
ENSANAG00000030257	1.160339	1.529896	5.91412	1.762982
ENSANAG00000030258	3.041748	2.247177	0.3987105	2.401879
ENSANAG00000030259	0	0	0.1004007	0.1134121
ENSANAG00000030260	3.815727	2.843678	3.060471	3.460629
ENSANAG00000030261	2.971104	3.006244	1.995293	3.171678
ENSANAG00000030262	0.7612019	1.713436	0.6136797	0.715484
ENSANAG00000030263	3.593271	3.826268	5.477027	4.516603
ENSANAG00000030264	1.015735	1.261422	2.584078	1.899338
ENSANAG00000030265	2.035696	3.021982	2.370469	2.520141
ENSANAG00000030266	0.5375247	1.180428	1.005522	0.7811641
ENSANAG00000030267	0.2467328	0	0	0.2421793
ENSANAG00000030268	1.453375	2.039272	1.545346	2.357546
ENSANAG00000030269	0.38666	1.795402	2.348652	2.770562
ENSANAG00000030270	2.627551	4.90445	5.317258	3.715004
ENSANAG00000030271	0	0	0.2895701	0
ENSANAG00000030272	0.4725387	0.9424777	1.997274	0
ENSANAG00000030274	7.718758	8.442196	6.953044	9.391068
ENSANAG00000030275	4.483916	4.706405	4.445998	4.761691
ENSANAG00000030276	5.947699	6.87691	7.752359	7.006608
ENSANAG00000030277	3.69452	3.649536	2.204916	2.977122
ENSANAG00000030278	2.461429	2.805022	1.678405	3.360833
ENSANAG00000030279	5.571754	6.106118	5.545467	6.838155
ENSANAG00000030280	5.373164	4.458791	1.737417	5.348662
ENSANAG00000030281	3.990944	3.708931	3.877062	4.591347
ENSANAG00000030282	3.325772	2.222322	2.846385	3.115185
ENSANAG00000030283	4.431906	5.692982	2.358093	4.14743
ENSANAG00000030284	4.043301	8.130658	8.616788	4.116872
ENSANAG00000030285	5.189168	3.665779	4.243265	3.793729
ENSANAG00000030286	2.43497	2.692917	1.967652	1.671309
ENSANAG00000030287	2.42681	2.267266	1.922065	3.483106
ENSANAG00000030288	3.205928	3.814048	3.331634	2.748794
ENSANAG00000030289	1.676899	1.620447	0.8090127	2.710446
ENSANAG00000030290	1.926504	2.636553	7.175265	2.339377
ENSANAG00000030291	3.030333	3.382101	2.758143	4.021267
ENSANAG00000030292	2.255771	2.538862	5.465414	3.137956
ENSANAG00000030293	3.565512	4.300737	6.362073	2.932735
ENSANAG00000030294	0.6534444	0.6147259	0.5262872	0
ENSANAG00000030295	3.482526	3.580457	2.710104	3.94347
ENSANAG00000030296	6.268739	6.943986	7.225759	6.769253
ENSANAG00000030297	1.162726	0.6550248	0	0
ENSANAG00000030298	0.08783511	0.301419	0.03803788	1.412421
ENSANAG00000030299	0.1339809	0.7513832	0.1816382	0.1560911
ENSANAG00000030300	8.048574	5.201414	4.472611	5.455912
ENSANAG00000030302	5.719737	6.106135	5.702386	5.751185
ENSANAG00000030303	0.2184365	0.9486375	1.193507	0.8297692
ENSANAG00000030304	0.4523751	0.6862925	0.3795156	1.597874
ENSANAG00000030305	4.779606	7.356084	7.148395	5.928576
ENSANAG00000030306	1.248797	1.899071	1.275646	2.308134
ENSANAG00000030308	2.561893	3.08311	4.49175	3.839118
ENSANAG00000030309	0.7500525	0	0	0
ENSANAG00000030310	2.800401	3.610948	3.650305	3.032397
ENSANAG00000030311	0	2.538913	0	0
ENSANAG00000030312	1.519094	1.358261	2.071262	3.437887
ENSANAG00000030313	0.04556864	0.179283	0	0.9715115
ENSANAG00000030314	7.791261	9.240765	7.483935	7.665359
ENSANAG00000030315	0.06009014	0.187024	0.06991921	0.165665
ENSANAG00000030316	0.5246876	1.273599	0.4111159	1.576748
ENSANAG00000030317	1.343135	0	1.462047	2.416199
ENSANAG00000030318	4.639516	4.523606	4.195581	6.27864
ENSANAG00000030319	0.9355797	0.1452483	0.4474946	0.4620146
ENSANAG00000030320	1.097112	1.162906	0.1417114	0.07470902
ENSANAG00000030323	1.967076	2.315282	1.848317	2.510516
ENSANAG00000030324	3.198628	3.960498	2.705615	4.27066
ENSANAG00000030325	5.662627	4.318353	5.446183	4.039472
ENSANAG00000030326	4.345428	5.975933	3.542415	6.122876
ENSANAG00000030327	3.640123	4.352271	3.48553	3.975502
ENSANAG00000030328	0	6.91423	0	0
ENSANAG00000030329	0	0	0	0.2963341
ENSANAG00000030330	6.988305	7.202635	6.196657	8.952388
ENSANAG00000030331	4.934667	7.874969	5.273792	6.989184
ENSANAG00000030332	0	0	0.4014699	0
ENSANAG00000030334	5.713674	5.244716	5.673196	5.99941
ENSANAG00000030335	0.6354377	2.404418	1.682371	0.6975879
ENSANAG00000030336	0.07590293	3.660355	6.394644	0.904037
ENSANAG00000030337	0.4492307	1.57973	2.58172	1.349886
ENSANAG00000030338	3.492648	4.372304	3.934781	4.004681
ENSANAG00000030339	8.583357	9.303719	8.313664	9.371747
ENSANAG00000030340	7.874361	7.922115	7.770624	9.023898
ENSANAG00000030341	3.241602	3.332378	4.579073	6.449393
ENSANAG00000030342	5.19992	4.755727	4.123608	5.48126
ENSANAG00000030343	5.708237	6.615347	4.593168	6.651534
ENSANAG00000030344	3.92765	4.288085	3.486856	4.913411
ENSANAG00000030345	1.898324	1.854578	1.484783	1.303535
ENSANAG00000030346	1.628587	1.082662	1.149871	1.947165
ENSANAG00000030347	5.78686	5.950436	5.430907	6.855616
ENSANAG00000030348	3.650772	3.537955	2.998997	4.499776
ENSANAG00000030349	7.182572	6.737643	5.940981	6.717663
ENSANAG00000030350	2.793484	2.814062	3.150426	3.291203
ENSANAG00000030351	1.858084	2.435602	1.781406	2.723351
ENSANAG00000030352	0	1.158201	0	0
ENSANAG00000030353	0.8132267	1.567711	1.912075	0.9350742
ENSANAG00000030354	0.7809268	1.082117	0.6510398	1.386372
ENSANAG00000030355	5.092782	4.117996	3.39236	3.643571
ENSANAG00000030357	1.167114	1.723318	1.452806	1.776622
ENSANAG00000030358	6.078825	6.247946	5.866671	6.465459
ENSANAG00000030359	1.18456	1.691467	1.26539	1.685586
ENSANAG00000030361	4.254828	3.443478	6.409764	2.553373
ENSANAG00000030362	0.02292184	0.5202422	0.8188816	0
ENSANAG00000030363	4.336476	2.444723	1.479225	3.841329
ENSANAG00000030364	1.190115	1.884453	0.3613978	1.981633
ENSANAG00000030365	5.759518	5.548634	5.337279	5.885301
ENSANAG00000030366	0.4755768	0.8086429	8.010327	0.7321928
ENSANAG00000030367	1.564446	3.849449	2.045443	2.492102
ENSANAG00000030368	3.034212	1.790267	0.5339231	2.349821
ENSANAG00000030369	3.374163	4.129055	4.945139	3.497392
ENSANAG00000030370	0.293972	6.743233	7.447892	1.449361
ENSANAG00000030371	5.52434	5.258594	5.199005	6.178681
ENSANAG00000030372	6.590759	7.08689	6.24837	7.828194
ENSANAG00000030373	0.7322301	0.5874284	0.6039954	2.07849
ENSANAG00000030374	0.1220131	0	0	0
ENSANAG00000030375	3.628304	3.344107	2.14483	3.756703
ENSANAG00000030376	1.046698	2.535437	0.5245634	0.5533359
ENSANAG00000030377	3.933082	4.685856	5.145368	3.507431
ENSANAG00000030378	2.183039	4.355622	2.160646	2.742987
ENSANAG00000030379	2.753995	4.094595	2.961595	3.868964
ENSANAG00000030380	0.08924783	1.028739	11.12411	1.817193
ENSANAG00000030381	7.123966	2.499331	4.30875	0.9737567
