heart	kidney	liver	ovary
ENSANAG00000037334	1.629692	3.109936	2.25813	3.397748
ENSANAG00000037335	5.739418	5.35157	4.889047	5.72526
ENSANAG00000037336	1.06226	3.144844	1.16395	3.29729
ENSANAG00000037337	4.341162	4.626465	3.990329	5.76689
ENSANAG00000037338	5.321704	5.096207	4.939391	5.891453
ENSANAG00000037339	7.072613	7.136722	7.294892	8.44614
ENSANAG00000037340	2.420895	2.154052	1.685805	2.872366
ENSANAG00000037341	0	0.4003816	0	2.222007
ENSANAG00000037342	0.5088241	1.631399	0	0
ENSANAG00000037343	4.525787	6.349586	2.026804	3.527783
ENSANAG00000037344	2.737464	5.754131	7.666657	4.958741
ENSANAG00000037345	0.5542234	0	0	0.1484448
ENSANAG00000037346	5.109737	4.661846	3.202172	5.580426
ENSANAG00000037347	0.8219885	0.8979524	0.7056569	2.510639
ENSANAG00000037348	0.08210362	0	0	0.07705746
ENSANAG00000037349	5.916743	5.609838	4.666826	6.446535
ENSANAG00000037350	2.90598	3.958416	4.477995	5.007227
ENSANAG00000037351	5.42583	5.42474	5.550431	5.6196
ENSANAG00000037352	3.652437	3.664682	2.382991	4.198622
ENSANAG00000037353	4.409703	5.662035	6.967353	6.640871
ENSANAG00000037354	2.363149	2.557138	2.072497	2.904232
ENSANAG00000037355	1.052847	1.01382	0.939274	1.527015
ENSANAG00000037356	0.2294563	0.1323369	0.01884508	0.08984292
ENSANAG00000037357	4.694828	1.360695	0.4986175	2.028838
ENSANAG00000037358	2.57862	2.723777	3.65345	3.645921
ENSANAG00000037360	1.847103	1.961516	0.4831745	2.415413
ENSANAG00000037361	8.787687	9.678901	8.967932	10.37838
ENSANAG00000037362	4.730613	6.30437	9.26198	5.873279
ENSANAG00000037363	4.482731	4.420395	4.296848	4.76938
ENSANAG00000037364	3.897947	3.596565	2.430095	2.756703
ENSANAG00000037365	0	0	0	1.772477
ENSANAG00000037366	9.973858	10.61105	9.537956	10.62833
ENSANAG00000037367	5.348034	4.732617	4.314385	5.694992
ENSANAG00000037368	6.972141	7.123056	6.927944	6.797026
ENSANAG00000037369	6.56751	6.688835	5.27909	6.007956
ENSANAG00000037370	3.169094	5.911331	3.74302	4.693118
ENSANAG00000037371	1.569947	1.832274	0.253331	4.045912
ENSANAG00000037372	4.757429	4.02557	5.782802	3.829395
ENSANAG00000037373	2.965932	2.792624	1.409429	3.43659
ENSANAG00000037374	4.648431	3.26098	2.722623	2.49504
ENSANAG00000037375	4.216063	3.342364	3.189519	4.082496
ENSANAG00000037376	0.6066696	1.006233	0.8279361	0.6593949
ENSANAG00000037377	0	7.050419	0	0.5216879
ENSANAG00000037378	0.09712681	0	0	1.150638
ENSANAG00000037379	3.56606	4.4153	3.245838	4.660959
ENSANAG00000037380	2.419374	2.852808	2.169742	2.391452
ENSANAG00000037381	4.451607	3.915425	4.908904	5.285223
ENSANAG00000037382	2.177802	0.9750336	0.9564587	2.469867
ENSANAG00000037383	4.263388	4.28858	3.463466	5.254122
ENSANAG00000037384	5.265079	6.067594	5.157898	6.661907
ENSANAG00000037385	0.5697876	0.150687	1.198016	1.375267
ENSANAG00000037386	3.462183	3.516242	2.418104	3.760604
ENSANAG00000037387	4.829154	5.311395	4.614466	4.937494
ENSANAG00000037388	3.533339	4.371845	3.454182	6.320698
ENSANAG00000037389	3.847647	4.493471	3.828813	4.691183
ENSANAG00000037390	6.975137	7.650269	7.65724	7.850687
ENSANAG00000037391	1.75699	2.178159	0.4284713	3.850053
ENSANAG00000037393	0	0.5361882	1.87349	0
ENSANAG00000037394	1.593975	1.928935	1.652477	2.121891
ENSANAG00000037395	9.02427	9.926859	9.129304	10.06488
ENSANAG00000037396	2.073491	2.25933	0.8059602	2.965746
ENSANAG00000037397	3.908025	3.5859	3.537532	5.461391
ENSANAG00000037398	0	0.1048801	0.08595744	0.1025621
ENSANAG00000037399	4.546454	5.444623	3.691285	4.802501
ENSANAG00000037400	2.077971	2.42443	1.765093	2.820673
ENSANAG00000037401	4.467825	4.92892	5.082892	5.293221
ENSANAG00000037402	0.4787648	0.3777746	0.06252365	0.659541
ENSANAG00000037403	9.600868	7.939156	6.268053	10.24931
ENSANAG00000037404	0.08078726	0	0.1657216	0.1840263
ENSANAG00000037405	1.343135	0	0	1.401545
ENSANAG00000037406	2.303091	1.81351	1.642162	0.9995233
ENSANAG00000037407	3.624066	4.178055	3.538873	4.503641
ENSANAG00000037408	2.992388	4.657411	2.491668	4.366359
ENSANAG00000037409	2.457064	2.20754	1.918665	2.775133
ENSANAG00000037410	4.893838	4.60759	2.901062	5.819749
ENSANAG00000037411	5.176899	4.396874	1.845398	3.558196
ENSANAG00000037412	2.753448	2.561575	2.066271	3.506919
ENSANAG00000037413	3.659108	6.259242	6.347477	4.466905
ENSANAG00000037415	1.916254	3.139997	1.889299	2.566942
ENSANAG00000037416	2.484734	2.954995	3.139157	3.380178
ENSANAG00000037417	1.303311	0.5483686	0.08397784	5.863569
ENSANAG00000037418	3.014766	4.877366	3.992383	4.15017
ENSANAG00000037419	4.456231	5.84358	5.311732	6.005054
ENSANAG00000037420	3.263536	3.682581	2.656627	3.874147
ENSANAG00000037421	5.817028	6.956995	7.205725	8.143488
ENSANAG00000037422	4.497846	4.119058	3.412909	4.659571
ENSANAG00000037423	3.547774	3.510747	3.235051	3.925979
ENSANAG00000037424	4.746348	4.627046	4.483166	4.23915
ENSANAG00000037425	0.2437008	0.6700553	0.07427374	0.08242506
ENSANAG00000037426	1.412738	1.321743	1.052785	3.026248
ENSANAG00000037427	0	0.08663596	0.2180049	0.7456435
ENSANAG00000037428	5.650716	5.9941	5.541533	6.410872
ENSANAG00000037429	2.819098	0.2798017	0.1148581	6.949446
ENSANAG00000037430	1.925642	5.293003	7.309094	4.287546
ENSANAG00000037431	5.643992	1.761055	1.833943	2.174227
ENSANAG00000037432	7.521153	7.067036	6.70613	5.831457
ENSANAG00000037433	3.347209	2.740351	1.316673	2.671271
ENSANAG00000037435	6.076463	7.391879	4.781708	6.644031
ENSANAG00000037437	2.179253	1.745156	1.317686	1.760225
ENSANAG00000037438	0.7026567	0.6704289	0.4877946	1.525352
ENSANAG00000037439	3.423489	1.585589	1.658728	0.8463425
ENSANAG00000037440	8.533334	9.49781	6.905303	7.422477
ENSANAG00000037441	6.544483	6.731607	6.486839	7.443006
ENSANAG00000037442	0.4913862	0.162888	0.04250454	0.3448046
ENSANAG00000037443	0.5943202	1.037129	0.5117301	0.5995939
ENSANAG00000037444	0.6723801	0.2761167	0.1198511	0.8335006
ENSANAG00000037445	5.202941	5.201967	4.656607	5.343788
ENSANAG00000037446	0.2445254	0.9376156	0	0.2986846
ENSANAG00000037447	3.320547	5.087047	5.905321	4.824528
ENSANAG00000037448	3.953582	4.523957	3.571349	4.148877
ENSANAG00000037449	1.088101	1.410135	0.9801657	1.663932
ENSANAG00000037450	0.09923164	0.4644362	0.1634833	0.3320938
ENSANAG00000037451	0.4125138	0.3124015	0.32568	1.264608
ENSANAG00000037452	3.190028	4.260349	2.239911	4.302421
ENSANAG00000037453	0.1357953	0.2043661	0.05741811	2.442479
ENSANAG00000037454	3.261746	3.06932	4.084573	3.488616
ENSANAG00000037455	0.0456732	0.7981136	0.8294055	0.1555326
ENSANAG00000037456	0.1942926	0.7004415	0.5753627	0.3205586
ENSANAG00000037457	4.812581	4.514001	4.05236	6.393204
ENSANAG00000037458	1.256153	0.9501578	1.028463	1.619676
ENSANAG00000037459	0	0	0	0.4347067
ENSANAG00000037460	1.597903	3.001488	1.71818	4.957034
ENSANAG00000037462	2.629897	1.143766	0.2925038	3.282668
ENSANAG00000037463	5.101427	4.739979	4.487928	4.794207
ENSANAG00000037464	1.830487	0	0	0
ENSANAG00000037465	0.1396528	4.448657	2.360904	0.2412557
ENSANAG00000037466	0	2.888963	0	1.243017
ENSANAG00000037467	5.638039	6.836143	5.463452	6.656954
ENSANAG00000037468	6.114946	6.015373	3.714366	4.464949
ENSANAG00000037469	0.6790724	1.74486	1.093324	1.741616
ENSANAG00000037470	3.22519	1.041481	0.4639405	1.77508
ENSANAG00000037471	5.429938	3.715477	3.038784	3.903281
ENSANAG00000037472	0	0	0.4070394	0
ENSANAG00000037473	4.553741	4.62197	4.340384	5.450957
ENSANAG00000037474	0	0.7280859	0	2.94325
ENSANAG00000037475	2.859029	0.916044	0.0782431	0.9178205
ENSANAG00000037476	2.507627	3.922159	4.379909	3.920621
ENSANAG00000037477	2.386605	2.487044	1.80058	3.254862
ENSANAG00000037478	6.169996	5.364626	2.555444	6.860673
ENSANAG00000037479	5.156293	3.275351	2.572221	4.353687
ENSANAG00000037480	3.590482	3.971189	2.401363	6.429372
ENSANAG00000037481	6.645794	6.491362	6.516924	6.729954
ENSANAG00000037482	4.196935	5.346067	4.317988	5.162367
ENSANAG00000037483	5.758772	3.452134	2.625252	3.418584
ENSANAG00000037484	2.61163	2.99279	5.704762	3.140782
ENSANAG00000037485	2.10523	2.65257	1.849192	3.133839
ENSANAG00000037486	0.5705562	0.9039422	1.073505	0.6276871
ENSANAG00000037487	9.31399	8.828743	8.014919	10.32665
ENSANAG00000037488	4.654086	4.395543	4.0659	5.503867
ENSANAG00000037489	4.287871	4.652148	4.448491	5.09906
ENSANAG00000037490	0	0.2624175	0.1459956	0.07575153
ENSANAG00000037491	6.171419	4.23217	2.025582	3.634535
ENSANAG00000037492	4.533707	4.55285	4.835919	5.214976
ENSANAG00000037493	1.429945	3.879322	4.170563	2.154073
ENSANAG00000037494	3.472147	4.199229	3.412342	4.386296
ENSANAG00000037495	4.46202	4.190567	3.66637	3.93853
ENSANAG00000037496	4.843562	4.385065	3.848558	5.33729
ENSANAG00000037497	0	0	0.2319706	0.09207318
ENSANAG00000037498	0.1450826	1.748208	0.5526987	2.141737
ENSANAG00000037499	3.410709	3.354805	6.00476	4.594029
ENSANAG00000037500	2.989205	4.427599	0.977477	4.234986
ENSANAG00000037501	8.714129	8.402432	7.786636	8.916611
ENSANAG00000037502	8.797201	6.889328	5.042223	8.275068
ENSANAG00000037503	3.02984	3.626623	3.010425	3.570723
ENSANAG00000037504	0.06412807	0	0	0
ENSANAG00000037505	4.216002	5.244135	4.377719	4.903706
ENSANAG00000037506	4.874349	3.671826	0.5928278	3.126317
ENSANAG00000037507	0.1289993	0.5305762	0	0.2708793
ENSANAG00000037509	2.453405	4.225671	4.690946	4.193355
ENSANAG00000037510	0.0384175	0.8302586	5.008629	0.0347162
ENSANAG00000037511	5.909616	6.67116	6.294248	7.457823
ENSANAG00000037512	5.177571	2.696376	5.924375	3.607282
ENSANAG00000037513	7.089127	6.194818	6.308159	6.097457
ENSANAG00000037514	2.057173	1.920091	1.341434	1.835358
ENSANAG00000037515	2.051858	2.46587	0.7376971	1.757813
ENSANAG00000037517	1.548358	1.399346	1.066819	1.662816
ENSANAG00000037518	2.248721	1.861351	1.322798	2.289323
ENSANAG00000037519	4.656275	4.576859	2.785071	4.959235
ENSANAG00000037520	3.177052	3.587227	3.495452	4.873178
ENSANAG00000037521	1.345704	0.09850391	0.2921079	0.9935642
ENSANAG00000037522	6.244754	4.033	1.382213	4.932293
ENSANAG00000037523	1.078446	1.167814	0.9283514	1.21166
ENSANAG00000037524	2.800014	4.129984	3.040028	3.424194
ENSANAG00000037525	2.703148	3.508829	2.796394	4.021747
ENSANAG00000037526	0	0.7626762	0	0
ENSANAG00000037527	1.531918	1.084377	0.8065319	2.195307
ENSANAG00000037528	2.267804	3.118558	2.233844	2.185922
ENSANAG00000037529	0	0	1.226872	0
ENSANAG00000037530	0.1396201	4.528653	5.371322	0.4844207
ENSANAG00000037531	1.218267	2.267799	1.46886	2.522076
ENSANAG00000037532	0.4518858	1.051574	0.1768244	3.647061
ENSANAG00000037534	0.9940351	1.010909	0.9375064	1.075841
ENSANAG00000037535	5.347131	6.299829	5.551833	7.291548
ENSANAG00000037537	2.606352	4.561852	4.530963	3.650305
ENSANAG00000037538	12.93479	13.22427	13.18133	13.13815
ENSANAG00000037539	0.514602	1.313739	0.1472298	0.5895037
ENSANAG00000037540	0.7702235	2.072788	0.5182048	0.05414012
ENSANAG00000037542	2.429266	3.260915	2.798227	3.712157
ENSANAG00000037543	3.39386	3.667336	0	2.605184
ENSANAG00000037544	5.036327	4.499119	4.133004	4.698752
ENSANAG00000037545	1.196469	3.776546	1.826115	0.9435988
ENSANAG00000037546	4.497752	4.399	3.701388	5.682188
ENSANAG00000037547	6.499737	0.9673737	0.3821105	0.3741548
ENSANAG00000037548	4.76607	4.881945	3.742249	5.179208
ENSANAG00000037549	0.3899434	0	0.4801183	0.721643
ENSANAG00000037550	0	0	1.678563	0
ENSANAG00000037552	3.305143	2.793103	3.013786	4.086393
ENSANAG00000037553	4.375262	3.386386	3.951327	3.14124
ENSANAG00000037554	0	1.701681	0	0.7112799
ENSANAG00000037555	1.668873	2.211719	1.811944	2.599542
ENSANAG00000037556	7.267184	8.020924	5.521804	8.017855
ENSANAG00000037557	0.4164128	0.8187966	0.3706749	1.52805
ENSANAG00000037558	0.06162392	0.9489843	1.348944	0.9667202
ENSANAG00000037559	4.585055	4.9267	5.117406	5.614166
ENSANAG00000037560	1.939136	3.167141	2.693563	2.555679
ENSANAG00000037561	3.77945	5.580994	4.292993	5.029238
ENSANAG00000037562	2.10129	1.917993	1.553552	1.892072
ENSANAG00000037563	3.158105	3.006181	3.013064	3.986258
ENSANAG00000037564	1.795368	1.30405	0	3.885457
ENSANAG00000037566	0.2722621	0.3288755	0.4250392	0.7195532
ENSANAG00000037567	1.595136	2.665256	1.891458	2.668802
ENSANAG00000037568	1.66263	4.659318	1.416607	5.050773
ENSANAG00000037569	3.011477	3.127386	2.447442	3.736128
ENSANAG00000037570	2.879749	2.36181	1.626958	2.43821
ENSANAG00000037571	5.468677	5.237426	3.84996	4.893425
ENSANAG00000037572	6.56696	5.777533	6.094228	3.993702
ENSANAG00000037573	0.1058832	0.2490399	0.8036288	0
ENSANAG00000037574	5.347492	6.438639	5.9334	5.838253
ENSANAG00000037575	6.655192	8.607857	7.652304	9.19317
ENSANAG00000037577	2.201525	3.116011	2.161329	3.339302
ENSANAG00000037578	2.244487	2.70014	2.172249	2.513382
ENSANAG00000037579	1.891174	2.382744	1.912389	2.096363
ENSANAG00000037580	5.014437	5.044538	3.147023	5.249741
ENSANAG00000037581	4.436067	1.707757	0.5087805	1.576233
ENSANAG00000037582	0.3905741	0	0.3063357	0
ENSANAG00000037583	6.911846	6.401899	6.254995	6.895697
ENSANAG00000037584	0.8995546	0.4117462	0	5.086576
ENSANAG00000037585	2.63219	3.35215	4.039061	4.200154
ENSANAG00000037586	0.02916492	0.04923122	0.7765925	0.1870088
ENSANAG00000037587	3.024921	3.685559	3.103066	5.741041
ENSANAG00000037588	5.579216	5.00881	4.653628	5.756807
ENSANAG00000037589	3.784075	0.7810382	0	0.07069158
ENSANAG00000037590	6.321676	6.571824	3.482311	6.041212
ENSANAG00000037591	2.004046	2.819073	2.163605	3.502664
ENSANAG00000037592	1.616668	2.669845	1.336809	1.813319
ENSANAG00000037593	1.445533	2.553446	1.069872	2.534215
ENSANAG00000037594	0.3647573	0.2450015	0	0
ENSANAG00000037595	2.884129	3.462406	2.128033	2.762274
ENSANAG00000037596	2.312872	2.497919	1.770284	3.124793
ENSANAG00000037597	6.598522	6.458983	5.799006	6.541574
ENSANAG00000037598	6.99647	6.448998	6.158634	8.400367
ENSANAG00000037599	4.166827	4.955745	3.046777	4.623508
ENSANAG00000037600	5.06254	4.41837	2.915709	1.16043
ENSANAG00000037601	1.62279	2.049728	0.5952812	2.306694
ENSANAG00000037602	5.206544	4.54341	4.283081	5.215863
ENSANAG00000037604	0.3813941	1.153728	0.2988061	0.351314
ENSANAG00000037605	3.110127	3.104783	2.459067	3.957905
ENSANAG00000037606	0	0	0.2052624	0
ENSANAG00000037607	4.988772	4.68184	2.606719	2.915622
ENSANAG00000037608	0.4591357	1.319583	4.833745	0.2614081
ENSANAG00000037609	0.9076906	0.1853667	0	0.153517
ENSANAG00000037610	0.4172471	0.2722287	0.243808	0
ENSANAG00000037611	2.974217	2.122451	0	0
ENSANAG00000037612	3.524678	5.63051	8.024824	6.009334
ENSANAG00000037614	5.029824	1.95934	0	2.129929
ENSANAG00000037615	0.07422071	1.171835	0.1119307	0.4861439
ENSANAG00000037616	4.80659	4.924153	4.577216	5.614822
ENSANAG00000037617	0.288492	2.514653	0.8024091	0.8187835
ENSANAG00000037618	0.4152838	0.6509419	0.8378359	1.071514
ENSANAG00000037620	2.756934	2.790418	2.247375	3.333643
ENSANAG00000037621	6.087616	6.138954	6.353232	6.726068
ENSANAG00000037622	5.084468	5.459225	4.871368	6.317935
ENSANAG00000037623	5.017174	6.049256	4.474567	6.446133
ENSANAG00000037624	3.856754	3.996581	3.344235	3.942505
ENSANAG00000037625	3.54669	3.320774	2.926136	4.529035
ENSANAG00000037626	0.9770923	2.179349	1.724353	1.581332
ENSANAG00000037627	8.484412	1.705093	2.805164	1.355058
ENSANAG00000037629	0.5815824	0.4383951	0.4702235	1.802732
ENSANAG00000037630	0	2.940442	0.3965179	0
ENSANAG00000037631	0.1157356	0	0	0
ENSANAG00000037633	3.343752	4.146692	3.01025	3.666778
ENSANAG00000037635	0.3245364	4.425889	0.1416355	0.3036183
ENSANAG00000037636	1.408924	2.364749	1.362262	1.522749
ENSANAG00000037637	0.11009	0.3693191	0.08188456	0.2779383
ENSANAG00000037638	4.887541	5.194229	5.386152	5.06482
ENSANAG00000037640	7.776779	8.638555	7.397563	8.761362
ENSANAG00000037641	2.950478	4.297602	3.885574	4.234432
ENSANAG00000037642	0.06592436	0.02679057	0	0.07301196
ENSANAG00000037643	0.2614008	0.9048933	0.2335703	1.498276
ENSANAG00000037644	1.270461	2.316494	0.8748914	4.350478
ENSANAG00000037645	4.334802	3.647651	1.587953	3.829735
ENSANAG00000037646	5.374873	5.620625	4.932543	7.696015
ENSANAG00000037647	3.539125	3.433187	2.790274	4.301574
ENSANAG00000037648	5.705251	5.322921	5.460031	5.713977
ENSANAG00000037649	7.401622	8.246973	8.399808	6.467723
ENSANAG00000037650	0	0	0.2076405	0
ENSANAG00000037651	0.5490875	1.330748	0.4548897	1.442975
ENSANAG00000037652	1.125916	1.426662	0.2420366	1.549058
ENSANAG00000037653	3.468349	3.60688	2.088345	3.755443
ENSANAG00000037654	0.09410524	0	0	1.027508
ENSANAG00000037655	4.5911	5.429499	5.16209	6.291539
ENSANAG00000037656	1.348796	2.669762	0	4.270902
ENSANAG00000037657	4.065794	4.379318	4.789613	4.308704
ENSANAG00000037658	0.180181	0.7773368	0	0.6802919
ENSANAG00000037659	7.225526	7.309949	7.010444	8.120103
ENSANAG00000037660	0.2097603	0	0	0.9069575
ENSANAG00000037661	4.014284	4.138225	4.154437	4.65832
ENSANAG00000037662	3.942261	3.82726	4.334046	5.367588
ENSANAG00000037663	1.383198	0.2981832	2.522335	1.217256
ENSANAG00000037664	4.976574	4.619441	2.243958	5.346394
ENSANAG00000037665	1.271515	1.90771	1.070527	2.081691
ENSANAG00000037666	5.596746	5.422881	4.980024	5.926438
ENSANAG00000037667	1.829463	1.967019	0.842193	3.049707
ENSANAG00000037668	1.017551	1.637151	0.3032185	1.022069
ENSANAG00000037669	8.736771	7.178545	6.984555	7.718889
ENSANAG00000037670	2.301916	1.462995	0.9246837	2.148173
ENSANAG00000037671	4.351069	3.461842	3.827012	3.517927
ENSANAG00000037672	4.214531	4.226681	2.431272	3.162349
ENSANAG00000037673	3.485311	3.674483	3.840222	3.772656
ENSANAG00000037674	4.255758	4.998299	4.696956	4.852403
ENSANAG00000037675	3.910574	5.054806	6.833935	4.559645
ENSANAG00000037676	3.458882	2.928742	2.210227	2.971384
ENSANAG00000037677	0	0	0	1.267002
ENSANAG00000037678	4.398407	4.581773	4.266254	5.322804
ENSANAG00000037679	6.459138	4.937123	3.693955	5.147026
ENSANAG00000037680	3.337349	5.062322	4.755578	4.250314
ENSANAG00000037681	1.892992	2.856498	0.3720124	2.500054
ENSANAG00000037682	3.808158	3.998502	2.662848	2.919874
ENSANAG00000037683	4.836153	3.090166	0.3907382	2.646373
ENSANAG00000037684	1.367897	2.61715	1.094939	0.7701838
ENSANAG00000037685	3.995538	5.377755	4.495532	6.375234
ENSANAG00000037686	1.64815	0.7320451	0.3608907	2.441794
ENSANAG00000037687	3.443562	3.122656	2.660724	3.594087
ENSANAG00000037688	3.207393	6.47221	6.20497	6.981111
ENSANAG00000037689	2.330214	3.16708	2.777662	3.241456
ENSANAG00000037690	5.457517	4.441523	2.910023	6.015326
ENSANAG00000037691	2.738441	3.299778	2.959403	3.476991
ENSANAG00000037692	1.9127	1.498691	2.115476	4.385327
ENSANAG00000037693	3.43173	4.03558	2.94907	3.793438
ENSANAG00000037694	1.892931	3.22104	1.467029	2.442007
ENSANAG00000037695	4.974923	3.511985	4.554814	4.980154
ENSANAG00000037696	3.801547	3.985883	3.614413	5.332767
ENSANAG00000037697	4.090065	3.997071	3.244686	4.53155
ENSANAG00000037699	0.3115136	0.2715488	0.431393	0.2932163
ENSANAG00000037700	8.034375	8.513112	7.666076	8.626819
ENSANAG00000037701	1.751027	1.770981	1.695094	2.633185
ENSANAG00000037702	7.882649	7.608403	7.29598	8.115684
ENSANAG00000037703	2.975892	2.945424	3.061405	2.38806
ENSANAG00000037704	5.568743	7.014497	6.128939	6.386632
ENSANAG00000037705	8.272584	6.919024	7.481734	6.879469
ENSANAG00000037706	0.6489624	1.52084	0.280834	1.77836
ENSANAG00000037707	2.889022	1.263899	1.362694	2.534853
ENSANAG00000037708	2.466389	3.769298	3.034603	3.409543
ENSANAG00000037709	4.65441	6.266243	5.234744	4.166573
ENSANAG00000037711	2.942486	2.562071	2.288648	2.874413
ENSANAG00000037713	0.0774291	0	0.08183262	0.07117037
ENSANAG00000037714	3.552031	4.250109	3.290466	4.749502
ENSANAG00000037715	4.504785	4.300099	5.188491	3.78627
ENSANAG00000037716	1.386993	0	1.156151	0
ENSANAG00000037717	5.420041	4.657789	5.587656	5.761711
ENSANAG00000037720	3.447278	3.730803	3.607792	4.30446
ENSANAG00000037721	4.356052	4.737773	3.663709	5.430636
ENSANAG00000037722	3.69883	3.645333	3.193668	4.188694
ENSANAG00000037724	4.830881	5.290069	4.83116	5.790861
ENSANAG00000037725	0.0531315	0.2812163	0.04833525	0.2469421
ENSANAG00000037726	7.836673	7.364595	7.47937	7.042603
ENSANAG00000037727	4.188821	4.382581	4.107318	5.154508
ENSANAG00000037728	0.8592039	2.111286	2.299793	1.79929
ENSANAG00000037729	4.956076	5.582489	5.190669	6.18722
ENSANAG00000037730	2.972709	2.605897	3.296917	2.908615
ENSANAG00000037731	0	0	5.380297	0.07003617
ENSANAG00000037732	1.166825	2.799723	2.213304	2.205864
ENSANAG00000037733	3.597948	3.366461	2.13906	3.978717
ENSANAG00000037734	1.009533	0	2.560298	3.517292
ENSANAG00000037735	4.645441	4.238296	4.954267	4.362201
ENSANAG00000037736	3.041884	3.347089	2.711797	4.217324
ENSANAG00000037737	3.675635	4.36021	4.644791	5.269916
ENSANAG00000037738	0	0.5909612	0	0.3192295
ENSANAG00000037739	6.549389	6.589365	7.861267	7.323496
ENSANAG00000037740	3.052037	2.627456	2.252649	2.853312
ENSANAG00000037741	6.795786	6.780647	5.493886	7.05438
ENSANAG00000037742	2.646589	4.687268	1.233643	3.487837
ENSANAG00000037743	0.2547609	0	0	0.6838339
ENSANAG00000037744	1.517124	0.1639714	0	0.4459512
ENSANAG00000037745	4.387363	5.422261	4.185839	5.741851
ENSANAG00000037746	3.119497	2.656253	1.581182	2.764563
ENSANAG00000037747	4.160654	5.254749	4.726504	5.60875
ENSANAG00000037748	2.633552	3.090315	2.313028	3.688494
ENSANAG00000037749	0.3040811	0.1007359	0.2271163	1.007016
ENSANAG00000037750	3.003136	4.51946	5.476942	2.499091
