heart	kidney	liver
ENSDNOG00000039851	1.206762	2.12196	2.661526
ENSDNOG00000039852	0.08377515	0.3207873	0.9500421
ENSDNOG00000039853	0.1492412	0	0
ENSDNOG00000039854	0.3363165	0.9356989	1.124818
ENSDNOG00000039857	2.04297	3.567545	3.409931
ENSDNOG00000039859	2.136224	3.925867	4.131581
ENSDNOG00000039864	0.3684269	1.439725	0.5294802
ENSDNOG00000039865	1.844587	3.171272	2.145814
ENSDNOG00000039868	0.9497501	2.37497	1.824572
ENSDNOG00000039872	2.78737	3.677204	2.721817
ENSDNOG00000039874	1.509057	6.150765	6.261918
ENSDNOG00000039875	1.932297	2.406469	1.682318
ENSDNOG00000039877	0	0	0.1926285
ENSDNOG00000039878	0	1.190653	2.384511
ENSDNOG00000039883	0.4798876	1.451472	2.132659
ENSDNOG00000039885	3.212358	5.058853	5.233286
ENSDNOG00000039886	2.513933	5.460484	4.570056
ENSDNOG00000039888	0.1384619	0.209527	0.4832446
ENSDNOG00000039891	0	0	0.126498
ENSDNOG00000039894	1.260544	2.716258	3.059283
ENSDNOG00000039895	0.9875326	3.413831	2.173623
ENSDNOG00000039897	1.729484	3.233986	2.163161
ENSDNOG00000039900	1.451789	5.184233	5.081668
ENSDNOG00000039901	0.2133423	0.6417199	0.3927109
ENSDNOG00000039902	1.657951	3.475656	3.694869
ENSDNOG00000039905	0	0.7590663	0.2942825
ENSDNOG00000039906	0.8230931	0.8909206	2.203552
ENSDNOG00000039907	1.526917	2.140849	3.232698
ENSDNOG00000039908	0.3902351	0.9248433	0.8739825
ENSDNOG00000039912	1.328365	2.767049	2.605217
ENSDNOG00000039914	6.383258	1.646066	2.330762
ENSDNOG00000039916	0.6802757	3.999278	0.7969955
ENSDNOG00000039917	4.91693	7.250602	7.780933
ENSDNOG00000039918	0.3503909	1.983729	5.02156
ENSDNOG00000039921	1.621543	3.296496	2.907971
ENSDNOG00000039922	0.7256687	1.767413	1.647038
ENSDNOG00000039924	0.03908476	0.3442797	0.5065644
ENSDNOG00000039926	1.011546	2.735824	1.917817
ENSDNOG00000039928	0.5653145	1.475495	1.787913
ENSDNOG00000039930	0.08589736	0	0
ENSDNOG00000039931	0	0.134039	0
ENSDNOG00000039932	6.377389	4.700329	3.051948
ENSDNOG00000039933	0	0	0.2263297
ENSDNOG00000039934	0	0	0.7883324
ENSDNOG00000039937	0.9344795	2.014023	3.15394
ENSDNOG00000039938	0.02871681	4.767888	2.791869
ENSDNOG00000039942	1.358858	3.058737	2.151521
ENSDNOG00000039944	1.57336	2.764486	3.072576
ENSDNOG00000039946	4.226174	7.494468	8.733249
ENSDNOG00000039948	3.047442	5.645656	4.426171
ENSDNOG00000039950	0.6147673	0.9618248	0.4095919
ENSDNOG00000039951	1.087502	3.115962	3.221192
ENSDNOG00000039953	0.1071892	0.2774944	0.2425879
ENSDNOG00000039955	3.529596	3.821088	6.088432
ENSDNOG00000039958	2.166368	4.056211	5.4579
ENSDNOG00000039959	0.2874416	0	2.019015
ENSDNOG00000039964	0.360407	1.397474	0.7055418
ENSDNOG00000039966	2.325732	2.592299	1.265653
ENSDNOG00000039967	1.023404	2.280766	2.425094
ENSDNOG00000039971	2.880693	5.505551	6.252762
ENSDNOG00000039972	2.025911	2.886993	2.465374
ENSDNOG00000039973	1.740781	2.180473	2.281559
ENSDNOG00000039975	1.00703	2.870336	2.350977
ENSDNOG00000039979	0.1798715	7.303361	8.172342
ENSDNOG00000039982	0	0.3595751	0.6255277
ENSDNOG00000039986	0.9539647	2.059736	1.834861
ENSDNOG00000039987	1.387131	3.65892	2.907158
ENSDNOG00000039988	0.5858509	2.080828	1.789471
ENSDNOG00000039989	0	0.8225442	0.7463171
ENSDNOG00000039993	0.5200259	3.096022	2.310794
ENSDNOG00000039995	0.3284367	0	0
ENSDNOG00000039996	1.006542	2.021942	4.349599
ENSDNOG00000039997	0	0	0.1739576
ENSDNOG00000040002	2.237689	4.454927	4.321243
ENSDNOG00000040008	2.530925	3.72239	4.143148
ENSDNOG00000040012	0.4033714	1.501332	1.926371
ENSDNOG00000040013	0	0	1.257367
ENSDNOG00000040015	0.6730145	1.575065	2.127359
ENSDNOG00000040016	0.4033419	2.462531	1.884637
ENSDNOG00000040019	0.8556778	1.795622	2.562995
ENSDNOG00000040020	2.200636	3.695303	1.788648
ENSDNOG00000040022	0	0.8037635	0
ENSDNOG00000040023	0.1271438	4.972141	5.080543
ENSDNOG00000040026	0.1014895	0	0.1309234
ENSDNOG00000040030	0.230385	0.7871516	1.111525
ENSDNOG00000040031	0	0	5.125808
ENSDNOG00000040033	0.1777456	0.3807871	0.5414068
ENSDNOG00000040034	0.2775063	0.5637712	1.40127
ENSDNOG00000040038	0.93043	4.120178	4.233206
ENSDNOG00000040039	0.7802941	1.809431	0.6182753
ENSDNOG00000040040	0.9756654	0.5156812	1.684226
ENSDNOG00000040042	0.3542987	0.8487445	1.683193
ENSDNOG00000040043	1.931032	1.309293	1.142237
ENSDNOG00000040048	0.6235935	1.980826	0.9590401
ENSDNOG00000040049	0.2198296	0.19582	0.2347
ENSDNOG00000040050	0	1.194011	0.836741
ENSDNOG00000040055	0.3762015	0.849968	1.447368
ENSDNOG00000040059	0.9431119	1.637989	1.059225
ENSDNOG00000040060	2.299497	0.6359429	1.905085
ENSDNOG00000040061	2.415707	5.238676	4.966813
ENSDNOG00000040064	3.06275	4.589506	4.481209
ENSDNOG00000040065	0.5511252	1.527271	0.8327296
ENSDNOG00000040066	0	0.2003273	0
ENSDNOG00000040069	0.9705666	1.296287	1.527306
ENSDNOG00000040071	0.6488713	2.923075	4.282492
ENSDNOG00000040074	0.1288597	0.7825025	0.5220065
ENSDNOG00000040075	0.03755288	0	0.1576931
ENSDNOG00000040079	1.688888	2.381577	3.496871
ENSDNOG00000040082	6.061769	6.462941	6.067675
ENSDNOG00000040086	0.03601402	5.707652	6.291338
ENSDNOG00000040088	5.675443	7.478648	9.10638
ENSDNOG00000040091	2.417826	4.36463	4.260804
ENSDNOG00000040094	0.1676624	1.340334	0.7748912
ENSDNOG00000040096	0.2865216	3.371971	2.084554
ENSDNOG00000040103	0.1151708	1.309217	0.8512625
ENSDNOG00000040104	0	1.122169	1.786918
ENSDNOG00000040106	0.7964599	1.845495	1.143714
ENSDNOG00000040107	0.019753	4.444289	4.601952
ENSDNOG00000040111	0	0.3443695	0
ENSDNOG00000040112	1.277854	1.091199	0.6536049
ENSDNOG00000040113	0.1287267	0.2639418	0
ENSDNOG00000040114	0.6308742	2.387953	2.162042
ENSDNOG00000040115	0.858702	2.108851	2.445854
ENSDNOG00000040120	0	0.2938189	0.278972
ENSDNOG00000040123	2.910822	3.096766	2.798708
ENSDNOG00000040125	0.2400676	0.938824	0.763839
ENSDNOG00000040126	0	0	0.2659109
ENSDNOG00000040127	0.491027	5.406816	0
ENSDNOG00000040131	0	0.6586118	0
ENSDNOG00000040135	0.2515616	0.7250274	0.9307918
ENSDNOG00000040136	0.7103861	0.2969613	0.403367
ENSDNOG00000040141	0.9938504	3.231862	3.294171
ENSDNOG00000040142	0.3296587	0.7358362	0.9446531
ENSDNOG00000040143	0	0.03123906	0.02694988
ENSDNOG00000040144	2.784104	3.51024	3.095366
ENSDNOG00000040145	1.408554	2.009243	2.510425
ENSDNOG00000040148	2.731427	3.547993	3.817766
ENSDNOG00000040149	3.002402	5.650825	4.330967
ENSDNOG00000040154	0	0.08145048	0.03906496
ENSDNOG00000040156	1.272459	1.354509	0.4839875
ENSDNOG00000040157	0.4049598	0.734593	0.7890623
ENSDNOG00000040160	0	5.412652	0.7402662
ENSDNOG00000040161	1.330845	0	1.052061
ENSDNOG00000040162	0.5792695	1.103447	2.192191
ENSDNOG00000040165	0.1237509	1.020641	0.2228886
ENSDNOG00000040166	1.872368	0.7603666	1.053591
ENSDNOG00000040167	2.472813	3.042931	3.826142
ENSDNOG00000040170	0.4203983	4.40384	0.9309046
ENSDNOG00000040175	0.5553293	1.783851	1.709555
ENSDNOG00000040177	0	0	0.0609191
ENSDNOG00000040178	6.231941	7.084245	6.328357
ENSDNOG00000040180	1.040051	1.820987	0.1146978
ENSDNOG00000040181	0.08897711	0	0.1279143
ENSDNOG00000040183	0.7878044	3.35186	4.001298
ENSDNOG00000040186	2.13584	2.821837	2.20399
ENSDNOG00000040194	0.1066124	0	0
ENSDNOG00000040196	2.504229	1.934196	2.127551
ENSDNOG00000040197	2.134326	4.385307	4.923168
ENSDNOG00000040198	0	0.7394195	0.5334368
ENSDNOG00000040199	0.07073169	0.6865373	0.3962088
ENSDNOG00000040202	0.7901465	2.214355	1.983441
ENSDNOG00000040203	1.202694	2.772542	2.464208
ENSDNOG00000040204	0.8116239	3.227265	1.665967
ENSDNOG00000040205	0	1.695945	3.948788
ENSDNOG00000040206	0.2938825	1.276282	0
ENSDNOG00000040211	1.578021	1.855232	1.374945
ENSDNOG00000040215	0.0315523	0	0
ENSDNOG00000040219	2.135177	3.649719	3.335012
ENSDNOG00000040220	2.11551	4.583693	3.964039
ENSDNOG00000040221	0.9699414	1.426286	1.490786
ENSDNOG00000040222	0.7747107	3.56634	2.326422
ENSDNOG00000040225	1.481805	2.355606	2.349745
ENSDNOG00000040226	2.777925	3.704401	3.335079
ENSDNOG00000040229	0.2382708	0.2421525	2.588075
ENSDNOG00000040234	0	0.2785665	4.15786
ENSDNOG00000040235	1.070781	3.378592	2.918373
ENSDNOG00000040236	0.3723192	0.4986522	0.5811545
ENSDNOG00000040237	0	0.2251046	0
ENSDNOG00000040239	0.638047	3.089464	2.510635
ENSDNOG00000040241	0.304608	0.2554343	0.4721332
ENSDNOG00000040243	3.261225	1.302389	1.486411
ENSDNOG00000040247	2.763452	3.523311	3.043929
ENSDNOG00000040248	2.504183	5.124026	3.56289
ENSDNOG00000040249	4.373725	5.749676	4.956006
ENSDNOG00000040250	0.9457605	0	0
ENSDNOG00000040251	1.966113	3.402099	4.044945
ENSDNOG00000040255	1.715533	2.94352	3.646163
ENSDNOG00000040256	0.3884585	1.11492	1.519768
ENSDNOG00000040258	3.75446	3.914038	0
ENSDNOG00000040260	3.020803	0	0.08872032
ENSDNOG00000040262	0	2.301983	0
ENSDNOG00000040263	2.475767	2.690634	2.370228
ENSDNOG00000040266	0	0	1.356054
ENSDNOG00000040271	1.628419	4.295466	3.023922
ENSDNOG00000040272	6.704319	7.269921	6.140621
ENSDNOG00000040274	13.35908	13.33219	12.41012
ENSDNOG00000040278	0.1122425	1.27453	1.439597
ENSDNOG00000040279	2.369589	4.178571	3.976162
ENSDNOG00000040280	0	0.5973147	1.505159
ENSDNOG00000040281	0.5670469	0	0
ENSDNOG00000040283	0.09184076	0.1477847	0.0830671
ENSDNOG00000040284	1.622313	2.390527	2.599749
ENSDNOG00000040285	2.938867	3.938229	4.204696
ENSDNOG00000040287	0.8763122	2.577629	1.62308
ENSDNOG00000040288	1.310107	3.058412	2.547033
ENSDNOG00000040289	0.8591466	4.093729	6.214521
ENSDNOG00000040290	0.4248006	7.57176	1.622987
ENSDNOG00000040291	0.03705703	0.2426818	0.5303994
ENSDNOG00000040292	4.131935	6.620124	5.381366
ENSDNOG00000040294	0.06530139	0.05233729	0
ENSDNOG00000040295	0.9086677	4.026127	3.295375
ENSDNOG00000040298	1.254775	3.481092	5.320557
ENSDNOG00000040299	0.471611	0	0
ENSDNOG00000040301	2.583726	4.629869	2.887057
ENSDNOG00000040303	0	0	0.215056
ENSDNOG00000040304	0.4982243	1.422998	0.8018399
ENSDNOG00000040308	1.457174	0.4798028	1.082437
ENSDNOG00000040310	1.942004	3.95265	3.421988
ENSDNOG00000040311	2.965585	5.252136	4.794125
ENSDNOG00000040313	1.303921	2.705624	2.04043
ENSDNOG00000040314	2.493942	3.950804	3.048869
ENSDNOG00000040320	0.6067464	1.948537	1.619028
ENSDNOG00000040321	0.6927869	1.921196	0.940844
ENSDNOG00000040324	1.358329	3.996244	1.671574
ENSDNOG00000040325	0	2.057624	0
ENSDNOG00000040328	0.6338385	1.347887	0.3038135
ENSDNOG00000040329	0	0	1.479277
ENSDNOG00000040330	0	0.2574705	0.2803506
ENSDNOG00000040332	0.1362906	0	0.232156
ENSDNOG00000040333	2.462387	3.17552	3.290958
ENSDNOG00000040335	1.568509	4.075575	3.071716
ENSDNOG00000040336	0.7654083	2.174569	2.242846
ENSDNOG00000040339	3.369177	5.411501	3.806396
ENSDNOG00000040344	0.1275161	0	0
ENSDNOG00000040347	1.527414	2.315813	1.851839
ENSDNOG00000040351	0	1.970659	0.5632587
ENSDNOG00000040354	1.138828	1.903786	1.769023
ENSDNOG00000040359	0.3378835	0	0
ENSDNOG00000040360	0.03995688	0.08657985	1.173524
ENSDNOG00000040363	0.1258427	1.668146	0.1826376
ENSDNOG00000040364	0	6.925916	6.746528
ENSDNOG00000040365	0	0.500233	0.2569394
ENSDNOG00000040367	0.3315504	1.26944	0.5227026
ENSDNOG00000040368	0.9940467	1.118267	0.495514
ENSDNOG00000040370	0.1582258	0	0
ENSDNOG00000040372	0.2645256	0.6967711	0.3620861
ENSDNOG00000040374	0.06329432	0.5200762	1.018912
ENSDNOG00000040375	0.5493744	1.199719	1.686021
ENSDNOG00000040376	0.1576879	0	1.703991
ENSDNOG00000040377	0	0.1490993	0
ENSDNOG00000040383	0.1714861	0.992809	5.340705
ENSDNOG00000040387	9.040495	11.66668	11.11732
ENSDNOG00000040388	0	0	2.715566
ENSDNOG00000040389	0.2940837	2.172459	2.689907
ENSDNOG00000040392	4.99463	0.7596723	0.3704199
ENSDNOG00000040394	1.417267	3.410884	2.79422
ENSDNOG00000040396	1.016411	1.729318	2.371314
ENSDNOG00000040397	1.701766	4.507097	0.8209182
ENSDNOG00000040398	0	3.542877	4.713426
ENSDNOG00000040399	2.057017	3.340584	2.986438
ENSDNOG00000040400	0.5755137	2.854909	3.660313
ENSDNOG00000040402	0.1149945	1.743373	0.329359
ENSDNOG00000040404	0	1.215977	2.568309
ENSDNOG00000040406	0.06099545	0.8678253	1.991133
ENSDNOG00000040411	0.6100225	1.455481	2.423955
ENSDNOG00000040412	0.6680873	3.652934	3.207887
ENSDNOG00000040413	0	0.5281632	0
ENSDNOG00000040414	0	0	1.320606
ENSDNOG00000040417	0.1147513	0.172938	0.8254551
ENSDNOG00000040418	2.874313	2.631207	2.155801
ENSDNOG00000040419	1.376735	1.388542	2.444248
ENSDNOG00000040420	0.1268867	0.07609796	0.246003
ENSDNOG00000040421	0.3688912	0.6728046	0.4079846
ENSDNOG00000040423	1.439623	2.93479	2.415618
ENSDNOG00000040425	0	0	0.04574979
ENSDNOG00000040427	0	1.404702	0.7562069
ENSDNOG00000040429	0.8414716	2.521473	2.276854
ENSDNOG00000040433	0.01081635	1.794183	2.129791
ENSDNOG00000040434	0.457879	0.6565641	0.2275464
ENSDNOG00000040435	1.29986	3.193038	2.231565
ENSDNOG00000040438	1.290979	3.106142	2.018705
ENSDNOG00000040439	0	0.08861491	0
ENSDNOG00000040442	0.1933037	0	0
ENSDNOG00000040445	0.1372344	0.2185568	0.3492033
ENSDNOG00000040447	1.570832	2.664478	1.720918
ENSDNOG00000040448	0.3535362	0.7456426	0.2577613
ENSDNOG00000040449	0.1726398	0.4371191	0.6756299
ENSDNOG00000040451	0	0.4445038	0
ENSDNOG00000040453	1.672308	3.448023	2.721655
ENSDNOG00000040456	1.083705	2.535015	2.217392
ENSDNOG00000040457	1.278181	2.040482	2.141632
ENSDNOG00000040460	0	0.2193798	0
ENSDNOG00000040461	0.2542143	1.317987	2.552264
ENSDNOG00000040463	2.732595	4.158377	4.765116
ENSDNOG00000040465	0.4453157	0.8875744	1.442683
ENSDNOG00000040467	0.4250317	0.7395276	0
ENSDNOG00000040469	0.8171222	0.5768559	0.7504041
ENSDNOG00000040470	0.2640752	0.5147646	0.2508015
ENSDNOG00000040474	0.1312179	0.4519733	0.2330082
ENSDNOG00000040477	0	0.5236232	0
ENSDNOG00000040478	0.7327233	0.3126954	1.11412
ENSDNOG00000040479	0.9651393	2.265803	2.86507
ENSDNOG00000040480	1.827148	0.1475542	0.2017279
ENSDNOG00000040481	1.535757	2.799523	2.422123
ENSDNOG00000040482	0.3011545	0.1436755	3.926445
ENSDNOG00000040483	0.4374302	2.485581	3.997166
ENSDNOG00000040484	0.8891674	1.673613	3.717707
ENSDNOG00000040488	0.7234799	0.1259315	0
ENSDNOG00000040492	0.04742839	0.1266333	0.1776448
ENSDNOG00000040501	1.704031	2.278481	2.255984
ENSDNOG00000040503	0.5764815	1.969826	0.9578997
ENSDNOG00000040504	0.6801587	4.219254	2.537212
ENSDNOG00000040511	0.129573	0.2600052	0
ENSDNOG00000040512	1.666216	2.369592	1.841542
ENSDNOG00000040513	0.4252863	1.702595	0.4212077
ENSDNOG00000040515	1.360555	3.491917	2.801531
ENSDNOG00000040517	0	0.6087705	0
ENSDNOG00000040518	0	0.9106114	2.44728
ENSDNOG00000040520	0.0359876	7.959762	0.1142471
ENSDNOG00000040521	4.603492	0.2118495	0.404756
ENSDNOG00000040522	0.8248102	1.786847	2.056341
ENSDNOG00000040526	0	0	3.206984
ENSDNOG00000040527	2.232971	4.137487	3.236366
ENSDNOG00000040528	0.4144798	6.720388	6.577708
ENSDNOG00000040529	0.08373799	0.4041195	0.7495652
ENSDNOG00000040531	3.979257	5.238489	5.017294
ENSDNOG00000040534	1.489065	4.52964	2.084595
ENSDNOG00000040536	3.165483	3.689154	0
ENSDNOG00000040538	0	0	0.3635614
ENSDNOG00000040540	1.960979	3.275396	2.547092
ENSDNOG00000040541	0.5240195	1.290006	1.395902
ENSDNOG00000040542	0	0.09923748	0.0278747
ENSDNOG00000040543	0	2.33454	0
ENSDNOG00000040544	2.237484	4.411291	4.066408
ENSDNOG00000040546	0.2514901	0.506024	0.3379291
ENSDNOG00000040547	0.4415504	0.3324215	0
ENSDNOG00000040548	0.1290216	0	0
ENSDNOG00000040549	3.150478	6.99287	6.847496
ENSDNOG00000040552	2.245526	2.812206	3.053601
ENSDNOG00000040555	0.2315553	0.7744105	0.9904154
ENSDNOG00000040556	2.013269	5.189674	1.450697
ENSDNOG00000040559	2.431123	2.12355	2.910545
ENSDNOG00000040560	0.689555	2.67969	2.824847
ENSDNOG00000040561	0.2749749	1.607754	2.743429
ENSDNOG00000040565	0	0.2860945	0.3372498
ENSDNOG00000040566	0.3045262	0.1429479	0.9114669
ENSDNOG00000040567	0	0.3879051	0
ENSDNOG00000040569	0	5.591159	6.023981
ENSDNOG00000040571	0.8334884	1.356037	2.008304
ENSDNOG00000040572	0.5206938	1.971435	1.098345
ENSDNOG00000040573	0.4293749	0.316257	0.1369089
ENSDNOG00000040575	1.131585	2.778902	2.997975
ENSDNOG00000040576	1.050355	3.454427	2.26604
ENSDNOG00000040577	0.434001	1.443028	1.3645
ENSDNOG00000040579	1.41819	1.995875	1.903466
ENSDNOG00000040580	0.4905989	1.373013	3.4858
ENSDNOG00000040582	0.6649652	0	0
ENSDNOG00000040583	0.5444389	0.4774649	1.867074
ENSDNOG00000040586	0.4506966	1.469865	1.490242
ENSDNOG00000040587	0.4836801	2.519882	0.882323
ENSDNOG00000040589	1.931335	3.528659	2.810077
ENSDNOG00000040590	0	0.2237574	0.9917916
ENSDNOG00000040591	0.3263487	0	0.9305519
ENSDNOG00000040593	2.147977	4.945734	6.636168
ENSDNOG00000040595	0.03581096	0.06788194	0.1058646
ENSDNOG00000040599	0.9927315	2.447634	2.369023
ENSDNOG00000040600	0.09620962	1.20916	0.05356097
ENSDNOG00000040601	0.0475141	1.270947	2.829427
ENSDNOG00000040604	0	0.6054706	0
ENSDNOG00000040606	0.3626741	0.9988093	0.4398306
ENSDNOG00000040607	7.803769	9.57121	10.97208
ENSDNOG00000040608	0.4923229	1.614861	1.235513
ENSDNOG00000040612	2.879514	3.314582	2.171047
ENSDNOG00000040615	0.2689002	1.752436	2.115912
ENSDNOG00000040616	0.2467097	9.411316	10.12315
ENSDNOG00000040617	0.7614827	2.145508	2.657741
ENSDNOG00000040618	2.777529	4.692946	4.357974
ENSDNOG00000040619	0	0.03907661	0
ENSDNOG00000040621	0.08484597	0.138783	0.6389904
ENSDNOG00000040623	0.1777022	1.796066	0.8903408
ENSDNOG00000040624	1.12362	3.28996	1.909151
ENSDNOG00000040626	1.808908	1.27833	1.740254
ENSDNOG00000040627	1.443686	1.481216	4.116739
ENSDNOG00000040628	2.654665	4.552125	4.40687
ENSDNOG00000040632	0.4811387	1.167519	8.404022
ENSDNOG00000040633	0	0.41965	0.5221863
ENSDNOG00000040636	0.1770886	1.481836	1.535376
ENSDNOG00000040638	1.418033	3.302881	2.604522
ENSDNOG00000040639	0.8917792	1.336683	1.78788
ENSDNOG00000040641	0.7357942	2.030269	0.5003575
ENSDNOG00000040642	1.273844	0.1705648	3.735251
ENSDNOG00000040644	0.05389873	0.401022	0
ENSDNOG00000040645	0	0	0.7285736
ENSDNOG00000040650	0.9881248	2.3649	2.273331
ENSDNOG00000040651	0.4240471	1.648212	2.293759
ENSDNOG00000040652	3.337714	4.21109	3.526632
ENSDNOG00000040653	2.827614	4.101373	3.194111
ENSDNOG00000040658	0	1.048132	0.6985208
ENSDNOG00000040660	0.933201	3.178718	1.963363
ENSDNOG00000040663	4.33244	2.083292	0.6434637
ENSDNOG00000040664	5.617096	7.408839	6.659953
ENSDNOG00000040667	1.777443	3.36595	2.614702
ENSDNOG00000040668	0.02318181	0.04703926	0.1691092
ENSDNOG00000040670	0.6529371	4.431864	3.275089
ENSDNOG00000040672	1.022545	1.785588	1.922502
ENSDNOG00000040674	2.085275	5.277907	4.301375
ENSDNOG00000040677	0.2072407	0.6229322	1.331442
ENSDNOG00000040678	3.932496	6.594586	5.667972
ENSDNOG00000040679	0.9316884	1.65602	1.94176
ENSDNOG00000040680	0.4683331	1.12146	8.184389
ENSDNOG00000040681	0.2910589	1.105001	1.469089
ENSDNOG00000040686	0	4.066287	0.09292455
ENSDNOG00000040687	0.7950596	2.038499	3.298768
ENSDNOG00000040688	0.5276819	0.6569649	0.6283574
ENSDNOG00000040689	5.050602	1.234035	1.311369
ENSDNOG00000040691	2.46003	3.798331	3.07808
ENSDNOG00000040694	0.5882471	3.236092	1.982933
ENSDNOG00000040696	0	0.5475061	0
ENSDNOG00000040701	0.8622387	2.139587	2.399204
ENSDNOG00000040703	0	0.2490229	0.9728235
ENSDNOG00000040706	0	0.08715825	0
ENSDNOG00000040708	0	0.1447251	0.3749237
ENSDNOG00000040710	0	7.14226	8.076591
ENSDNOG00000040713	0.38163	0.6515601	1.010715
ENSDNOG00000040714	0.08352479	0	0.1628056
ENSDNOG00000040715	0.1715169	1.943996	2.693139
ENSDNOG00000040717	0.9864088	0	2.991486
ENSDNOG00000040719	1.757326	3.348309	2.806514
ENSDNOG00000040720	0	0.2215072	0
ENSDNOG00000040721	0	0.09885826	0.09614255
ENSDNOG00000040722	3.455937	5.305879	4.876927
ENSDNOG00000040724	0.5480331	2.224852	2.056136
ENSDNOG00000040725	1.706588	3.40127	2.911987
ENSDNOG00000040726	0.4185019	1.073347	0.9986006
ENSDNOG00000040727	0	3.202993	1.897268
ENSDNOG00000040728	3.860953	5.583865	4.862109
ENSDNOG00000040730	0.2861667	0.8480779	2.052256
ENSDNOG00000040731	0.8579324	2.91023	2.725137
ENSDNOG00000040732	2.081452	2.488656	2.952593
ENSDNOG00000040733	0.7541966	2.163418	1.383993
ENSDNOG00000040734	2.118828	3.978672	3.4589
ENSDNOG00000040735	0.05046339	0	0.2448724
ENSDNOG00000040738	1.473714	3.369803	2.354494
ENSDNOG00000040739	1.058725	2.345331	2.844898
ENSDNOG00000040740	0	0.7679675	0
ENSDNOG00000040741	1.486771	2.962965	3.207527
ENSDNOG00000040742	1.561698	3.625902	3.412122
ENSDNOG00000040744	0.4592249	1.492289	1.509802
ENSDNOG00000040745	0.1158443	0	0.3694944
ENSDNOG00000040748	0.6576437	1.211754	1.292746
ENSDNOG00000040751	0	0.7155508	0
ENSDNOG00000040752	0	0.9671516	0.2661161
ENSDNOG00000040755	0.1742108	3.102116	4.278096
ENSDNOG00000040756	1.11394	3.930851	2.73062
ENSDNOG00000040758	0	5.275707	0.3944187
ENSDNOG00000040761	1.494083	4.584626	3.161115
ENSDNOG00000040762	0	0.3491626	0
ENSDNOG00000040763	3.140358	4.352241	6.944245
ENSDNOG00000040767	0.108972	0	0
ENSDNOG00000040768	2.490814	3.943987	2.356865
ENSDNOG00000040771	0	0	0.6442162
ENSDNOG00000040772	0.454178	2.881177	0.8419329
ENSDNOG00000040773	0.1830901	0.9271296	1.14976
ENSDNOG00000040774	0.08535667	1.424702	0.6761266
ENSDNOG00000040779	2.928181	4.943124	4.278528
ENSDNOG00000040780	0.2723899	0	0.4161934
ENSDNOG00000040781	1.890501	3.856378	4.115982
ENSDNOG00000040784	0.5942628	2.033712	5.280314
ENSDNOG00000040787	0.2424428	0	0
ENSDNOG00000040788	2.425391	4.469219	3.758447
ENSDNOG00000040789	0.8790768	1.263257	1.113347
ENSDNOG00000040792	0.2265381	0.8768733	0
ENSDNOG00000040794	4.252855	5.256014	4.701754
ENSDNOG00000040796	0.5462322	3.413063	3.397533
ENSDNOG00000040797	0.1692914	1.613569	2.196317
ENSDNOG00000040798	2.21637	5.057078	4.258636
ENSDNOG00000040799	1.147899	2.27069	1.943595
ENSDNOG00000040800	0.3336997	1.569302	1.585837
ENSDNOG00000040803	5.934481	6.55533	5.701042
ENSDNOG00000040804	2.401663	2.828693	3.668981
ENSDNOG00000040807	0.1793989	1.652243	2.231918
ENSDNOG00000040808	5.233493	6.452712	4.835636
ENSDNOG00000040809	0.3759024	2.282478	3.666529
ENSDNOG00000040813	2.364502	2.57239	3.929441
ENSDNOG00000040814	0	0.5934991	2.513551
ENSDNOG00000040815	1.379161	0.07307025	0.05455109
ENSDNOG00000040816	1.047664	2.459809	2.565575
ENSDNOG00000040817	0.4980925	2.467848	2.414403
ENSDNOG00000040820	2.879896	0	0
ENSDNOG00000040824	0.5014636	2.443652	1.535003
ENSDNOG00000040826	0.2589542	0.92813	1.616071
ENSDNOG00000040828	1.142335	0.7251243	3.790334
ENSDNOG00000040831	0.971229	2.102238	2.778185
ENSDNOG00000040834	0.5565618	1.030428	0.2216754
ENSDNOG00000040836	0.558394	1.250216	1.180466
ENSDNOG00000040837	0.06485127	1.404266	2.523165
ENSDNOG00000040838	0	0.2735851	0
ENSDNOG00000040840	1.387076	1.951457	1.814948
ENSDNOG00000040841	0.3602036	2.331854	4.362442
ENSDNOG00000040844	0.2497269	0.5113213	0.1296028
ENSDNOG00000040845	0.3030653	0.0808732	0.06138705
ENSDNOG00000040848	0.60163	1.396554	1.022993
ENSDNOG00000040850	0.2776206	0.983542	0.7375786
ENSDNOG00000040853	0.1100195	0.6665285	1.259031
ENSDNOG00000040856	0.03029017	0.07419919	0.1847386
ENSDNOG00000040858	1.857312	3.750403	3.980912
ENSDNOG00000040859	0.05195797	0.383571	0.4061524
ENSDNOG00000040861	0.2869178	0.1193386	1.800355
ENSDNOG00000040862	0	1.963533	5.193153
ENSDNOG00000040863	0.8640994	0	0
ENSDNOG00000040865	1.07238	2.369539	2.214271
ENSDNOG00000040866	0.1294599	0	1.619972
ENSDNOG00000040867	1.259141	2.71275	2.125754
ENSDNOG00000040869	0.9116624	1.566857	0.7322197
ENSDNOG00000040870	0	0	0.2689948
ENSDNOG00000040871	0	0	0.2057028
ENSDNOG00000040873	0.08526515	0.9160356	0.6542302
ENSDNOG00000040874	1.044478	1.471193	1.571871
ENSDNOG00000040876	2.936581	4.708378	4.573126
ENSDNOG00000040877	0	0	0.8918562
ENSDNOG00000040880	1.387754	4.750598	5.107446
ENSDNOG00000040881	0.05216364	0.3046127	0
