brain	liver	testis
ENSTBEG00000000556	2.6172975	1.963207	NA
ENSTBEG00000000557	0.2103138	0	NA
ENSTBEG00000000558	0	0	NA
ENSTBEG00000000559	4.9023615	3.74087625	NA
ENSTBEG00000000560	1.6572295	2.89386325	NA
ENSTBEG00000000561	6.6519105	4.90475025	NA
ENSTBEG00000000562	1.32031585	0.268626125	NA
ENSTBEG00000000563	0.688637	0	NA
ENSTBEG00000000564	3.476991	3.0743685	NA
ENSTBEG00000000565	0	0.34436815	NA
ENSTBEG00000000566	0.83110035	0	NA
ENSTBEG00000000567	0	0	NA
ENSTBEG00000000568	3.664571	5.5049595	NA
ENSTBEG00000000569	11.828605	7.590138	NA
ENSTBEG00000000570	0	0.05377965	NA
ENSTBEG00000000571	3.729958	2.96956	NA
ENSTBEG00000000572	0	0.190049925	NA
ENSTBEG00000000573	1.663553	1.7248946	NA
ENSTBEG00000000574	0.2414773	0	NA
ENSTBEG00000000575	2.7476105	2.16656	NA
ENSTBEG00000000576	1.04145285	0.0360599	NA
ENSTBEG00000000577	5.9133515	6.46271175	NA
ENSTBEG00000000578	3.1001495	8.52422775	NA
ENSTBEG00000000579	0.7082773	6.02265725	NA
ENSTBEG00000000580	0.45830415	0.516848475	NA
ENSTBEG00000000581	0.878528	5.91752075	NA
ENSTBEG00000000582	0	0	NA
ENSTBEG00000000583	0	0.0441107	NA
ENSTBEG00000000584	4.8184405	4.512536	NA
ENSTBEG00000000585	4.378564	4.4559375	NA
ENSTBEG00000000586	3.5255085	3.56357775	NA
ENSTBEG00000000587	2.0669675	2.50713675	NA
ENSTBEG00000000588	0.75828455	0.835027775	NA
ENSTBEG00000000589	0.69546475	0.436508225	NA
ENSTBEG00000000590	0	0	NA
ENSTBEG00000000591	4.0352505	4.6064745	NA
ENSTBEG00000000592	5.3481495	4.23211625	NA
ENSTBEG00000000593	0.30362645	0.191449575	NA
ENSTBEG00000000594	6.1597225	2.02822175	NA
ENSTBEG00000000595	0.9641182	0.7822631025	NA
ENSTBEG00000000596	8.163923	7.02634975	NA
ENSTBEG00000000597	4.5150755	3.70188525	NA
ENSTBEG00000000598	0.54651445	5.00400425	NA
ENSTBEG00000000599	5.9871415	5.45263625	NA
ENSTBEG00000000600	5.08173	6.22496225	NA
ENSTBEG00000000601	1.08371365	1.89130725	NA
ENSTBEG00000000602	1.04908715	0.0058156825	NA
ENSTBEG00000000603	4.281192	1.58224675	NA
ENSTBEG00000000604	0	0.923934	NA
ENSTBEG00000000605	3.7991135	3.2793425	NA
ENSTBEG00000000606	0.4713601	0.1354575	NA
ENSTBEG00000000607	0	1.50611035	NA
ENSTBEG00000000608	3.927783	8.12095975	NA
ENSTBEG00000000609	0	0	NA
ENSTBEG00000000610	0	0	NA
ENSTBEG00000000611	2.114142	1.25893325	NA
ENSTBEG00000000612	4.5906185	0.653220425	NA
ENSTBEG00000000613	0	0.04040775	NA
ENSTBEG00000000614	3.7410385	2.76249375	NA
ENSTBEG00000000615	3.863311	1.39479825	NA
ENSTBEG00000000616	5.878185	0.773557	NA
ENSTBEG00000000617	0.67545285	1.675744925	NA
ENSTBEG00000000618	3.0244225	3.78117175	NA
ENSTBEG00000000619	0.0638507	0.395115525	NA
ENSTBEG00000000620	0.845458	0.10565692	NA
ENSTBEG00000000621	0	0	NA
ENSTBEG00000000622	5.8709105	7.6174945	NA
ENSTBEG00000000623	8.412545	5.84080175	NA
ENSTBEG00000000624	0.4433785	0.496578775	NA
ENSTBEG00000000625	6.11111	4.888557	NA
ENSTBEG00000000626	0.6310323	1.37197105	NA
ENSTBEG00000000627	1.05895145	1.523124325	NA
ENSTBEG00000000628	6.774479	0.136396085	NA
ENSTBEG00000000629	0	0	NA
ENSTBEG00000000630	3.81749	3.69365575	NA
ENSTBEG00000000631	4.8136175	0.941799025	NA
ENSTBEG00000000632	2.703737	4.883649	NA
ENSTBEG00000000633	3.5837285	7.682994	NA
ENSTBEG00000000634	3.691575	1.99962375	NA
ENSTBEG00000000635	0.046097225	0	NA
ENSTBEG00000000636	4.5338625	2.94389525	NA
ENSTBEG00000000637	4.7906075	3.57698675	NA
ENSTBEG00000000638	6.6399355	4.512371	NA
ENSTBEG00000000639	3.0563755	2.76044725	NA
ENSTBEG00000000640	4.4436685	1.314145925	NA
ENSTBEG00000000641	0.4670613	0	NA
ENSTBEG00000000642	5.789628	5.39373825	NA
ENSTBEG00000000643	0	0	NA
ENSTBEG00000000644	6.470517	5.4283385	NA
ENSTBEG00000000645	3.660097	4.49568225	NA
ENSTBEG00000000646	5.6502705	0.15737487	NA
ENSTBEG00000000647	0	0	NA
ENSTBEG00000000648	5.571416	5.03399175	NA
ENSTBEG00000000649	5.996306	8.28531275	NA
ENSTBEG00000000650	0.6728855	1.44247025	NA
ENSTBEG00000000651	0	0	NA
ENSTBEG00000000652	0.3256025	0.055961265	NA
ENSTBEG00000000653	4.194339	3.45132725	NA
ENSTBEG00000000654	5.43779	5.75409275	NA
ENSTBEG00000000655	1.2644595	0.771610825	NA
ENSTBEG00000000656	5.260121	2.8962455	NA
ENSTBEG00000000657	3.986804	2.53224475	NA
ENSTBEG00000000658	2.4785225	2.51069065	NA
ENSTBEG00000000659	1.781991	0.58935945	NA
ENSTBEG00000000660	2.9343835	2.931379	NA
ENSTBEG00000000661	6.2505665	3.13588225	NA
ENSTBEG00000000662	0.901412	2.64379875	NA
ENSTBEG00000000663	0.0639413	0	NA
ENSTBEG00000000664	6.898188	4.29655325	NA
ENSTBEG00000000665	0	0	NA
ENSTBEG00000000666	6.1066025	4.847106	NA
ENSTBEG00000000667	6.8556765	3.70717525	NA
ENSTBEG00000000668	2.853445	0.446328675	NA
ENSTBEG00000000669	7.556385	2.15678225	NA
ENSTBEG00000000670	1.574035	4.69780275	NA
ENSTBEG00000000671	0	0	NA
ENSTBEG00000000672	2.237238	1.98203275	NA
ENSTBEG00000000673	3.820512	2.64436375	NA
ENSTBEG00000000674	4.9788955	3.85441625	NA
ENSTBEG00000000675	0	0	NA
ENSTBEG00000000676	2.289097	1.05383605	NA
ENSTBEG00000000677	7.2011705	5.0748045	NA
ENSTBEG00000000678	0	0	NA
ENSTBEG00000000679	4.2858415	3.5223975	NA
ENSTBEG00000000680	3.0361905	0	NA
ENSTBEG00000000681	4.191601	3.08763525	NA
ENSTBEG00000000682	0.85558845	0.026476025	NA
ENSTBEG00000000683	2.992113	1.9935948	NA
ENSTBEG00000000684	0.30789505	0	NA
ENSTBEG00000000685	0	0	NA
ENSTBEG00000000686	0	0	NA
ENSTBEG00000000687	4.6393125	3.54829475	NA
ENSTBEG00000000688	3.6793005	4.99100075	NA
ENSTBEG00000000689	5.3221295	4.736463	NA
ENSTBEG00000000690	4.495224	2.80353075	NA
ENSTBEG00000000691	0	0	NA
ENSTBEG00000000692	5.4187635	2.87849175	NA
ENSTBEG00000000693	7.229019	6.7425345	NA
ENSTBEG00000000694	0.090488425	0.55272295	NA
ENSTBEG00000000695	3.6515845	0.134705575	NA
ENSTBEG00000000696	6.5413645	5.48154	NA
ENSTBEG00000000697	0.2814487	1.51272645	NA
ENSTBEG00000000698	6.5660275	0.153211875	NA
ENSTBEG00000000699	1.822217	0.4996561	NA
ENSTBEG00000000700	1.540186	1.29586425	NA
ENSTBEG00000000701	5.4768515	4.964178	NA
ENSTBEG00000000702	0.8057595	3.78726625	NA
ENSTBEG00000000703	2.3610255	2.4773335	NA
ENSTBEG00000000704	3.56006	3.37657175	NA
ENSTBEG00000000705	4.0946555	2.2864535	NA
ENSTBEG00000000706	3.8492335	0.917139125	NA
ENSTBEG00000000707	4.936716	2.119522	NA
ENSTBEG00000000708	0	0	NA
ENSTBEG00000000709	0	0	NA
ENSTBEG00000000710	3.0404415	1.74916375	NA
ENSTBEG00000000711	1.9194195	2.56921625	NA
ENSTBEG00000000712	0	0	NA
ENSTBEG00000000713	2.373303	3.24057	NA
ENSTBEG00000000714	7.9312325	5.25209775	NA
ENSTBEG00000000715	6.6009235	3.64741025	NA
ENSTBEG00000000716	1.395602	0	NA
ENSTBEG00000000717	2.173851	0.711804375	NA
ENSTBEG00000000718	4.6950805	3.89797525	NA
ENSTBEG00000000719	5.0939805	4.490587	NA
ENSTBEG00000000720	3.7291985	3.987754	NA
ENSTBEG00000000721	0.3075905	0.3936367	NA
ENSTBEG00000000722	0	0	NA
ENSTBEG00000000723	4.7392895	2.6892525	NA
ENSTBEG00000000724	1.6487995	0.507584525	NA
ENSTBEG00000000725	4.550178	2.6151165	NA
ENSTBEG00000000726	0	0	NA
ENSTBEG00000000727	5.8460765	4.238786	NA
ENSTBEG00000000728	2.018979	0.619789975	NA
ENSTBEG00000000729	1.5959021	0.037869575	NA
ENSTBEG00000000730	0.28019805	0.154650075	NA
ENSTBEG00000000731	1.663707	0.499217925	NA
ENSTBEG00000000732	4.9625135	0.072948025	NA
ENSTBEG00000000733	0	0.78283725	NA
ENSTBEG00000000734	2.8139715	0.12778156	NA
ENSTBEG00000000735	0	0	NA
ENSTBEG00000000736	5.492989	8.11884	NA
ENSTBEG00000000737	3.5462495	4.2371485	NA
ENSTBEG00000000738	5.7363485	4.75051825	NA
ENSTBEG00000000739	2.8091995	4.06593725	NA
ENSTBEG00000000740	5.4683155	5.40837875	NA
ENSTBEG00000000741	2.990933	4.2945835	NA
ENSTBEG00000000742	3.269102	2.59913475	NA
ENSTBEG00000000743	3.4658	3.0671635	NA
ENSTBEG00000000744	0.23340595	0.299718075	NA
ENSTBEG00000000745	3.3964625	6.0270505	NA
ENSTBEG00000000746	0	0	NA
ENSTBEG00000000747	0	0	NA
ENSTBEG00000000748	3.9714185	4.1169475	NA
ENSTBEG00000000749	3.003161	3.51423875	NA
ENSTBEG00000000750	0.1520426	0.02182392	NA
ENSTBEG00000000751	0.03746176	0	NA
ENSTBEG00000000752	2.5675365	0.0173934425	NA
ENSTBEG00000000753	3.5453965	4.19514825	NA
ENSTBEG00000000754	0	0.7789177	NA
ENSTBEG00000000755	0	0.06865657	NA
ENSTBEG00000000756	0.7357518	0.3908072	NA
ENSTBEG00000000757	1.33445	1.484528	NA
ENSTBEG00000000758	2.986771	9.14525025	NA
ENSTBEG00000000759	2.02298715	7.02107675	NA
ENSTBEG00000000760	2.1718705	2.240183025	NA
ENSTBEG00000000761	1.7503035	0.6361488	NA
ENSTBEG00000000762	3.7510105	3.85516775	NA
ENSTBEG00000000763	2.317853	2.368151	NA
ENSTBEG00000000764	2.5945055	2.68219775	NA
ENSTBEG00000000765	5.972386	5.96378175	NA
ENSTBEG00000000766	2.087462	0	NA
ENSTBEG00000000767	4.3944535	4.502661	NA
ENSTBEG00000000768	3.917191	5.42169625	NA
ENSTBEG00000000769	1.409005	0	NA
ENSTBEG00000000770	5.293955	5.25384375	NA
ENSTBEG00000000771	0.7345354	4.98032825	NA
ENSTBEG00000000772	2.9897905	3.07464075	NA
ENSTBEG00000000773	4.879715	5.735199	NA
ENSTBEG00000000774	0	0.0232620775	NA
ENSTBEG00000000775	1.03378935	3.11079	NA
ENSTBEG00000000776	2.2943345	2.55905	NA
ENSTBEG00000000777	2.7248095	1.1919023	NA
ENSTBEG00000000778	4.351971	2.02117225	NA
ENSTBEG00000000779	5.4955995	4.1548675	NA
ENSTBEG00000000780	3.2509545	0.02546035	NA
ENSTBEG00000000781	0	0.512274225	NA
ENSTBEG00000000782	4.1644895	2.46960475	NA
ENSTBEG00000000783	1.7642505	6.35801625	NA
ENSTBEG00000000784	8.489739	0.0550546775	NA
ENSTBEG00000000785	0	1.2170945	NA
ENSTBEG00000000786	0	0	NA
ENSTBEG00000000787	3.332748	4.25148325	NA
ENSTBEG00000000788	2.7440615	2.10765625	NA
ENSTBEG00000000789	1.534916	3.70147375	NA
ENSTBEG00000000790	6.60136	4.38586275	NA
ENSTBEG00000000791	0	0	NA
ENSTBEG00000000792	5.533957	4.43788475	NA
ENSTBEG00000000793	4.651549	0.673816575	NA
ENSTBEG00000000794	0	0	NA
ENSTBEG00000000795	2.516526	1.95109325	NA
ENSTBEG00000000796	3.2864145	1.836433	NA
ENSTBEG00000000797	3.868741	0.389694675	NA
ENSTBEG00000000798	5.7004375	6.0611005	NA
ENSTBEG00000000799	0.37541385	2.66238425	NA
ENSTBEG00000000800	5.556864	2.8718215	NA
ENSTBEG00000000801	0.0869545	0.429037575	NA
ENSTBEG00000000802	0.69907285	4.5435525	NA
ENSTBEG00000000803	0	0	NA
ENSTBEG00000000804	1.0725761	4.17726	NA
ENSTBEG00000000805	0	5.7424595	NA
ENSTBEG00000000806	2.58864105	1.799407	NA
ENSTBEG00000000807	10.80078	10.3761275	NA
ENSTBEG00000000808	9.0859805	1.1418617	NA
ENSTBEG00000000809	5.1539695	3.983283	NA
ENSTBEG00000000810	0.10352285	0	NA
ENSTBEG00000000811	1.9972545	1.53994975	NA
ENSTBEG00000000812	0	0	NA
ENSTBEG00000000813	0	0	NA
ENSTBEG00000000814	2.6735835	4.60895175	NA
ENSTBEG00000000815	0	0	NA
ENSTBEG00000000816	3.7849675	2.5079715	NA
ENSTBEG00000000817	4.0776185	1.81008675	NA
ENSTBEG00000000818	0.9138465	0	NA
ENSTBEG00000000819	4.0508335	3.07960125	NA
ENSTBEG00000000820	0	0	NA
ENSTBEG00000000821	3.4961085	3.30094325	NA
ENSTBEG00000000822	0.7879145	0.03448086	NA
ENSTBEG00000000823	5.5128175	3.4440785	NA
ENSTBEG00000000824	1.7369675	0.890273975	NA
ENSTBEG00000000825	0	0	NA
ENSTBEG00000000826	0.856529	0.66375075	NA
ENSTBEG00000000827	1.6377475	1.74619025	NA
ENSTBEG00000000828	5.7312275	2.32826	NA
ENSTBEG00000000829	0.65592995	1.804161875	NA
ENSTBEG00000000830	0	0	NA
ENSTBEG00000000831	0.62506485	0.6924105	NA
ENSTBEG00000000832	4.6602705	2.47249525	NA
ENSTBEG00000000833	0	0	NA
ENSTBEG00000000834	0	1.44488355	NA
ENSTBEG00000000835	3.745339	2.9746865	NA
ENSTBEG00000000836	0	0	NA
ENSTBEG00000000837	0.64610585	3.19283225	NA
ENSTBEG00000000838	0.03059335	0.05582649	NA
ENSTBEG00000000839	0	0	NA
ENSTBEG00000000840	0	0	NA
ENSTBEG00000000841	2.4977275	2.984599	NA
ENSTBEG00000000842	4.709794	3.60899925	NA
ENSTBEG00000000843	0	1.22835695	NA
ENSTBEG00000000844	0.1425851	0.2777645	NA
ENSTBEG00000000845	2.069371	2.69241925	NA
ENSTBEG00000000846	4.497094	0.026081675	NA
ENSTBEG00000000847	1.02872835	0.0177547925	NA
ENSTBEG00000000848	0	0.41142075	NA
ENSTBEG00000000849	1.7192735	3.040498	NA
ENSTBEG00000000850	0.350747	1.410460775	NA
ENSTBEG00000000851	0.92091135	0.757403175	NA
ENSTBEG00000000852	5.4518565	3.9901815	NA
ENSTBEG00000000853	5.7226075	0.271379675	NA
ENSTBEG00000000854	2.366286	4.960164	NA
ENSTBEG00000000855	0.16802095	0.025882975	NA
ENSTBEG00000000856	4.605678	4.96920275	NA
ENSTBEG00000000857	2.726565	2.965616	NA
ENSTBEG00000000858	0	13.113355	NA
ENSTBEG00000000859	6.6070705	4.97122625	NA
ENSTBEG00000000860	2.0060315	1.94791815	NA
ENSTBEG00000000861	1.42449415	0.149206175	NA
ENSTBEG00000000862	2.6290635	2.57867425	NA
ENSTBEG00000000863	4.4161665	0.852489025	NA
ENSTBEG00000000864	0	0	NA
ENSTBEG00000000865	5.2797435	3.94506575	NA
ENSTBEG00000000866	0.81046705	1.2580072	NA
ENSTBEG00000000867	1.6296615	0.0164782575	NA
ENSTBEG00000000868	0.2592741	0.22111885	NA
ENSTBEG00000000869	3.7953925	0.1366976	NA
ENSTBEG00000000870	8.043292	2.00450125	NA
ENSTBEG00000000871	0.77494985	0.2073047775	NA
ENSTBEG00000000872	3.6520125	6.0113235	NA
ENSTBEG00000000873	3.2826485	2.34948425	NA
ENSTBEG00000000874	0.0689904	0.0517643975	NA
ENSTBEG00000000875	0	0.351964075	NA
ENSTBEG00000000876	3.2428725	5.42911075	NA
ENSTBEG00000000877	4.712107	6.25054575	NA
ENSTBEG00000000878	1.3695226	0.1086012225	NA
ENSTBEG00000000879	3.765255	4.38776725	NA
ENSTBEG00000000880	0	0	NA
ENSTBEG00000000881	2.8387665	0.650211725	NA
ENSTBEG00000000882	2.8082955	1.21313725	NA
ENSTBEG00000000883	5.6233135	0.810196225	NA
ENSTBEG00000000884	6.0414965	5.9263255	NA
ENSTBEG00000000885	0.7323098	11.2684025	NA
ENSTBEG00000000886	0	0	NA
ENSTBEG00000000887	0	0	NA
ENSTBEG00000000888	0.834781	3.24420725	NA
ENSTBEG00000000889	2.242229	0.750894	NA
ENSTBEG00000000890	0	0	NA
ENSTBEG00000000891	4.79829	3.578829	NA
ENSTBEG00000000892	2.351393	0.1192684275	NA
ENSTBEG00000000893	1.1045316	0	NA
ENSTBEG00000000894	0	0.809801	NA
ENSTBEG00000000895	3.768333	3.9603235	NA
ENSTBEG00000000896	2.883266	0	NA
ENSTBEG00000000897	1.959325	0.0893635	NA
ENSTBEG00000000898	0.63913635	0.06026257	NA
ENSTBEG00000000899	4.3108275	1.093330275	NA
ENSTBEG00000000900	0.1201199	1.3728041	NA
ENSTBEG00000000901	0	0	NA
ENSTBEG00000000902	0.08266191	0	NA
ENSTBEG00000000903	0	0	NA
ENSTBEG00000000904	0.2190957	0.084720155	NA
ENSTBEG00000000905	0.05379225	0.61652295	NA
ENSTBEG00000000906	2.087545	1.4952434	NA
ENSTBEG00000000907	1.6507545	1.9455385	NA
ENSTBEG00000000908	0.37296605	0.0031385825	NA
ENSTBEG00000000909	3.173409	1.052678425	NA
ENSTBEG00000000910	3.385045	2.0876775	NA
ENSTBEG00000000911	0	0	NA
ENSTBEG00000000912	0	0.140603525	NA
ENSTBEG00000000913	3.413001	0.836210225	NA
ENSTBEG00000000914	1.4599565	2.25785905	NA
ENSTBEG00000000915	0.27453095	0.09044585	NA
ENSTBEG00000000916	1.853786	3.740868	NA
ENSTBEG00000000917	3.7157275	1.9386485	NA
ENSTBEG00000000918	0.09648295	0.016182265	NA
ENSTBEG00000000919	7.086656	8.60016325	NA
ENSTBEG00000000920	6.427018	3.27572775	NA
ENSTBEG00000000921	2.8062425	1.6446885	NA
ENSTBEG00000000922	3.1116495	1.97353	NA
ENSTBEG00000000923	2.9204785	2.44959575	NA
ENSTBEG00000000924	2.3327665	2.247141825	NA
ENSTBEG00000000925	5.0384075	0.006239475	NA
ENSTBEG00000000926	0	0.83811725	NA
ENSTBEG00000000927	3.383004	0.9761008	NA
ENSTBEG00000000928	4.9101455	4.7887165	NA
ENSTBEG00000000929	0.65390365	0.11726478	NA
ENSTBEG00000000930	3.5474715	2.01761925	NA
ENSTBEG00000000931	3.7271545	0.177011625	NA
ENSTBEG00000000932	1.690008	4.20166	NA
ENSTBEG00000000933	0.4009047	0.0527945075	NA
ENSTBEG00000000934	0.51568015	0.4311329	NA
ENSTBEG00000000935	3.6036075	1.79769475	NA
ENSTBEG00000000936	8.131821	6.3531745	NA
ENSTBEG00000000937	1.0493605	0	NA
ENSTBEG00000000938	0.3075575	0	NA
ENSTBEG00000000939	0	0	NA
ENSTBEG00000000940	5.1201195	1.00362915	NA
ENSTBEG00000000941	7.9659295	5.838647	NA
ENSTBEG00000000942	3.939939	2.5457585	NA
ENSTBEG00000000943	5.928453	3.758102	NA
ENSTBEG00000000944	4.516172	3.39103175	NA
ENSTBEG00000000945	5.0707395	3.64655525	NA
ENSTBEG00000000946	0.28976205	0	NA
ENSTBEG00000000947	0	0.0477747025	NA
ENSTBEG00000000948	1.962851	0.1955691925	NA
ENSTBEG00000000949	0.6210785	0.213822725	NA
ENSTBEG00000000950	4.946132	5.02311775	NA
ENSTBEG00000000951	9.9330675	5.46766525	NA
ENSTBEG00000000952	0.55186005	0	NA
ENSTBEG00000000953	4.8499985	4.2040725	NA
ENSTBEG00000000954	4.398211	2.47644375	NA
ENSTBEG00000000955	0	0.0054375475	NA
ENSTBEG00000000956	5.729104	2.625399	NA
ENSTBEG00000000957	1.222555	0.226208725	NA
ENSTBEG00000000958	5.4590155	5.56657	NA
ENSTBEG00000000959	0.86823835	1.27481215	NA
ENSTBEG00000000960	3.5191425	0.259291	NA
ENSTBEG00000000961	1.797816	1.258119625	NA
ENSTBEG00000000962	3.879265	3.49972325	NA
ENSTBEG00000000963	0.21246265	0.0329274	NA
ENSTBEG00000000964	3.183963	2.15933175	NA
ENSTBEG00000000965	0.40372525	0.06106255	NA
ENSTBEG00000000966	0.04977391	0.069432945	NA
ENSTBEG00000000967	4.751178	2.89873075	NA
ENSTBEG00000000968	1.667249	0.241560175	NA
ENSTBEG00000000969	7.042652	5.66518675	NA
ENSTBEG00000000970	0	0	NA
ENSTBEG00000000971	0	0	NA
ENSTBEG00000000972	0.117254535	0.112463175	NA
ENSTBEG00000000973	7.5093805	8.4345395	NA
ENSTBEG00000000974	2.3063745	0.685207775	NA
ENSTBEG00000000975	0.536475	0	NA
ENSTBEG00000000976	2.612507	3.144163	NA
ENSTBEG00000000977	4.1814375	2.428303975	NA
ENSTBEG00000000978	4.2528905	2.05804525	NA
ENSTBEG00000000979	7.215709	0	NA
ENSTBEG00000000980	2.055095	1.6600454	NA
ENSTBEG00000000981	0.3902378	1.12708335	NA
ENSTBEG00000000982	1.2580465	0.646050125	NA
ENSTBEG00000000983	0	8.20332075	NA
ENSTBEG00000000984	1.2303085	0	NA
ENSTBEG00000000985	0.4768155	0	NA
ENSTBEG00000000986	7.6329575	6.58765875	NA
ENSTBEG00000000987	0	0	NA
ENSTBEG00000000988	3.0325545	1.093926725	NA
ENSTBEG00000000989	0	0	NA
ENSTBEG00000000990	5.5468055	5.590945	NA
ENSTBEG00000000991	1.8647	4.863467	NA
ENSTBEG00000000992	3.3724115	1.067057125	NA
ENSTBEG00000000993	1.2973965	2.6966535	NA
ENSTBEG00000000994	2.548093	2.283002	NA
ENSTBEG00000000995	2.785002	0.1732773325	NA
ENSTBEG00000000996	1.803968	3.3693015	NA
ENSTBEG00000000997	0.17220065	7.38617475	NA
ENSTBEG00000000998	0.19865725	0	NA
ENSTBEG00000000999	5.3697955	5.35413375	NA
ENSTBEG00000001000	0.31922275	0.0810223825	NA
ENSTBEG00000001001	3.5033415	2.6488635	NA
ENSTBEG00000001002	0.31483319	0.1037417975	NA
ENSTBEG00000001003	3.7118455	2.3995185	NA
ENSTBEG00000001004	6.875611	7.21807725	NA
ENSTBEG00000001005	0	0.7123729	NA
ENSTBEG00000001006	0	0	NA
ENSTBEG00000001007	0.85108385	1.951014	NA
ENSTBEG00000001008	0.5721123	0	NA
ENSTBEG00000001009	2.283905	0.0712542075	NA
ENSTBEG00000001010	3.5643665	0.20614679	NA
ENSTBEG00000001011	1.781493	1.738804575	NA
ENSTBEG00000001012	0.2324197	3.04455125	NA
ENSTBEG00000001013	5.4572525	2.49554975	NA
ENSTBEG00000001014	3.598958	3.02246275	NA
ENSTBEG00000001015	9.387634	6.930592	NA
ENSTBEG00000001016	4.9382365	4.39500625	NA
ENSTBEG00000001017	0.5124825	0.14582825	NA
ENSTBEG00000001018	2.324919	0.7544431	NA
ENSTBEG00000001019	8.357278	1.185412075	NA
ENSTBEG00000001020	8.6624035	7.404984	NA
ENSTBEG00000001021	5.7308695	0.95373045	NA
ENSTBEG00000001022	3.687907	0.5415518675	NA
ENSTBEG00000001023	3.459021	3.83273875	NA
ENSTBEG00000001024	0.190571	0.0860729675	NA
ENSTBEG00000001025	4.855432	1.039938225	NA
ENSTBEG00000001026	0	1.179512175	NA
ENSTBEG00000001027	1.00262475	1.08532915	NA
ENSTBEG00000001028	3.2034365	3.514216	NA
ENSTBEG00000001029	2.560851	0.782342825	NA
ENSTBEG00000001030	0.5193072	0.012289365	NA
ENSTBEG00000001031	2.424909	1.88560775	NA
ENSTBEG00000001032	0.27760375	0	NA
ENSTBEG00000001033	5.0727595	5.12602875	NA
ENSTBEG00000001034	5.501899	0.91924075	NA
ENSTBEG00000001035	1.999985	3.41826	NA
ENSTBEG00000001036	0.3418936	0.0497538	NA
ENSTBEG00000001037	3.1187925	1.28813235	NA
ENSTBEG00000001038	0.1521964	0.1484313	NA
ENSTBEG00000001039	0.68418665	0.819765525	NA
ENSTBEG00000001040	3.0590495	2.18730325	NA
ENSTBEG00000001041	5.7466015	0.1547025375	NA
ENSTBEG00000001042	4.0510565	0	NA
ENSTBEG00000001043	4.145032	2.1033335	NA
ENSTBEG00000001044	0	0	NA
ENSTBEG00000001045	3.4395585	3.078636	NA
ENSTBEG00000001046	4.6923895	0.76813585	NA
ENSTBEG00000001047	3.424051	1.907383	NA
ENSTBEG00000001048	0	0.228272	NA
ENSTBEG00000001049	0.8307745	0.47379475	NA
ENSTBEG00000001050	6.198982	4.7474455	NA
ENSTBEG00000001051	1.93453115	0	NA
ENSTBEG00000001052	4.9512375	0.400151075	NA
ENSTBEG00000001053	7.3218875	5.65075875	NA
ENSTBEG00000001054	3.1796035	2.54936075	NA
ENSTBEG00000001055	0.99394255	0.139428375	NA
ENSTBEG00000001056	0	0	NA
ENSTBEG00000001057	1.223434	0.56746855	NA
ENSTBEG00000001058	5.387916	9.141255	NA
ENSTBEG00000001059	6.7650805	5.52331375	NA
ENSTBEG00000001060	3.506528	0.1531023625	NA
ENSTBEG00000001061	6.801717	1.144483675	NA
ENSTBEG00000001062	10.07489	9.94550725	NA
ENSTBEG00000001063	1.583687	0.882895325	NA
ENSTBEG00000001064	2.295279	2.50622125	NA
ENSTBEG00000001065	7.5068835	0.4372067	NA
ENSTBEG00000001066	0.803338135	0	NA
ENSTBEG00000001067	6.047571	4.17652325	NA
ENSTBEG00000001068	2.028451	0.192474125	NA
ENSTBEG00000001069	0	0	NA
ENSTBEG00000001070	0.87746475	0.118861275	NA
ENSTBEG00000001071	0.20290505	0	NA
ENSTBEG00000001072	3.4383735	0.0694794175	NA
ENSTBEG00000001073	0.2154495	0.05850115	NA
ENSTBEG00000001074	0	0	NA
ENSTBEG00000001075	0	0	NA
ENSTBEG00000001076	5.3187945	1.5845105	NA
ENSTBEG00000001077	0	0	NA
ENSTBEG00000001078	0.072296	0.024317995	NA
ENSTBEG00000001079	0	0	NA
ENSTBEG00000001080	9.3256115	8.915765	NA
ENSTBEG00000001081	3.0201475	2.76810475	NA
ENSTBEG00000001082	5.597291	4.7227835	NA
ENSTBEG00000001083	0.2690885	0.0413916425	NA
ENSTBEG00000001084	0.04355563	0.142230835	NA
ENSTBEG00000001085	4.3860335	3.45992625	NA
ENSTBEG00000001086	8.108801	8.03846725	NA
ENSTBEG00000001087	5.401816	0	NA
ENSTBEG00000001088	0	0	NA
ENSTBEG00000001089	0.4540282	0.2097390675	NA
ENSTBEG00000001090	4.104468	3.32967875	NA
ENSTBEG00000001091	2.471072	1.68148675	NA
ENSTBEG00000001092	7.2083975	5.18681025	NA
ENSTBEG00000001093	5.789904	0.5661021	NA
ENSTBEG00000001094	6.404877	4.65466375	NA
ENSTBEG00000001095	0	0	NA
ENSTBEG00000001096	5.6487525	3.74013375	NA
ENSTBEG00000001097	4.1795095	4.04221675	NA
ENSTBEG00000001098	3.80854315	0	NA
ENSTBEG00000001099	0	0	NA
ENSTBEG00000001100	4.1481385	4.34214125	NA
ENSTBEG00000001101	4.455218	5.01928425	NA
ENSTBEG00000001102	3.322691	1.717914	NA
ENSTBEG00000001103	1.924285	1.332867075	NA
ENSTBEG00000001104	0	0.36459425	NA
ENSTBEG00000001105	3.566055	0.272054255	NA
ENSTBEG00000001106	0	0	NA
ENSTBEG00000001107	2.3052505	0.7130225	NA
ENSTBEG00000001108	0.54270295	5.5241675	NA
ENSTBEG00000001109	3.6563385	3.74918625	NA
