brain	liver	testis
ENSTBEG00000008575	1.5989105	3.2486965	NA
ENSTBEG00000008576	4.3403235	3.51675325	NA
ENSTBEG00000008577	4.965568	1.78950675	NA
ENSTBEG00000008578	0.25458035	0.03252496325	NA
ENSTBEG00000008579	4.6613005	1.616101	NA
ENSTBEG00000008580	0	0	NA
ENSTBEG00000008581	1.832856	2.700191	NA
ENSTBEG00000008582	0	2.40360425	NA
ENSTBEG00000008583	8.1132125	2.86134625	NA
ENSTBEG00000008584	3.5785505	0	NA
ENSTBEG00000008585	6.096999	5.7223975	NA
ENSTBEG00000008586	0.8411696	0.755742325	NA
ENSTBEG00000008587	5.071119	4.4471	NA
ENSTBEG00000008588	0.44879295	0.214901175	NA
ENSTBEG00000008589	0	0.23565095	NA
ENSTBEG00000008590	5.2609915	3.44432525	NA
ENSTBEG00000008591	0.50995025	0.759863375	NA
ENSTBEG00000008592	1.9676095	3.3590335	NA
ENSTBEG00000008593	0.15467775	0	NA
ENSTBEG00000008594	1.121478	0	NA
ENSTBEG00000008595	8.65349	9.3365955	NA
ENSTBEG00000008596	6.2808305	6.268712	NA
ENSTBEG00000008597	0.7866725	0.36016225	NA
ENSTBEG00000008598	0.86787565	0	NA
ENSTBEG00000008599	0.4949444	0	NA
ENSTBEG00000008600	6.2599945	4.893703	NA
ENSTBEG00000008601	5.878275	0.1309232	NA
ENSTBEG00000008602	0.6202795	0.42715645	NA
ENSTBEG00000008603	0.7054095	0	NA
ENSTBEG00000008604	0.6598755	0	NA
ENSTBEG00000008605	6.7773755	7.08174375	NA
ENSTBEG00000008606	0.95066905	0.484902325	NA
ENSTBEG00000008607	6.3770175	3.900723	NA
ENSTBEG00000008608	7.3782705	5.54794025	NA
ENSTBEG00000008609	2.315545	6.14227725	NA
ENSTBEG00000008610	2.495178	0.92530205	NA
ENSTBEG00000008611	3.2050165	3.39725875	NA
ENSTBEG00000008612	4.126459	3.376895	NA
ENSTBEG00000008613	0.5803978	0.786320025	NA
ENSTBEG00000008614	0.04153062	0.04188565	NA
ENSTBEG00000008615	3.5323755	2.7130875	NA
ENSTBEG00000008616	4.979674	5.24624425	NA
ENSTBEG00000008617	0.45005895	0.1934443725	NA
ENSTBEG00000008618	4.0012895	0.113373485	NA
ENSTBEG00000008619	2.7566985	2.845174	NA
ENSTBEG00000008620	3.162881	2.835179	NA
ENSTBEG00000008621	3.6744795	3.00473175	NA
ENSTBEG00000008622	1.4530175	0	NA
ENSTBEG00000008623	0.6237115	0	NA
ENSTBEG00000008624	7.176041	9.55281375	NA
ENSTBEG00000008625	2.4388925	3.815893	NA
ENSTBEG00000008626	8.733211	9.224752	NA
ENSTBEG00000008627	2.6706345	1.8442405	NA
ENSTBEG00000008628	3.710904	1.535296125	NA
ENSTBEG00000008629	3.945578	3.508218	NA
ENSTBEG00000008630	0	0	NA
ENSTBEG00000008631	4.4660785	4.55606375	NA
ENSTBEG00000008632	10.64926	4.37854575	NA
ENSTBEG00000008633	0.4942821	0	NA
ENSTBEG00000008634	1.69059	0.016195155	NA
ENSTBEG00000008635	3.583534	0.0783358625	NA
ENSTBEG00000008636	0	0	NA
ENSTBEG00000008637	2.935695	0	NA
ENSTBEG00000008638	4.8319295	3.6256045	NA
ENSTBEG00000008639	0.12785175	0.131266175	NA
ENSTBEG00000008640	5.871956	2.64049125	NA
ENSTBEG00000008641	4.067386	3.0433915	NA
ENSTBEG00000008642	2.254535	2.531377625	NA
ENSTBEG00000008643	6.9265445	4.36321	NA
ENSTBEG00000008644	5.5228795	1.070603075	NA
ENSTBEG00000008645	4.8124035	5.5531795	NA
ENSTBEG00000008646	1.7868705	1.81913475	NA
ENSTBEG00000008647	3.9885795	0	NA
ENSTBEG00000008648	4.380791	8.875987	NA
ENSTBEG00000008649	0.07531227	0	NA
ENSTBEG00000008650	3.6056365	4.30755525	NA
ENSTBEG00000008651	2.3396925	1.51774075	NA
ENSTBEG00000008652	1.203837	0.1966461	NA
ENSTBEG00000008653	4.92027	3.235157	NA
ENSTBEG00000008654	0	0.943509125	NA
ENSTBEG00000008655	4.873161	3.797855	NA
ENSTBEG00000008656	3.839352	4.4446885	NA
ENSTBEG00000008657	6.250491	6.35969875	NA
ENSTBEG00000008658	0.69625975	1.416588	NA
ENSTBEG00000008659	0.22925425	0.1310747	NA
ENSTBEG00000008660	0.42830245	0.083790785	NA
ENSTBEG00000008661	0.6429585	0.930889	NA
ENSTBEG00000008662	3.8924405	2.97840525	NA
ENSTBEG00000008663	2.16298	0.994815125	NA
ENSTBEG00000008664	1.20813275	1.134028475	NA
ENSTBEG00000008665	3.218205	0.7771917	NA
ENSTBEG00000008666	4.149483	0.074242875	NA
ENSTBEG00000008667	6.08865	4.05878325	NA
ENSTBEG00000008668	0.299444345	0.01662898	NA
ENSTBEG00000008669	5.124451	3.6706705	NA
ENSTBEG00000008670	7.760834	8.50328275	NA
ENSTBEG00000008671	0	0	NA
ENSTBEG00000008672	3.994781	2.27956475	NA
ENSTBEG00000008673	7.848051	6.2711585	NA
ENSTBEG00000008674	4.600317	3.8245625	NA
ENSTBEG00000008675	4.676356	0.007659485	NA
ENSTBEG00000008676	6.346273	0	NA
ENSTBEG00000008677	4.2119995	3.28121025	NA
ENSTBEG00000008678	0.48966432	0.34590015	NA
ENSTBEG00000008679	1.2494496	0.005171845	NA
ENSTBEG00000008680	3.239333	0.47364075	NA
ENSTBEG00000008681	0.46972855	0.780094875	NA
ENSTBEG00000008682	5.2727305	2.84014925	NA
ENSTBEG00000008683	4.5978185	3.0196495	NA
ENSTBEG00000008684	3.293091	5.323659	NA
ENSTBEG00000008685	0.1168976	0.1783302	NA
ENSTBEG00000008686	0	0.03595315	NA
ENSTBEG00000008687	0.254301805	0.0477978275	NA
ENSTBEG00000008688	2.0822615	1.135230275	NA
ENSTBEG00000008689	3.642345	1.0722412	NA
ENSTBEG00000008690	0.98538575	1.9781739	NA
ENSTBEG00000008691	4.2440015	7.541695	NA
ENSTBEG00000008692	0	1.41506735	NA
ENSTBEG00000008693	0.04807937	0.1341708375	NA
ENSTBEG00000008694	0.35566975	6.25411775	NA
ENSTBEG00000008695	0	0.0463401	NA
ENSTBEG00000008696	0	1.0614951	NA
ENSTBEG00000008697	0.30548819	1.06916555	NA
ENSTBEG00000008698	4.625438	3.41821175	NA
ENSTBEG00000008699	0	0.1866014	NA
ENSTBEG00000008700	0.45633965	0.338419625	NA
ENSTBEG00000008701	4.6103415	3.108199	NA
ENSTBEG00000008702	2.7775275	0.20223583	NA
ENSTBEG00000008703	1.4943125	0.31382375	NA
ENSTBEG00000008704	0.04940643	0.159485075	NA
ENSTBEG00000008705	3.152486	4.347388	NA
ENSTBEG00000008706	1.8309755	0.102831885	NA
ENSTBEG00000008707	2.126637	0.96262645	NA
ENSTBEG00000008708	5.3888745	4.26396025	NA
ENSTBEG00000008709	1.4377765	0.76806103	NA
ENSTBEG00000008710	0.87178055	0.481401	NA
ENSTBEG00000008711	0	0	NA
ENSTBEG00000008712	0.4156213	0.07080317	NA
ENSTBEG00000008713	2.5823675	4.32113225	NA
ENSTBEG00000008714	6.0272865	5.52796025	NA
ENSTBEG00000008715	7.2405125	7.22221075	NA
ENSTBEG00000008716	0.05604895	0	NA
ENSTBEG00000008717	0.595636	0	NA
ENSTBEG00000008718	6.6290745	4.7320525	NA
ENSTBEG00000008719	1.497704	2.157594775	NA
ENSTBEG00000008720	0.24147525	0.01346412	NA
ENSTBEG00000008721	3.506129	2.43282325	NA
ENSTBEG00000008722	1.2649634	1.44043975	NA
ENSTBEG00000008723	1.894362	0.445550325	NA
ENSTBEG00000008724	2.965007	2.2315615	NA
ENSTBEG00000008725	0.03805651	0.30206375	NA
ENSTBEG00000008726	1.6132865	6.897815	NA
ENSTBEG00000008727	0.50037555	0.2584265775	NA
ENSTBEG00000008728	2.2645975	2.20511	NA
ENSTBEG00000008729	4.304816	4.04897175	NA
ENSTBEG00000008730	6.0755015	6.17859325	NA
ENSTBEG00000008731	0	0.019382775	NA
ENSTBEG00000008732	5.659613	3.25736075	NA
ENSTBEG00000008733	0	0	NA
ENSTBEG00000008734	5.6826775	0.74184785	NA
ENSTBEG00000008735	6.9994425	6.57554475	NA
ENSTBEG00000008736	3.327834	1.77948125	NA
ENSTBEG00000008737	6.20855	0.276054775	NA
ENSTBEG00000008738	5.0059465	3.74822725	NA
ENSTBEG00000008739	0.5942195	0.28224325	NA
ENSTBEG00000008740	0	0.1298261	NA
ENSTBEG00000008741	2.997063	3.10081675	NA
ENSTBEG00000008742	2.62507	3.10293375	NA
ENSTBEG00000008743	4.567473	4.27527975	NA
ENSTBEG00000008744	7.154326	0.821297275	NA
ENSTBEG00000008745	0.60766515	0.363673825	NA
ENSTBEG00000008746	2.909711	0.13488575	NA
ENSTBEG00000008747	4.7272685	7.364283	NA
ENSTBEG00000008748	6.0272075	4.227109	NA
ENSTBEG00000008749	6.295707	4.44770375	NA
ENSTBEG00000008750	8.6510065	7.53077275	NA
ENSTBEG00000008751	4.6190345	3.606935	NA
ENSTBEG00000008752	5.788653	3.0755355	NA
ENSTBEG00000008753	3.992446	1.233780525	NA
ENSTBEG00000008754	0	0	NA
ENSTBEG00000008755	2.4249435	1.368393775	NA
ENSTBEG00000008756	3.2385395	2.946247	NA
ENSTBEG00000008757	0	0	NA
ENSTBEG00000008758	1.831995	1.153056825	NA
ENSTBEG00000008759	1.02204495	0	NA
ENSTBEG00000008760	2.9028245	3.9488235	NA
ENSTBEG00000008761	5.2383355	7.01944725	NA
ENSTBEG00000008762	0	0.564969275	NA
ENSTBEG00000008763	7.0926025	5.576342	NA
ENSTBEG00000008764	0	0.183749575	NA
ENSTBEG00000008765	1.1836255	0.108928225	NA
ENSTBEG00000008766	0.11452565	0	NA
ENSTBEG00000008767	5.375207	4.727742	NA
ENSTBEG00000008768	0.04472365	0	NA
ENSTBEG00000008769	3.546829	3.66111525	NA
ENSTBEG00000008770	2.9388235	2.2456855	NA
ENSTBEG00000008771	6.6517745	0.444630975	NA
ENSTBEG00000008772	2.997461	1.390941725	NA
ENSTBEG00000008773	0.38842045	0.3249333	NA
ENSTBEG00000008774	2.8464465	3.239941	NA
ENSTBEG00000008775	1.16366115	0	NA
ENSTBEG00000008776	0.53631	0.36826865	NA
ENSTBEG00000008777	2.312955	1.941657325	NA
ENSTBEG00000008778	4.1172085	3.95386675	NA
ENSTBEG00000008779	1.5954536	0.0359915975	NA
ENSTBEG00000008780	1.6548565	0.627920675	NA
ENSTBEG00000008781	1.0746143	0.0975984	NA
ENSTBEG00000008782	2.2637305	2.4011745	NA
ENSTBEG00000008783	0.0888205	0.252526575	NA
ENSTBEG00000008784	2.343268	1.3885365	NA
ENSTBEG00000008785	6.931391	2.561069	NA
ENSTBEG00000008786	2.3761525	5.73680675	NA
ENSTBEG00000008787	1.3360335	1.800634	NA
ENSTBEG00000008788	1.1441959	2.5150945	NA
ENSTBEG00000008789	3.392647	3.1412115	NA
ENSTBEG00000008790	0	0.5458755	NA
ENSTBEG00000008791	0	5.3936585	NA
ENSTBEG00000008792	5.736027	4.9665	NA
ENSTBEG00000008793	6.119773	3.71368825	NA
ENSTBEG00000008794	0.0244900955	0.184900625	NA
ENSTBEG00000008795	5.466336	1.68567525	NA
ENSTBEG00000008796	2.3708845	3.594527	NA
ENSTBEG00000008797	2.2208825	2.2128475	NA
ENSTBEG00000008798	3.599444	3.05207075	NA
ENSTBEG00000008799	4.185254	3.57518225	NA
ENSTBEG00000008800	3.56507	2.882677	NA
ENSTBEG00000008801	1.23016815	0.014182745	NA
ENSTBEG00000008802	0	0	NA
ENSTBEG00000008803	0.04974988	0	NA
ENSTBEG00000008804	1.1419835	0.13759345	NA
ENSTBEG00000008805	0.061889	0	NA
ENSTBEG00000008806	0.43774565	0.1199591	NA
ENSTBEG00000008807	0	0	NA
ENSTBEG00000008808	1.5098435	2.35110505	NA
ENSTBEG00000008809	6.50996	4.288958	NA
ENSTBEG00000008810	2.7366995	2.55873525	NA
ENSTBEG00000008811	3.8721585	7.73205725	NA
ENSTBEG00000008812	5.7229665	5.40621075	NA
ENSTBEG00000008813	0	0	NA
ENSTBEG00000008814	0.05675515	0.574234425	NA
ENSTBEG00000008815	0	0	NA
ENSTBEG00000008816	0.8290842	0.774901	NA
ENSTBEG00000008817	3.726866	3.2720545	NA
ENSTBEG00000008818	4.543898	2.76665425	NA
ENSTBEG00000008819	0	0	NA
ENSTBEG00000008820	8.2645715	6.4346985	NA
ENSTBEG00000008821	4.084646	2.39030375	NA
ENSTBEG00000008822	0	0.06392925	NA
ENSTBEG00000008823	3.8290905	1.53378525	NA
ENSTBEG00000008824	2.283465	1.554755875	NA
ENSTBEG00000008825	1.6487055	0.59982635	NA
ENSTBEG00000008826	3.390863	1.82943775	NA
ENSTBEG00000008827	2.19337575	0.39768205	NA
ENSTBEG00000008828	3.4913925	3.079811	NA
ENSTBEG00000008829	6.0445665	0.4613838	NA
ENSTBEG00000008830	0.1735311	0.2561867	NA
ENSTBEG00000008831	0	0	NA
ENSTBEG00000008832	0	0.050512575	NA
ENSTBEG00000008833	0.23813625	0.06415335	NA
ENSTBEG00000008834	6.097171	2.30602925	NA
ENSTBEG00000008835	1.401453	4.04120975	NA
ENSTBEG00000008836	1.48983265	0.01640576	NA
ENSTBEG00000008837	1.4312389	3.6654045	NA
ENSTBEG00000008838	0	0	NA
ENSTBEG00000008839	6.408855	5.5061875	NA
ENSTBEG00000008840	4.9334295	3.35216375	NA
ENSTBEG00000008841	4.195797	0.3344703	NA
ENSTBEG00000008842	0.10031685	0	NA
ENSTBEG00000008843	0	0.128520075	NA
ENSTBEG00000008844	0.0590524	0.348431375	NA
ENSTBEG00000008845	1.275232	3.075306	NA
ENSTBEG00000008846	5.033035	1.295609175	NA
ENSTBEG00000008847	2.972717	4.08804175	NA
ENSTBEG00000008848	4.450507	0	NA
ENSTBEG00000008849	1.9567165	1.128511975	NA
ENSTBEG00000008850	0	0	NA
ENSTBEG00000008851	4.181327	3.33905125	NA
ENSTBEG00000008852	5.144764	4.52890475	NA
ENSTBEG00000008853	2.651254	0.274375825	NA
ENSTBEG00000008854	4.026176	6.27567025	NA
ENSTBEG00000008855	3.196327	2.502438	NA
ENSTBEG00000008856	5.621658	6.6507025	NA
ENSTBEG00000008857	3.1708735	2.92285525	NA
ENSTBEG00000008858	3.951811	0.91278235	NA
ENSTBEG00000008859	3.287889	0.159042715	NA
ENSTBEG00000008860	0.15701317	0.02872316975	NA
ENSTBEG00000008861	6.45328	7.23889325	NA
ENSTBEG00000008862	0.7095265	0	NA
ENSTBEG00000008863	5.56288	4.181629	NA
ENSTBEG00000008864	6.9490385	5.6594905	NA
ENSTBEG00000008865	0.7143152	0.9265544	NA
ENSTBEG00000008866	2.1307485	0	NA
ENSTBEG00000008867	4.2903025	0.32223	NA
ENSTBEG00000008868	5.437511	2.40059275	NA
ENSTBEG00000008869	0.5010646	0.0555288275	NA
ENSTBEG00000008870	0.0591275	0.0559504	NA
ENSTBEG00000008871	1.561497	0.07815366	NA
ENSTBEG00000008872	3.8592845	2.69548025	NA
ENSTBEG00000008873	4.0603975	5.0409955	NA
ENSTBEG00000008874	6.490644	4.3555385	NA
ENSTBEG00000008875	3.9877165	2.781939	NA
ENSTBEG00000008876	0	0	NA
ENSTBEG00000008877	0.63700675	0.188026975	NA
ENSTBEG00000008878	0.8953393	0.658222625	NA
ENSTBEG00000008879	1.6060425	0.19449984	NA
ENSTBEG00000008880	2.7522975	0.423904825	NA
ENSTBEG00000008881	0	1.004846	NA
ENSTBEG00000008882	3.1604455	2.51286725	NA
ENSTBEG00000008883	2.60428	2.67636625	NA
ENSTBEG00000008884	4.764936	3.383698	NA
ENSTBEG00000008885	5.1610765	3.378579	NA
ENSTBEG00000008886	2.973072	3.0086485	NA
ENSTBEG00000008887	5.4439115	4.012484	NA
ENSTBEG00000008888	3.7928635	2.48545175	NA
ENSTBEG00000008889	2.692489	0.9458338	NA
ENSTBEG00000008890	3.516848	7.0067375	NA
ENSTBEG00000008891	3.370134	2.3911325	NA
ENSTBEG00000008892	4.7696565	1.116261225	NA
ENSTBEG00000008893	0.32650115	0.327012125	NA
ENSTBEG00000008894	0	3.03588775	NA
ENSTBEG00000008895	4.335896	3.3643895	NA
ENSTBEG00000008896	0	0	NA
ENSTBEG00000008897	3.738975	4.47752225	NA
ENSTBEG00000008898	4.6065285	5.6616135	NA
ENSTBEG00000008899	3.5641985	2.9617675	NA
ENSTBEG00000008900	0	0	NA
ENSTBEG00000008901	2.553097	1.6082107	NA
ENSTBEG00000008902	0	0.31555875	NA
ENSTBEG00000008903	5.666665	0.2111585	NA
ENSTBEG00000008904	0.1804494	0	NA
ENSTBEG00000008905	4.729418	3.16613325	NA
ENSTBEG00000008906	1.164861	0	NA
ENSTBEG00000008907	4.2965415	2.600902	NA
ENSTBEG00000008908	0.19473331	0	NA
ENSTBEG00000008909	1.253784	1.368688	NA
ENSTBEG00000008910	3.743388	2.56693525	NA
ENSTBEG00000008911	3.356111	2.9355075	NA
ENSTBEG00000008912	4.7403075	3.40246425	NA
ENSTBEG00000008913	2.435376	3.80697475	NA
ENSTBEG00000008914	4.3173995	5.6145825	NA
ENSTBEG00000008915	5.955615	0.4864143	NA
ENSTBEG00000008916	1.9385	0.1503233	NA
ENSTBEG00000008917	0.40661415	0	NA
ENSTBEG00000008918	4.049134	0.46775615	NA
ENSTBEG00000008919	7.452753	3.2238465	NA
ENSTBEG00000008920	3.051904	3.02014475	NA
ENSTBEG00000008921	6.3173525	3.87708475	NA
ENSTBEG00000008922	1.19008715	0.0274501	NA
ENSTBEG00000008923	9.3680675	8.31627525	NA
ENSTBEG00000008924	4.7256365	1.045693375	NA
ENSTBEG00000008925	0.034994925	4.58012075	NA
ENSTBEG00000008926	7.2035465	4.372692525	NA
ENSTBEG00000008927	3.53473	5.12278825	NA
ENSTBEG00000008928	3.5618355	3.55690375	NA
ENSTBEG00000008929	3.1131715	4.9744585	NA
ENSTBEG00000008930	5.924584	4.853033	NA
ENSTBEG00000008931	1.02184165	0.6512059	NA
ENSTBEG00000008932	1.3989125	0.012602855	NA
ENSTBEG00000008933	4.8490045	4.881848	NA
ENSTBEG00000008934	0.92130135	0.07445575	NA
ENSTBEG00000008935	5.1834175	3.17135625	NA
ENSTBEG00000008936	0.9156185	0.682257875	NA
ENSTBEG00000008937	0	0	NA
ENSTBEG00000008938	0.36973665	3.7086165	NA
ENSTBEG00000008939	3.8926295	7.6896445	NA
ENSTBEG00000008940	4.7261905	1.55710875	NA
ENSTBEG00000008941	0	0	NA
ENSTBEG00000008942	4.7936535	6.06581475	NA
ENSTBEG00000008943	8.7677745	6.37682175	NA
ENSTBEG00000008944	2.2598475	1.27705085	NA
ENSTBEG00000008945	4.413418	3.835256	NA
ENSTBEG00000008946	1.1180684	1.196667375	NA
ENSTBEG00000008947	6.657542	7.7559055	NA
ENSTBEG00000008948	0.1645084	0.1057978	NA
ENSTBEG00000008949	6.58772	5.31043275	NA
ENSTBEG00000008950	3.0416355	0.906733175	NA
ENSTBEG00000008951	0	0	NA
ENSTBEG00000008952	4.012702	3.651275	NA
ENSTBEG00000008953	5.5148675	4.0966185	NA
ENSTBEG00000008954	2.08473	0.66352	NA
ENSTBEG00000008955	1.4237965	1.285206325	NA
ENSTBEG00000008956	0.2167841	0	NA
ENSTBEG00000008957	0.6283427	0.049685775	NA
ENSTBEG00000008958	3.483346	0.368536925	NA
ENSTBEG00000008959	0	2.22820655	NA
ENSTBEG00000008960	0	0	NA
ENSTBEG00000008961	2.1949905	2.17391325	NA
ENSTBEG00000008962	0	0	NA
ENSTBEG00000008963	3.108458	3.629497	NA
ENSTBEG00000008964	1.459603	0	NA
ENSTBEG00000008965	2.8230865	0	NA
ENSTBEG00000008966	1.6927635	8.29983425	NA
ENSTBEG00000008967	3.579688	1.212097975	NA
ENSTBEG00000008968	1.4108835	0.436507425	NA
ENSTBEG00000008969	4.671086	4.854795	NA
ENSTBEG00000008970	3.181745	1.164521	NA
ENSTBEG00000008971	0	0	NA
ENSTBEG00000008972	5.4798265	4.52895275	NA
ENSTBEG00000008973	3.5130585	2.518833075	NA
ENSTBEG00000008974	0	10.6130675	NA
ENSTBEG00000008975	0	0	NA
ENSTBEG00000008976	0	0	NA
ENSTBEG00000008977	2.9510455	4.5501855	NA
ENSTBEG00000008978	6.3838235	4.3297145	NA
ENSTBEG00000008979	0	0.094839525	NA
ENSTBEG00000008980	1.23444385	3.3771335	NA
ENSTBEG00000008981	1.8494315	0.94129915	NA
ENSTBEG00000008982	0.10496322	0.0991671325	NA
ENSTBEG00000008983	1.7504145	2.67872375	NA
ENSTBEG00000008984	0	0.0143473875	NA
ENSTBEG00000008985	1.5470102	0	NA
ENSTBEG00000008986	0	0.2099919	NA
ENSTBEG00000008987	3.2582695	0.027394735	NA
ENSTBEG00000008988	0	0	NA
ENSTBEG00000008989	0.75363455	0.0705349225	NA
ENSTBEG00000008990	0.37163295	1.237775075	NA
ENSTBEG00000008991	10.680415	5.20195275	NA
ENSTBEG00000008992	6.7413485	4.68182675	NA
ENSTBEG00000008993	4.8175545	3.070571	NA
ENSTBEG00000008994	0.1180922	7.1821415	NA
ENSTBEG00000008995	5.753833	4.850879	NA
ENSTBEG00000008996	11.4176	11.3952	NA
ENSTBEG00000008997	0	0.792590175	NA
ENSTBEG00000008998	3.088697	5.741316	NA
ENSTBEG00000008999	0.3493384	0.133471585	NA
ENSTBEG00000009000	4.7100075	4.1962695	NA
ENSTBEG00000009001	9.2046685	6.68916975	NA
ENSTBEG00000009002	0	0	NA
ENSTBEG00000009003	0.6287278	0.93231465	NA
ENSTBEG00000009004	3.084714	0.547630075	NA
ENSTBEG00000009005	5.5358835	6.08521625	NA
ENSTBEG00000009006	0.59148735	0.08266364	NA
ENSTBEG00000009007	0	0.0179647925	NA
ENSTBEG00000009008	1.673171	2.243742	NA
ENSTBEG00000009009	0.963645	0.51848925	NA
ENSTBEG00000009010	6.6051285	6.2073395	NA
ENSTBEG00000009011	6.502219	7.89583225	NA
ENSTBEG00000009012	4.4863295	4.735235	NA
ENSTBEG00000009013	0	0	NA
ENSTBEG00000009014	3.723887	2.5826785	NA
ENSTBEG00000009015	0	0	NA
ENSTBEG00000009016	0.098537	0	NA
ENSTBEG00000009017	6.436787	2.7696805	NA
ENSTBEG00000009018	5.272581	4.3607675	NA
ENSTBEG00000009019	0.90064575	0.012530195	NA
ENSTBEG00000009020	0.16093036	0.0459083925	NA
ENSTBEG00000009021	1.17301865	0.06067539	NA
ENSTBEG00000009022	0.87867265	0	NA
ENSTBEG00000009023	3.4659245	2.2259945	NA
ENSTBEG00000009024	4.097595	4.03200875	NA
ENSTBEG00000009025	2.55496	2.6998425	NA
ENSTBEG00000009026	1.913333	5.01655025	NA
ENSTBEG00000009027	2.8551365	0.5973221	NA
ENSTBEG00000009028	6.6563785	0.27854925	NA
ENSTBEG00000009029	3.291526	1.266043	NA
ENSTBEG00000009030	0	0	NA
ENSTBEG00000009031	4.269179	4.794169	NA
ENSTBEG00000009032	1.7871895	3.59303	NA
ENSTBEG00000009033	3.7873415	0	NA
ENSTBEG00000009034	7.206538	5.5315625	NA
ENSTBEG00000009035	4.347814	4.41433525	NA
ENSTBEG00000009036	0.31527355	0.106957525	NA
ENSTBEG00000009037	0.6277625	0.75983465	NA
ENSTBEG00000009038	4.306806	3.42431825	NA
ENSTBEG00000009039	0	1.236964975	NA
ENSTBEG00000009040	0	0	NA
ENSTBEG00000009041	0.70635115	1.354880525	NA
ENSTBEG00000009042	0.9288755	0.609621375	NA
ENSTBEG00000009043	10.610835	7.6702165	NA
ENSTBEG00000009044	4.5226195	1.4642845	NA
ENSTBEG00000009045	2.7174018	0.4219823	NA
ENSTBEG00000009046	4.1366645	2.362593	NA
ENSTBEG00000009047	0.0840784	0.679507175	NA
ENSTBEG00000009048	2.796785	3.477962	NA
ENSTBEG00000009049	3.923	1.29727865	NA
ENSTBEG00000009050	4.451417	3.949558	NA
ENSTBEG00000009051	2.429084	0.8803314	NA
ENSTBEG00000009052	0	0	NA
ENSTBEG00000009053	0.2542461	3.1320155	NA
ENSTBEG00000009054	0.528909	0.060907225	NA
ENSTBEG00000009055	0	0	NA
ENSTBEG00000009056	5.7997315	4.95305725	NA
ENSTBEG00000009057	4.8954155	5.86690375	NA
ENSTBEG00000009058	2.949683	2.0982855	NA
ENSTBEG00000009059	4.152099	5.501767	NA
ENSTBEG00000009060	4.937756	6.08970575	NA
ENSTBEG00000009061	1.4098385	0.835501275	NA
ENSTBEG00000009062	0.09600235	0.098287875	NA
ENSTBEG00000009063	3.7644415	3.48128975	NA
ENSTBEG00000009064	6.5761165	3.77075975	NA
ENSTBEG00000009065	3.450071	3.062712	NA
ENSTBEG00000009066	0.33589985	0	NA
ENSTBEG00000009067	6.362025	0	NA
ENSTBEG00000009068	1.3832355	1.84247255	NA
ENSTBEG00000009069	1.1599345	0.380542025	NA
ENSTBEG00000009070	0.130791265	0.03390891	NA
ENSTBEG00000009071	5.0882085	2.708262	NA
ENSTBEG00000009072	4.214931	3.844479	NA
ENSTBEG00000009073	3.0679385	0.1341280575	NA
ENSTBEG00000009074	4.937946	3.65696225	NA
ENSTBEG00000009075	0.6318505	0.89308	NA
ENSTBEG00000009076	3.2045705	1.51528785	NA
ENSTBEG00000009077	9.256193	5.44720825	NA
ENSTBEG00000009078	4.3198545	1.56775425	NA
ENSTBEG00000009079	7.8750005	5.497265	NA
ENSTBEG00000009080	4.3528575	3.47785125	NA
ENSTBEG00000009081	0.15850495	0.3308217	NA
ENSTBEG00000009082	0	0	NA
ENSTBEG00000009083	3.780938	2.06400175	NA
ENSTBEG00000009084	6.727478	3.503143	NA
ENSTBEG00000009085	4.628113	2.031188525	NA
ENSTBEG00000009086	3.056492	2.0181145	NA
ENSTBEG00000009087	3.661094	3.5394835	NA
ENSTBEG00000009088	0.37319075	0.0045359725	NA
ENSTBEG00000009089	5.1528765	3.4791	NA
ENSTBEG00000009090	6.426961	0.9143912	NA
ENSTBEG00000009091	2.411448	1.7840017	NA
ENSTBEG00000009092	3.1915155	2.7181315	NA
ENSTBEG00000009093	6.723969	4.53956625	NA
ENSTBEG00000009094	0.836847335	0	NA
ENSTBEG00000009095	5.388768	5.116384	NA
ENSTBEG00000009096	3.899388	1.25824075	NA
ENSTBEG00000009097	5.8253465	0.0217422975	NA
ENSTBEG00000009098	6.9758705	4.80494275	NA
ENSTBEG00000009099	4.8289925	1.765865	NA
ENSTBEG00000009100	4.5211805	3.75810325	NA
ENSTBEG00000009101	2.403325	6.14509675	NA
ENSTBEG00000009102	0.107313345	0.3285545	NA
ENSTBEG00000009103	0	1.44107975	NA
ENSTBEG00000009104	6.5495935	4.569005	NA
ENSTBEG00000009105	3.4816595	1.325385	NA
ENSTBEG00000009106	4.1163165	4.45758125	NA
ENSTBEG00000009107	0.059186515	0.0313956025	NA
ENSTBEG00000009108	0	0	NA
ENSTBEG00000009109	5.1028495	4.3205355	NA
ENSTBEG00000009110	3.193502	2.57103025	NA
ENSTBEG00000009111	3.632711	2.5316865	NA
ENSTBEG00000009112	4.103154	3.0644345	NA
ENSTBEG00000009113	0	0	NA
ENSTBEG00000009114	5.1002255	3.95652275	NA
ENSTBEG00000009115	1.6355705	0	NA
ENSTBEG00000009116	4.738666	2.595162	NA
ENSTBEG00000009117	6.9022905	4.52628375	NA
ENSTBEG00000009118	2.4733885	0.07102695	NA
ENSTBEG00000009119	3.9773045	5.5176195	NA
ENSTBEG00000009120	0.3587404	0	NA
ENSTBEG00000009121	1.849391	2.25579475	NA
ENSTBEG00000009122	0.29920655	0	NA
ENSTBEG00000009123	0	0	NA
