brain	liver	ovary	testis
ENSMEUG00000008598	NA	0	NA	1.078589
ENSMEUG00000008599	NA	0.0506433	NA	0.3347547
ENSMEUG00000008600	NA	2.858557522	NA	2.347447
ENSMEUG00000008601	NA	0	NA	0.2855277
ENSMEUG00000008602	NA	1.6431516335	NA	7.097432
ENSMEUG00000008603	NA	0	NA	0
ENSMEUG00000008604	NA	0	NA	0
ENSMEUG00000008605	NA	0.132673045	NA	0
ENSMEUG00000008606	NA	1.846021642	NA	0.2331543
ENSMEUG00000008607	NA	0	NA	0
ENSMEUG00000008608	NA	1.3967287785	NA	2.290416
ENSMEUG00000008609	NA	0	NA	0.2469261
ENSMEUG00000008610	NA	4.886220591	NA	5.495535
ENSMEUG00000008611	NA	3.1704729045	NA	4.853132
ENSMEUG00000008612	NA	0	NA	0.07380173
ENSMEUG00000008613	NA	2.9453828145	NA	6.34805
ENSMEUG00000008614	NA	4.2250737485	NA	5.621683
ENSMEUG00000008615	NA	3.0247152175	NA	4.593425
ENSMEUG00000008616	NA	0.757533101	NA	4.993769
ENSMEUG00000008617	NA	0	NA	0
ENSMEUG00000008618	NA	3.445924451	NA	1.986982
ENSMEUG00000008619	NA	13.2715490355	NA	2.585898
ENSMEUG00000008620	NA	4.057665091	NA	4.769497
ENSMEUG00000008621	NA	0.91384306	NA	0.7343676
ENSMEUG00000008622	NA	2.8753381155	NA	3.620047
ENSMEUG00000008623	NA	0	NA	4.319986
ENSMEUG00000008624	NA	2.412090281	NA	3.237561
ENSMEUG00000008625	NA	0	NA	0.04644077
ENSMEUG00000008626	NA	4.528327218	NA	4.97227
ENSMEUG00000008627	NA	0.067513	NA	0.1355116
ENSMEUG00000008628	NA	0	NA	0.2037462
ENSMEUG00000008629	NA	0.1558686425	NA	0.3201184
ENSMEUG00000008630	NA	0	NA	0
ENSMEUG00000008631	NA	3.9059331385	NA	5.188943
ENSMEUG00000008632	NA	3.946317285	NA	0.9999589
ENSMEUG00000008633	NA	0	NA	0
ENSMEUG00000008634	NA	0.05030209	NA	8.339057
ENSMEUG00000008635	NA	3.1532454825	NA	3.707668
ENSMEUG00000008636	NA	5.3689998625	NA	4.963419
ENSMEUG00000008637	NA	3.245874003	NA	0.6081989
ENSMEUG00000008638	NA	0.2753494	NA	3.002488
ENSMEUG00000008639	NA	5.2791296985	NA	3.124057
ENSMEUG00000008640	NA	0.985799179	NA	2.22751
ENSMEUG00000008641	NA	5.915621297	NA	6.276675
ENSMEUG00000008642	NA	2.9028971945	NA	0.921511
ENSMEUG00000008643	NA	4.1323706805	NA	4.643966
ENSMEUG00000008644	NA	6.696224154	NA	6.577069
ENSMEUG00000008645	NA	1.350591758	NA	0.07973281
ENSMEUG00000008646	NA	2.4039084575	NA	1.293629
ENSMEUG00000008647	NA	0	NA	0
ENSMEUG00000008648	NA	5.7190837295	NA	4.532018
ENSMEUG00000008649	NA	9.5304672725	NA	7.563585
ENSMEUG00000008650	NA	0	NA	0
ENSMEUG00000008651	NA	0.113225287	NA	0.1865234
ENSMEUG00000008652	NA	3.3473503195	NA	5.989673
ENSMEUG00000008653	NA	0	NA	0.08933218
ENSMEUG00000008654	NA	0	NA	0
ENSMEUG00000008655	NA	0.0191243165	NA	3.519693
ENSMEUG00000008656	NA	0	NA	0
ENSMEUG00000008657	NA	0	NA	0
ENSMEUG00000008658	NA	0.0395421855	NA	2.11035
ENSMEUG00000008659	NA	7.3468221375	NA	3.659696
ENSMEUG00000008660	NA	5.634325888	NA	3.309336
ENSMEUG00000008661	NA	0	NA	0
ENSMEUG00000008662	NA	0.035321816	NA	0.1408938
ENSMEUG00000008663	NA	0	NA	0
ENSMEUG00000008664	NA	6.471370504	NA	7.348471
ENSMEUG00000008665	NA	0	NA	0
ENSMEUG00000008666	NA	1.710132718	NA	0.4228831
ENSMEUG00000008667	NA	1.203509865	NA	0.3306961
ENSMEUG00000008668	NA	0.2152507815	NA	1.393806
ENSMEUG00000008669	NA	0	NA	0
ENSMEUG00000008670	NA	2.5519105885	NA	5.847183
ENSMEUG00000008671	NA	5.208147275	NA	7.38443
ENSMEUG00000008672	NA	2.042699348	NA	2.690149
ENSMEUG00000008673	NA	3.059386702	NA	2.326486
ENSMEUG00000008674	NA	0	NA	0.07844069
ENSMEUG00000008675	NA	2.1449370065	NA	4.755299
ENSMEUG00000008676	NA	5.943730768	NA	6.033839
ENSMEUG00000008677	NA	1.7878726185	NA	1.003976
ENSMEUG00000008678	NA	2.158122059	NA	2.741215
ENSMEUG00000008679	NA	5.332778469	NA	5.444283
ENSMEUG00000008680	NA	2.55891655	NA	5.084715
ENSMEUG00000008681	NA	4.832249941	NA	5.528631
ENSMEUG00000008682	NA	4.531005407	NA	5.792543
ENSMEUG00000008683	NA	2.5071668755	NA	5.651623
ENSMEUG00000008684	NA	6.6266908325	NA	6.119927
ENSMEUG00000008685	NA	4.0392251365	NA	5.721244
ENSMEUG00000008686	NA	4.3714869925	NA	4.522796
ENSMEUG00000008687	NA	2.107808349	NA	1.364309
ENSMEUG00000008688	NA	3.029923642	NA	0.3127895
ENSMEUG00000008689	NA	1.065907495	NA	0.56506
ENSMEUG00000008690	NA	3.053227305	NA	5.904072
ENSMEUG00000008691	NA	4.790467966	NA	9.933667
ENSMEUG00000008692	NA	3.266501318	NA	7.304146
ENSMEUG00000008693	NA	0.075081603	NA	1.977947
ENSMEUG00000008694	NA	4.0156756805	NA	3.21681
ENSMEUG00000008695	NA	2.893951905	NA	2.263031
ENSMEUG00000008696	NA	0	NA	0
ENSMEUG00000008697	NA	4.011167265	NA	3.074559
ENSMEUG00000008698	NA	2.476690251	NA	3.205677
ENSMEUG00000008699	NA	0	NA	3.597901
ENSMEUG00000008700	NA	0.976567805	NA	1.298406
ENSMEUG00000008701	NA	0.015234715	NA	0.08127445
ENSMEUG00000008702	NA	0.8355728685	NA	3.811101
ENSMEUG00000008703	NA	6.486672565	NA	6.899151
ENSMEUG00000008704	NA	0.980996746	NA	1.176457
ENSMEUG00000008705	NA	0	NA	1.830409
ENSMEUG00000008706	NA	7.1487906425	NA	3.122568
ENSMEUG00000008707	NA	3.106708979	NA	5.126106
ENSMEUG00000008708	NA	0.9093322455	NA	0.1843946
ENSMEUG00000008709	NA	5.809556714	NA	2.156397
ENSMEUG00000008710	NA	3.8653444345	NA	4.940383
ENSMEUG00000008711	NA	3.6151914855	NA	4.388644
ENSMEUG00000008712	NA	7.448876422	NA	7.978167
ENSMEUG00000008713	NA	0.0225463	NA	0.031304
ENSMEUG00000008714	NA	2.954863513	NA	3.652223
ENSMEUG00000008715	NA	0	NA	0.6747887
ENSMEUG00000008716	NA	0	NA	0
ENSMEUG00000008717	NA	4.7146566075	NA	6.168857
ENSMEUG00000008718	NA	0.1766950525	NA	4.645183
ENSMEUG00000008719	NA	0.131773938	NA	1.046638
ENSMEUG00000008720	NA	0.6933158915	NA	4.077995
ENSMEUG00000008721	NA	6.833201992	NA	2.243489
ENSMEUG00000008722	NA	2.6566153845	NA	1.754434
ENSMEUG00000008723	NA	6.833491397	NA	0.3174106
ENSMEUG00000008724	NA	0	NA	0.3827093
ENSMEUG00000008725	NA	2.5030658155	NA	8.33132
ENSMEUG00000008726	NA	0	NA	4.915502
ENSMEUG00000008727	NA	0	NA	0
ENSMEUG00000008728	NA	0.5414614525	NA	1.265875
ENSMEUG00000008729	NA	4.8330805635	NA	3.135694
ENSMEUG00000008730	NA	0	NA	0
ENSMEUG00000008731	NA	9.743436099	NA	7.531311
ENSMEUG00000008732	NA	2.1917674425	NA	1.63
ENSMEUG00000008733	NA	4.1678657585	NA	4.857643
ENSMEUG00000008734	NA	0	NA	0
ENSMEUG00000008735	NA	1.10628591	NA	0.9583015
ENSMEUG00000008736	NA	5.637325106	NA	1.392845
ENSMEUG00000008737	NA	1.133031797	NA	0.7031158
ENSMEUG00000008738	NA	3.6153512	NA	5.615634
ENSMEUG00000008739	NA	0.299970599	NA	4.157674
ENSMEUG00000008740	NA	0	NA	0
ENSMEUG00000008741	NA	5.211257956	NA	6.557196
ENSMEUG00000008742	NA	0.06970855	NA	2.952533
ENSMEUG00000008743	NA	0	NA	0
ENSMEUG00000008744	NA	0.0641074205	NA	0.4804368
ENSMEUG00000008745	NA	0.038400829	NA	0.3421292
ENSMEUG00000008746	NA	1.331498108	NA	2.803624
ENSMEUG00000008747	NA	3.082099172	NA	3.7034
ENSMEUG00000008748	NA	0	NA	0.08296359
ENSMEUG00000008749	NA	0	NA	5.429847
ENSMEUG00000008750	NA	0	NA	0
ENSMEUG00000008751	NA	3.974162817	NA	0.558489
ENSMEUG00000008752	NA	3.085202663	NA	2.909452
ENSMEUG00000008753	NA	8.830988874	NA	7.388336
ENSMEUG00000008754	NA	0	NA	1.118353
ENSMEUG00000008755	NA	0	NA	0
ENSMEUG00000008756	NA	1.177562117	NA	3.903106
ENSMEUG00000008757	NA	3.4387512985	NA	2.425741
ENSMEUG00000008758	NA	0.217158806	NA	1.837455
ENSMEUG00000008759	NA	0	NA	0.09787005
ENSMEUG00000008760	NA	2.328061884	NA	4.96383
ENSMEUG00000008761	NA	5.0460509685	NA	7.454456
ENSMEUG00000008762	NA	3.7782870755	NA	1.362649
ENSMEUG00000008763	NA	2.024347032	NA	2.752308
ENSMEUG00000008764	NA	6.6917183615	NA	7.525967
ENSMEUG00000008765	NA	0.05702225	NA	1.849603
ENSMEUG00000008766	NA	6.5227577995	NA	3.164252
ENSMEUG00000008767	NA	2.9130011115	NA	6.03235
ENSMEUG00000008768	NA	3.370416475	NA	5.293499
ENSMEUG00000008769	NA	4.239421395	NA	2.044632
ENSMEUG00000008770	NA	0.624966869	NA	3.003645
ENSMEUG00000008771	NA	5.33432191	NA	6.89069
ENSMEUG00000008772	NA	2.065469201	NA	3.072531
ENSMEUG00000008773	NA	0.1420674485	NA	0.1508638
ENSMEUG00000008774	NA	2.347271454	NA	2.279064
ENSMEUG00000008775	NA	2.7424015145	NA	2.521825
ENSMEUG00000008776	NA	4.5469660735	NA	4.980327
ENSMEUG00000008777	NA	4.2374380245	NA	4.355876
ENSMEUG00000008778	NA	1.046093599	NA	1.893976
ENSMEUG00000008779	NA	7.6440188235	NA	2.932469
ENSMEUG00000008780	NA	2.5990078395	NA	3.952688
ENSMEUG00000008781	NA	0	NA	0.4719907
ENSMEUG00000008782	NA	0	NA	0
ENSMEUG00000008783	NA	1.072107934	NA	1.766765
ENSMEUG00000008784	NA	0.026649872	NA	5.296516
ENSMEUG00000008785	NA	0.991599117	NA	2.712246
ENSMEUG00000008786	NA	0	NA	0
ENSMEUG00000008787	NA	3.960780758	NA	6.726218
ENSMEUG00000008788	NA	3.7756551285	NA	4.133218
ENSMEUG00000008789	NA	6.596981553	NA	5.12317
ENSMEUG00000008790	NA	4.9918223505	NA	4.451996
ENSMEUG00000008791	NA	1.547404923	NA	3.160262
ENSMEUG00000008792	NA	3.769580204	NA	9.0889
ENSMEUG00000008793	NA	0	NA	0
ENSMEUG00000008794	NA	4.2000829255	NA	3.860834
ENSMEUG00000008795	NA	0	NA	2.065851
ENSMEUG00000008796	NA	0	NA	0
ENSMEUG00000008797	NA	2.69433776	NA	0.9204198
ENSMEUG00000008798	NA	0	NA	0
ENSMEUG00000008799	NA	0.2403410515	NA	0.04989168
ENSMEUG00000008800	NA	1.219202778	NA	0.7510172
ENSMEUG00000008801	NA	9.6843191635	NA	7.882753
ENSMEUG00000008802	NA	5.7566851645	NA	4.425432
ENSMEUG00000008803	NA	0	NA	0
ENSMEUG00000008804	NA	3.6437268635	NA	3.242788
ENSMEUG00000008805	NA	0.047808036	NA	2.82787
ENSMEUG00000008806	NA	5.290596746	NA	3.140186
ENSMEUG00000008807	NA	0	NA	2.509346
ENSMEUG00000008808	NA	3.107249955	NA	8.103681
ENSMEUG00000008809	NA	0.032645525	NA	0.5030138
ENSMEUG00000008810	NA	2.7703239285	NA	3.887262
ENSMEUG00000008811	NA	2.1239825	NA	2.184655
ENSMEUG00000008812	NA	0	NA	0.139332
ENSMEUG00000008813	NA	0.3446742565	NA	3.969768
ENSMEUG00000008814	NA	1.3911843615	NA	3.545054
ENSMEUG00000008815	NA	0.349156725	NA	0.3335199
ENSMEUG00000008816	NA	6.2931299205	NA	4.763879
ENSMEUG00000008817	NA	1.7887941255	NA	7.560019
ENSMEUG00000008818	NA	0	NA	4.879034
ENSMEUG00000008819	NA	2.1700645795	NA	2.407467
ENSMEUG00000008820	NA	2.153840969	NA	3.50033
ENSMEUG00000008821	NA	0	NA	0
ENSMEUG00000008822	NA	2.3656705855	NA	0
ENSMEUG00000008823	NA	1.8517419105	NA	7.785792
ENSMEUG00000008824	NA	0	NA	0
ENSMEUG00000008825	NA	0.372730826	NA	0
ENSMEUG00000008826	NA	2.051299658	NA	2.019499
ENSMEUG00000008827	NA	0	NA	0
ENSMEUG00000008828	NA	2.5939689705	NA	1.439581
ENSMEUG00000008829	NA	1.583429698	NA	3.556282
ENSMEUG00000008830	NA	2.97796422	NA	1.57492
ENSMEUG00000008831	NA	3.0200806655	NA	5.015738
ENSMEUG00000008832	NA	0	NA	0
ENSMEUG00000008833	NA	0	NA	0.08316707
ENSMEUG00000008834	NA	0.5390019015	NA	0.6881034
ENSMEUG00000008835	NA	2.601993869	NA	3.909091
ENSMEUG00000008836	NA	2.4746830995	NA	5.293481
ENSMEUG00000008837	NA	0	NA	0
ENSMEUG00000008838	NA	0	NA	0.9936483
ENSMEUG00000008839	NA	0.034815135	NA	0.3763793
ENSMEUG00000008840	NA	0.6410686485	NA	2.035173
ENSMEUG00000008841	NA	0.4729824105	NA	0.1106798
ENSMEUG00000008842	NA	3.413780635	NA	0.7002941
ENSMEUG00000008843	NA	3.2516837475	NA	4.923496
ENSMEUG00000008844	NA	4.4827405385	NA	4.859766
ENSMEUG00000008845	NA	0.653220058	NA	0.8431783
ENSMEUG00000008846	NA	3.020958872	NA	2.392488
ENSMEUG00000008847	NA	8.647999636	NA	8.610981
ENSMEUG00000008848	NA	0	NA	0
ENSMEUG00000008849	NA	0	NA	3.968155
ENSMEUG00000008850	NA	0	NA	4.553225
ENSMEUG00000008851	NA	0	NA	2.025032
ENSMEUG00000008852	NA	3.382853088	NA	2.367296
ENSMEUG00000008853	NA	0	NA	0
ENSMEUG00000008854	NA	5.0825767945	NA	6.311746
ENSMEUG00000008855	NA	3.4587512335	NA	2.046641
ENSMEUG00000008856	NA	0	NA	0
ENSMEUG00000008857	NA	5.36678225	NA	4.618286
ENSMEUG00000008858	NA	3.3610262115	NA	5.330074
ENSMEUG00000008859	NA	0.9538766915	NA	1.246335
ENSMEUG00000008860	NA	2.885896997	NA	4.505675
ENSMEUG00000008861	NA	3.3645262445	NA	6.618365
ENSMEUG00000008862	NA	2.037360647	NA	0.3112927
ENSMEUG00000008863	NA	5.133092222	NA	6.633591
ENSMEUG00000008864	NA	2.1970515635	NA	2.285896
ENSMEUG00000008865	NA	0	NA	2.316244
ENSMEUG00000008866	NA	1.7057545	NA	0
ENSMEUG00000008867	NA	0.309133547	NA	1.528836
ENSMEUG00000008868	NA	2.6972568795	NA	4.669991
ENSMEUG00000008869	NA	0	NA	0
ENSMEUG00000008870	NA	5.932636443	NA	9.213685
ENSMEUG00000008871	NA	2.2508989345	NA	4.645189
ENSMEUG00000008872	NA	5.4194352265	NA	4.51327
ENSMEUG00000008873	NA	4.906849504	NA	4.543354
ENSMEUG00000008874	NA	0.9547436725	NA	0.5854347
ENSMEUG00000008875	NA	3.435389375	NA	0.3700471
ENSMEUG00000008876	NA	2.1190275995	NA	5.050693
ENSMEUG00000008877	NA	4.263701858	NA	8.808517
ENSMEUG00000008878	NA	3.63687291	NA	5.868255
ENSMEUG00000008879	NA	0	NA	0
ENSMEUG00000008880	NA	0	NA	1.92647
ENSMEUG00000008881	NA	3.8251846135	NA	5.776354
ENSMEUG00000008882	NA	4.993653058	NA	5.850332
ENSMEUG00000008883	NA	6.7043138795	NA	3.087933
ENSMEUG00000008884	NA	0	NA	1.020634
ENSMEUG00000008885	NA	0.0570936135	NA	6.482108
ENSMEUG00000008886	NA	0	NA	0
ENSMEUG00000008887	NA	0.015259928	NA	3.100877
ENSMEUG00000008888	NA	3.5604388395	NA	2.772424
ENSMEUG00000008889	NA	0.0354068465	NA	3.022046
ENSMEUG00000008890	NA	2.6768115845	NA	4.136224
ENSMEUG00000008891	NA	2.3377488	NA	2.975388
ENSMEUG00000008892	NA	0.8727282465	NA	0.2425586
ENSMEUG00000008893	NA	0.07223335	NA	0.6323213
ENSMEUG00000008894	NA	2.2177465465	NA	0.4844032
ENSMEUG00000008895	NA	4.4868675565	NA	4.51464
ENSMEUG00000008896	NA	1.1926425	NA	3.934026
ENSMEUG00000008897	NA	1.139790928	NA	3.09912
ENSMEUG00000008898	NA	5.477838978	NA	4.452424
ENSMEUG00000008899	NA	2.2289370965	NA	3.610251
ENSMEUG00000008900	NA	0.0979460885	NA	0.7633036
ENSMEUG00000008901	NA	0.533447124	NA	3.183301
ENSMEUG00000008902	NA	2.9287744495	NA	2.044649
ENSMEUG00000008903	NA	0	NA	0
ENSMEUG00000008904	NA	0.0632299	NA	0.124942
ENSMEUG00000008905	NA	1.159892235	NA	1.178109
ENSMEUG00000008906	NA	5.524215681	NA	9.259508
ENSMEUG00000008907	NA	0	NA	0
ENSMEUG00000008908	NA	2.9894892015	NA	0.3652032
ENSMEUG00000008909	NA	7.24143899	NA	5.174374
ENSMEUG00000008910	NA	1.564301921	NA	1.061762
ENSMEUG00000008911	NA	3.1522243425	NA	4.43177
ENSMEUG00000008912	NA	3.6475568895	NA	3.888178
ENSMEUG00000008913	NA	5.4992740365	NA	7.032894
ENSMEUG00000008914	NA	4.7616592705	NA	6.495428
ENSMEUG00000008915	NA	4.3194486255	NA	1.028307
ENSMEUG00000008916	NA	0	NA	1.431468
ENSMEUG00000008917	NA	10.6146640475	NA	8.698281
ENSMEUG00000008918	NA	2.8891250475	NA	3.706829
ENSMEUG00000008919	NA	0.577201891	NA	1.060117
ENSMEUG00000008920	NA	4.414313097	NA	2.325291
ENSMEUG00000008921	NA	1.1282601365	NA	6.427164
ENSMEUG00000008922	NA	2.698071201	NA	0.4951108
ENSMEUG00000008923	NA	1.426058043	NA	3.819372
ENSMEUG00000008924	NA	0.3295449655	NA	1.794632
ENSMEUG00000008925	NA	0	NA	0
ENSMEUG00000008926	NA	2.249292838	NA	3.395692
ENSMEUG00000008927	NA	5.2734046025	NA	4.381816
ENSMEUG00000008928	NA	2.333879189	NA	2.923674
ENSMEUG00000008929	NA	2.4830329355	NA	2.020499
ENSMEUG00000008930	NA	2.3376140085	NA	6.356783
ENSMEUG00000008931	NA	0.3444251675	NA	1.204698
ENSMEUG00000008932	NA	5.738103775	NA	6.115085
ENSMEUG00000008933	NA	5.1610583545	NA	4.829073
ENSMEUG00000008934	NA	1.809239066	NA	2.658397
ENSMEUG00000008935	NA	3.2399941205	NA	3.682292
ENSMEUG00000008936	NA	0	NA	0
ENSMEUG00000008937	NA	0	NA	0
ENSMEUG00000008938	NA	5.2560412925	NA	6.447523
ENSMEUG00000008939	NA	4.3570578725	NA	5.051881
ENSMEUG00000008940	NA	1.726204471	NA	1.361196
ENSMEUG00000008941	NA	0	NA	0.1171762
ENSMEUG00000008942	NA	2.5736343055	NA	2.997372
ENSMEUG00000008943	NA	0	NA	0
ENSMEUG00000008944	NA	0	NA	0.7378572
ENSMEUG00000008945	NA	0	NA	0
ENSMEUG00000008946	NA	7.983700314	NA	6.089899
ENSMEUG00000008947	NA	10.0204048095	NA	0.710201
ENSMEUG00000008948	NA	4.9243064295	NA	5.468104
ENSMEUG00000008949	NA	1.293999932	NA	2.88084
ENSMEUG00000008950	NA	0.033180325	NA	5.663379
ENSMEUG00000008951	NA	1.6241988385	NA	1.733163
ENSMEUG00000008952	NA	6.656111167	NA	7.33046
ENSMEUG00000008953	NA	3.538296815	NA	1.762982
ENSMEUG00000008954	NA	2.7489220825	NA	2.623822
ENSMEUG00000008955	NA	5.509291853	NA	1.318502
ENSMEUG00000008956	NA	5.0883840105	NA	8.229598
ENSMEUG00000008957	NA	0	NA	0
ENSMEUG00000008958	NA	2.9052265695	NA	2.574639
ENSMEUG00000008959	NA	2.452894935	NA	6.277101
ENSMEUG00000008960	NA	4.638552733	NA	4.528534
ENSMEUG00000008961	NA	0	NA	0
ENSMEUG00000008962	NA	0.954453708	NA	8.614824
ENSMEUG00000008963	NA	0.291917417	NA	8.19786
ENSMEUG00000008964	NA	3.648209564	NA	0.6386559
ENSMEUG00000008965	NA	0	NA	0.5670713
ENSMEUG00000008966	NA	5.506598833	NA	9.594631
ENSMEUG00000008967	NA	0	NA	0
ENSMEUG00000008968	NA	0.1039358085	NA	0
ENSMEUG00000008969	NA	0	NA	0
ENSMEUG00000008970	NA	5.2044963275	NA	0.6568862
ENSMEUG00000008971	NA	3.4995602805	NA	4.313435
ENSMEUG00000008972	NA	0.044298296	NA	0
ENSMEUG00000008973	NA	3.358920546	NA	4.073229
ENSMEUG00000008974	NA	0	NA	0
ENSMEUG00000008975	NA	3.1271677305	NA	4.156316
ENSMEUG00000008976	NA	3.594034982	NA	6.113815
ENSMEUG00000008977	NA	3.039583063	NA	0.9642493
ENSMEUG00000008978	NA	6.778708319	NA	3.970918
ENSMEUG00000008979	NA	4.4422813955	NA	5.683932
ENSMEUG00000008980	NA	5.7708151545	NA	3.696049
ENSMEUG00000008981	NA	0	NA	0
ENSMEUG00000008982	NA	0	NA	0
ENSMEUG00000008983	NA	0	NA	0
ENSMEUG00000008984	NA	4.9205160225	NA	3.87398
ENSMEUG00000008985	NA	0	NA	0
ENSMEUG00000008986	NA	1.867408994	NA	3.661909
ENSMEUG00000008987	NA	4.660148777	NA	5.93095
ENSMEUG00000008988	NA	0	NA	9.469381
ENSMEUG00000008989	NA	0	NA	0
ENSMEUG00000008990	NA	2.6886440485	NA	2.865131
ENSMEUG00000008991	NA	2.847595186	NA	3.761987
ENSMEUG00000008992	NA	0.1275481145	NA	0.1068536
ENSMEUG00000008993	NA	4.1475361175	NA	0.7822643
ENSMEUG00000008994	NA	1.4804567225	NA	1.0008
ENSMEUG00000008995	NA	3.2002896335	NA	2.680534
ENSMEUG00000008996	NA	0	NA	0
ENSMEUG00000008997	NA	2.606596973	NA	2.096296
ENSMEUG00000008998	NA	0	NA	0
ENSMEUG00000008999	NA	3.472035406	NA	3.131023
ENSMEUG00000009000	NA	0	NA	0
ENSMEUG00000009001	NA	2.501114883	NA	5.28129
ENSMEUG00000009002	NA	2.575930601	NA	2.571354
ENSMEUG00000009003	NA	3.308342703	NA	4.169821
ENSMEUG00000009004	NA	0.4886844815	NA	0.3154271
ENSMEUG00000009005	NA	6.760880603	NA	5.271179
ENSMEUG00000009006	NA	0.0915241	NA	0
ENSMEUG00000009007	NA	3.3639385925	NA	4.230756
ENSMEUG00000009008	NA	4.999431937	NA	5.162742
ENSMEUG00000009009	NA	2.2450420975	NA	4.313485
ENSMEUG00000009010	NA	3.1817483125	NA	6.021358
ENSMEUG00000009011	NA	1.1164538975	NA	2.129745
ENSMEUG00000009012	NA	1.9216603075	NA	0.07118204
ENSMEUG00000009013	NA	0.568661499	NA	1.215977
ENSMEUG00000009014	NA	2.433881249	NA	4.399793
ENSMEUG00000009015	NA	2.038562416	NA	0.853317
ENSMEUG00000009016	NA	4.4488543785	NA	3.083943
ENSMEUG00000009017	NA	1.798788137	NA	9.88948
ENSMEUG00000009018	NA	0.1214311	NA	0
ENSMEUG00000009019	NA	0.3272787205	NA	0
ENSMEUG00000009020	NA	1.019101311	NA	0.1996315
ENSMEUG00000009021	NA	4.0265136155	NA	3.622497
ENSMEUG00000009022	NA	0	NA	0
ENSMEUG00000009023	NA	0.607328909	NA	1.841063
ENSMEUG00000009024	NA	2.5003693775	NA	4.458244
ENSMEUG00000009025	NA	0	NA	0.1432798
ENSMEUG00000009026	NA	2.9239972365	NA	5.105959
ENSMEUG00000009027	NA	0.7029372705	NA	0.2793762
ENSMEUG00000009028	NA	4.29257777	NA	2.462921
ENSMEUG00000009029	NA	0	NA	3.823668
ENSMEUG00000009030	NA	1.9307074015	NA	0.2005659
ENSMEUG00000009031	NA	0	NA	0
ENSMEUG00000009032	NA	5.1441809845	NA	0.2138524
ENSMEUG00000009033	NA	0	NA	3.329482
ENSMEUG00000009034	NA	0	NA	0.1121511
ENSMEUG00000009035	NA	2.391868825	NA	4.854135
ENSMEUG00000009036	NA	0.823880478	NA	2.881314
ENSMEUG00000009037	NA	0	NA	0.1162994
ENSMEUG00000009038	NA	0.897979897	NA	0.07594782
ENSMEUG00000009039	NA	0.748076222	NA	3.280676
ENSMEUG00000009040	NA	1.401245291	NA	2.836381
ENSMEUG00000009041	NA	4.8865734895	NA	5.018705
ENSMEUG00000009042	NA	0.971166154	NA	4.445051
ENSMEUG00000009043	NA	1.686322225	NA	3.103649
ENSMEUG00000009044	NA	1.484597623	NA	4.649363
ENSMEUG00000009045	NA	4.913434954	NA	2.542142
ENSMEUG00000009046	NA	0	NA	0
ENSMEUG00000009047	NA	1.6115108225	NA	2.680621
ENSMEUG00000009048	NA	1.8307750135	NA	0
ENSMEUG00000009049	NA	4.7845590955	NA	5.523869
ENSMEUG00000009050	NA	0	NA	0
ENSMEUG00000009051	NA	0.5998517715	NA	0.5562224
ENSMEUG00000009052	NA	0	NA	0
ENSMEUG00000009053	NA	3.1021873315	NA	1.488644
ENSMEUG00000009054	NA	5.945927831	NA	3.648627
ENSMEUG00000009055	NA	5.9970220105	NA	5.881405
ENSMEUG00000009056	NA	0	NA	0.5428593
ENSMEUG00000009057	NA	2.5375531035	NA	5.664759
ENSMEUG00000009058	NA	1.1002637805	NA	0.9871469
ENSMEUG00000009059	NA	0	NA	0.1908563
ENSMEUG00000009060	NA	4.328532064	NA	5.248307
ENSMEUG00000009061	NA	3.3725666315	NA	3.433633
ENSMEUG00000009062	NA	6.134681964	NA	0.9802067
ENSMEUG00000009063	NA	0.9867034645	NA	0.2291966
ENSMEUG00000009064	NA	1.625960773	NA	0.1729419
ENSMEUG00000009065	NA	4.58859615	NA	5.255089
ENSMEUG00000009066	NA	8.035035637	NA	2.708024
ENSMEUG00000009067	NA	0	NA	0
ENSMEUG00000009068	NA	1.966125314	NA	3.082873
ENSMEUG00000009069	NA	3.9856995305	NA	6.005753
ENSMEUG00000009070	NA	3.937016404	NA	4.008666
ENSMEUG00000009071	NA	0	NA	0
ENSMEUG00000009072	NA	1.198925887	NA	0.3362194
ENSMEUG00000009073	NA	2.4091741575	NA	5.477564
ENSMEUG00000009074	NA	1.9303350205	NA	4.711142
ENSMEUG00000009075	NA	0.0311222095	NA	5.046971
ENSMEUG00000009076	NA	3.237729183	NA	3.297891
ENSMEUG00000009077	NA	3.061389389	NA	5.131894
ENSMEUG00000009078	NA	0.1512411265	NA	0
ENSMEUG00000009079	NA	2.211561189	NA	4.394109
ENSMEUG00000009080	NA	0.231022005	NA	0.03128043
ENSMEUG00000009081	NA	0	NA	0
ENSMEUG00000009082	NA	1.219010938	NA	4.455123
ENSMEUG00000009083	NA	4.6575596315	NA	5.500719
ENSMEUG00000009084	NA	0.9406773295	NA	5.090464
ENSMEUG00000009085	NA	2.407742632	NA	3.357068
ENSMEUG00000009086	NA	0	NA	1.001939
ENSMEUG00000009087	NA	2.6835755505	NA	3.539953
ENSMEUG00000009088	NA	3.9520495875	NA	6.680296
ENSMEUG00000009089	NA	0	NA	0.4232759
ENSMEUG00000009090	NA	0.600817182	NA	1.598265
ENSMEUG00000009091	NA	0.798198	NA	5.495625
ENSMEUG00000009092	NA	0.186604044	NA	0.1531711
ENSMEUG00000009093	NA	2.591416856	NA	2.528031
ENSMEUG00000009094	NA	0.4920421215	NA	3.338363
