brain	heart	kidney	liver	ovary
ENSSBOG00000035514	0	0	0	0	0
ENSSBOG00000035515	6.143178697	5.13895	4.54299	3.885168439	3.78332149
ENSSBOG00000035516	4.565670284	2.025695	4.051677	2.781500304	4.76358154
ENSSBOG00000035517	6.461828762	3.861467	5.275579	3.065357235	5.56947195
ENSSBOG00000035518	4.939301814	1.154337	2.203658	2.644776912	3.37200763
ENSSBOG00000035519	4.748928101	1.773276	2.87533	1.867995275	3.46172499
ENSSBOG00000035520	4.710864829	3.833515	5.256378	4.306502134	5.99310822
ENSSBOG00000035521	7.01749193	4.806837	5.97701	4.435417241	6.48892145
ENSSBOG00000035522	1.967257159	0.757741	0.9445759	1.097995015	1.89043113
ENSSBOG00000035523	3.31390841	1.650772	2.724024	3.157964186	2.31178442
ENSSBOG00000035524	0.326372821	0.4303726	0.9021809	0.686657394	3.45645134
ENSSBOG00000035525	6.604126936	4.464006	6.061143	5.506099191	6.74278301
ENSSBOG00000035526	4.332328416	2.337703	3.991452	3.135638291	4.87511655
ENSSBOG00000035527	2.768345262	1.992522	2.552412	1.093063192	3.08962841
ENSSBOG00000035528	0	0	0	0	0
ENSSBOG00000035529	1.754870403	1.111479	1.657736	0.983641216	3.15260529
ENSSBOG00000035530	4.140336129	1.910746	3.641896	2.969325502	3.93418528
ENSSBOG00000035531	0.768357967	0.2520317	1.106898	0.354877515	2.07912548
ENSSBOG00000035532	9.593469558	11.06301	9.452464	8.790149715	8.09183204
ENSSBOG00000035533	10.054343836	10.37315	9.338758	8.782359417	8.87624066
ENSSBOG00000035534	0	0	0	0	0
ENSSBOG00000035535	4.80607654	0	0.1364785	0.109538286	1.07895817
ENSSBOG00000035536	1.057228435	0.04932993	5.883009	0	1.35318523
ENSSBOG00000035537	6.41548986	5.430824	5.572075	4.52348041	5.99290737
ENSSBOG00000035538	0.271046725	1.82513	0.4177386	1.585313514	0.91421624
ENSSBOG00000035539	0.617627613	0	0.4767529	0.157870273	1.2113113
ENSSBOG00000035540	1.569581501	1.122282	1.343877	0.556962985	2.96813316
ENSSBOG00000035541	3.792221302	4.921732	5.714163	2.899738655	7.35954522
ENSSBOG00000035542	6.770032173	6.778185	8.101901	8.179049684	9.05766471
ENSSBOG00000035543	2.960541364	1.266799	2.899309	2.06213484	3.00584836
ENSSBOG00000035544	0	0.1094722	0.5217786	0.243134429	3.84402503
ENSSBOG00000035545	3.135634187	1.056701	4.227129	7.573422322	5.47308422
ENSSBOG00000035546	2.758816963	4.829332	4.1757	2.312241131	3.11114819
ENSSBOG00000035547	0	0	0.6617067	0	2.39486531
ENSSBOG00000035548	4.456970381	4.227056	4.766335	4.088930249	4.06168981
ENSSBOG00000035549	4.439962164	2.36055	4.007025	3.461449979	4.52860257
ENSSBOG00000035550	4.894447222	2.910824	3.487543	1.616973981	4.48385704
ENSSBOG00000035551	5.616275349	3.810885	6.083705	5.792415503	6.30926533
ENSSBOG00000035552	5.775384699	3.12463	4.55609	2.287978884	5.38515294
ENSSBOG00000035553	7.761657602	6.221535	6.853409	5.220384132	5.95356325
ENSSBOG00000035554	1.130812287	0.3977745	1.758606	3.100405837	1.1686292
ENSSBOG00000035555	0	0	0	0	0
ENSSBOG00000035556	3.141758113	0	2.89589	2.752489568	3.68402088
ENSSBOG00000035557	2.096909503	0.5408952	3.047362	0.176012496	2.12432152
ENSSBOG00000035558	0	0.3049105	0.5849009	0	0.39262626
ENSSBOG00000035559	3.936725558	2.89317	4.120329	2.854055509	4.40241146
ENSSBOG00000035560	0.423536005	0.03688336	0.4581037	0	0.62758349
ENSSBOG00000035561	0.67378163	0.07869781	0.1186864	0	0.8509474
ENSSBOG00000035562	4.531266022	3.720498	3.661046	1.239988808	3.63223865
ENSSBOG00000035563	1.148459092	1.137189	1.12834	2.375617784	3.17146626
ENSSBOG00000035564	4.382406493	1.696508	5.421393	1.293958391	3.85880857
ENSSBOG00000035565	5.27410963	3.188602	4.685726	3.407729081	5.37946921
ENSSBOG00000035566	2.524161491	0	0.203428	0	0
ENSSBOG00000035567	8.029160209	0	0	0	0
ENSSBOG00000035568	2.718791219	0.7620928	6.348408	3.633721813	2.50626425
ENSSBOG00000035569	4.763886906	3.000787	4.505657	4.222469964	4.90292736
ENSSBOG00000035570	4.711775709	2.734057	3.95615	2.601950808	4.23249192
ENSSBOG00000035571	0	0	0	0	0
ENSSBOG00000035572	3.547289411	1.43486	0	0	0
ENSSBOG00000035573	0	0	0	0	0
ENSSBOG00000035574	0	0	0	0	0
ENSSBOG00000035575	6.378417984	5.784221	6.624054	5.792876431	6.73724329
ENSSBOG00000035576	2.474480174	0	0	0	0
ENSSBOG00000035577	1.16830571	0.4302981	3.017644	0.532863509	3.24076737
ENSSBOG00000035578	1.562375787	0.9909244	1.872222	1.3346884	3.34782437
ENSSBOG00000035579	0	0	0	0	0
ENSSBOG00000035580	2.22551248	3.294188	5.147354	1.620041133	5.23426525
ENSSBOG00000035581	4.006522446	0.3308567	1.311154	0	6.03585041
ENSSBOG00000035582	2.217981343	1.399428	2.079815	2.418907743	2.3302027
ENSSBOG00000035583	1.165371731	0.5839388	2.642202	0.956838768	4.13392514
ENSSBOG00000035584	7.207990433	1.027324	1.301605	0.515447037	2.32473285
ENSSBOG00000035585	3.628738606	3.439652	4.520322	3.55969982	5.48911579
ENSSBOG00000035586	5.82062064	2.984859	5.42891	4.163088085	5.5072904
ENSSBOG00000035587	0	0	0	0	0
ENSSBOG00000035588	5.409611567	2.042078	5.622216	2.510748283	4.72226442
ENSSBOG00000035589	2.847026769	4.573375	3.345422	2.10745019	2.75073083
ENSSBOG00000035590	7.610190671	3.695537	4.480459	1.287826867	6.38458692
ENSSBOG00000035591	9.094009047	7.186867	8.018395	7.063815694	6.76573363
ENSSBOG00000035592	6.151178944	6.441521	6.241819	5.273259628	7.13568774
ENSSBOG00000035593	0	0	1.905004	1.656262958	2.08287968
ENSSBOG00000035594	1.91323219	2.506584	2.962786	2.461921397	3.41877824
ENSSBOG00000035595	0	0	0	0	0
ENSSBOG00000035596	0	0	0	0	0
ENSSBOG00000035597	4.275401946	1.738768	3.927269	1.798100298	3.22015812
ENSSBOG00000035598	2.679153746	0	0	0	0.32064988
ENSSBOG00000035599	4.015386951	1.450793	3.372796	1.730640782	4.2430338
ENSSBOG00000035600	0	0	0.2357712	0.199694329	0
ENSSBOG00000035601	8.754650373	7.223722	7.752167	6.661193777	8.28759234
ENSSBOG00000035602	4.790060939	4.120748	4.592795	3.49455219	5.46628321
ENSSBOG00000035603	2.931700085	2.563296	3.803297	0.973287987	2.62945221
ENSSBOG00000035604	6.057240351	2.917034	4.331013	4.351231979	4.19372602
ENSSBOG00000035605	3.891364161	4.502419	4.583892	4.376890941	5.01417941
ENSSBOG00000035606	0.242050015	0	0	0.146742537	0
ENSSBOG00000035607	2.490210695	0.2224868	1.466752	0.332010116	1.15220289
ENSSBOG00000035608	0.146142955	1.513142	2.246885	2.389431897	3.80793188
ENSSBOG00000035609	7.216975701	0.9329667	1.513234	0.539901275	3.85120024
ENSSBOG00000035610	6.657698592	7.713453	6.940631	6.876523086	6.56799105
ENSSBOG00000035611	6.612752193	5.080285	4.522863	1.682907191	4.73801603
ENSSBOG00000035612	1.914315762	0.5150715	6.889191	0.590001201	1.71060479
ENSSBOG00000035613	2.493514124	2.14216	2.646718	1.227203199	2.13653298
ENSSBOG00000035614	2.143591947	1.76573	2.623993	1.771673489	3.72028394
ENSSBOG00000035615	5.143484441	2.727831	5.602893	4.237752303	5.49111264
ENSSBOG00000035616	5.259596398	3.35296	0	0	1.34389669
ENSSBOG00000035617	0	0	0	0	0
ENSSBOG00000035618	2.033637958	0.833388	1.701545	1.61338549	2.38188137
ENSSBOG00000035619	8.246859334	7.96267	8.253989	7.348250127	9.38779979
ENSSBOG00000035620	0	0	0	0	0
ENSSBOG00000035621	0	0	0	0	0
ENSSBOG00000035622	2.966175721	2.708448	2.376421	1.912653697	3.2034455
ENSSBOG00000035623	4.67579166	2.798984	4.09017	2.952847924	3.88575298
ENSSBOG00000035624	2.479308179	0.8678988	1.573268	1.225145341	2.14008168
ENSSBOG00000035625	0	1.243517	4.949829	1.692909206	4.71431696
ENSSBOG00000035626	0.903670409	0.4432969	0.9043862	0.195260656	1.97026542
ENSSBOG00000035627	1.833873749	0.5444137	2.015609	1.685372823	2.60090912
ENSSBOG00000035628	3.835831125	0.9986909	1.197493	1.046793467	3.75680234
ENSSBOG00000035629	1.132260962	2.341755	6.13323	8.085705609	3.85454828
ENSSBOG00000035630	5.643567622	2.212944	4.917308	3.378568498	5.46926085
ENSSBOG00000035631	2.434793669	0.7313605	1.846886	1.060337969	1.98039461
ENSSBOG00000035632	2.265499908	4.860514	3.787422	6.627428971	5.29477806
ENSSBOG00000035633	0	1.558361	0	0	0
ENSSBOG00000035634	0	0	0.7278386	0	3.50992382
ENSSBOG00000035635	5.559022769	4.477915	5.465442	3.949420727	6.27378814
ENSSBOG00000035636	1.016339419	0	2.065607	1.861248727	1.91980914
ENSSBOG00000035637	1.271628858	0.8067472	1.217373	0.911683913	1.35687624
ENSSBOG00000035638	9.410724812	8.52283	9.592837	8.772608197	10.90449915
ENSSBOG00000035639	2.462800964	1.774254	2.065951	0.510323955	4.77746706
ENSSBOG00000035640	4.570448419	2.278751	3.060211	1.265832542	3.3182399
ENSSBOG00000035641	7.797985691	8.224634	7.315838	6.737686761	7.42224141
ENSSBOG00000035642	0	1.66607	0	0	0.50014224
ENSSBOG00000035643	4.71501475	4.344239	4.714092	3.965507261	4.45072958
ENSSBOG00000035644	0.747903798	0.3432907	0.9917473	0.766796977	0.76538028
ENSSBOG00000035645	3.265055768	2.573377	3.211855	2.740407363	3.80884837
ENSSBOG00000035646	1.559844184	0.4717691	1.23667	0.837614714	1.8116231
ENSSBOG00000035647	0.596282849	0.02969147	0.8095371	0.138461942	0.54287314
ENSSBOG00000035648	4.160690313	1.409612	1.944251	1.16213848	2.59406908
ENSSBOG00000035649	9.167761843	8.43085	9.645795	8.17651726	10.70164435
ENSSBOG00000035650	0.519831723	0.1517393	0	0	0.55357775
ENSSBOG00000035651	4.710458602	2.247808	4.000981	3.844653798	3.93052825
ENSSBOG00000035652	3.093174775	0	0	1.253989266	1.69865411
ENSSBOG00000035653	0.164384687	0	3.564427	7.70749028	0.44820639
ENSSBOG00000035654	3.312014536	4.264897	4.508746	4.711164481	5.63228276
ENSSBOG00000035655	3.070801468	0	0.1951964	0	0
ENSSBOG00000035656	1.497432001	3.273679	4.343317	3.904211429	5.21528642
ENSSBOG00000035657	4.471441113	3.039147	4.797003	2.986627551	5.07225161
ENSSBOG00000035658	2.853335009	0.7819027	2.341491	1.283157267	3.05838058
ENSSBOG00000035659	4.784397714	0.2828027	0.2760538	0	0.65299671
ENSSBOG00000035660	0	0.3318554	0.2619159	0	0.68006505
ENSSBOG00000035661	2.535348793	1.025093	1.908755	0.830291837	2.4417278
ENSSBOG00000035662	4.091588137	0.08833349	0.04762312	0.051531642	1.93707504
ENSSBOG00000035663	1.101697134	0.08231428	3.200839	0	0.95015185
ENSSBOG00000035664	2.638289356	0	6.850012	0	0
ENSSBOG00000035665	0.833453618	0.09020116	0.4331806	0.482705813	0.9313926
ENSSBOG00000035666	3.153837756	2.2816	3.06618	2.941194598	3.91546354
ENSSBOG00000035667	3.187981476	2.516562	1.861832	1.223644961	1.72693146
ENSSBOG00000035668	4.634776556	2.710193	3.793734	2.483546234	4.19810278
ENSSBOG00000035669	4.526296093	0.9088536	2.12028	1.950985303	2.23521268
ENSSBOG00000035670	5.768767903	3.038893	7.186256	4.171588752	4.52625102
ENSSBOG00000035671	8.118255889	9.159314	3.121473	0	7.87333952
ENSSBOG00000035672	3.113752166	5.548064	4.766017	7.989462624	4.55264758
ENSSBOG00000035673	3.697362388	0.7749831	2.156545	0.353289411	2.02786885
ENSSBOG00000035674	5.804470721	3.270934	4.949827	3.908059186	4.80624723
ENSSBOG00000035675	3.515914256	0.2936577	0.6048561	0.8058133	0.20513473
ENSSBOG00000035676	2.266426759	1.223206	2.18899	0.37323838	3.7639108
ENSSBOG00000035677	1.484896024	2.323935	4.750301	7.641936128	3.37298273
ENSSBOG00000035678	0.775273936	0.2125581	0.5476443	0.276379935	0.95345225
ENSSBOG00000035679	4.570997164	3.209467	4.056349	2.963683115	4.80891528
ENSSBOG00000035680	4.756719096	4.03352	3.950394	3.712771842	4.0164004
ENSSBOG00000035681	3.530690049	2.444712	2.921438	2.020638739	3.62957811
ENSSBOG00000035682	3.430036433	1.431487	2.799441	1.54187034	1.87057383
ENSSBOG00000035683	0	0	0.773084	0	0
ENSSBOG00000035684	5.399843055	3.425703	3.937632	3.714209244	4.77630142
ENSSBOG00000035685	5.914829743	5.1145	6.372884	4.855616023	6.3038111
ENSSBOG00000035686	7.186837263	6.225738	6.460436	5.450802153	6.56091362
ENSSBOG00000035687	6.931387586	4.974369	8.676331	9.863324248	5.52575256
ENSSBOG00000035688	0	0	0	0	0
ENSSBOG00000035689	2.801206469	3.666041	2.21223	1.719034453	3.54706455
ENSSBOG00000035690	3.533286743	1.758244	2.920339	1.442228538	3.24486271
ENSSBOG00000035691	3.445705518	1.484241	1.794004	4.493564079	3.66995651
ENSSBOG00000035692	4.041281888	1.945719	3.12088	1.425255186	4.34730841
ENSSBOG00000035693	4.997973168	2.461688	5.320245	3.200590039	4.70606938
ENSSBOG00000035694	3.339377006	1.365916	1.285994	4.730510515	3.52298476
ENSSBOG00000035695	3.671132561	2.20531	3.595765	2.604023866	3.82667661
ENSSBOG00000035696	1.339068955	0.2178561	0.9156693	0.390132766	1.31603739
ENSSBOG00000035697	0	0	0	0	0
ENSSBOG00000035698	0	0	0	0	0
ENSSBOG00000035699	4.27204701	0.1378537	1.092977	0.299475958	3.8353673
ENSSBOG00000035700	0	0	0	0	0.3586742
ENSSBOG00000035701	2.773196716	0.7153777	2.028718	1.066771187	2.83899613
ENSSBOG00000035702	1.766849545	3.061522	4.684381	5.04065576	5.15363107
ENSSBOG00000035703	0	0	0	0	0
ENSSBOG00000035704	3.601149757	2.202553	2.110417	1.017843537	2.10945083
ENSSBOG00000035705	1.728856542	7.267594	5.069569	2.806154925	2.56318962
ENSSBOG00000035706	2.437443488	0.09132342	4.399759	1.570594079	2.00258732
ENSSBOG00000035707	1.063668601	5.640546	0.1107711	0.045220818	0.92256019
ENSSBOG00000035708	0.617395349	0.2073307	0.2648234	0	0
ENSSBOG00000035709	1.663012089	1.940743	3.295857	0.916970325	3.32677605
ENSSBOG00000035710	5.390550758	4.544875	4.624966	5.632041322	5.46196722
ENSSBOG00000035711	0.11016998	0.3081325	2.651565	1.237059482	0.11743879
ENSSBOG00000035712	0	0	2.996888	0	0.55983831
ENSSBOG00000035713	1.408293392	0.5196285	4.059485	0.665607431	1.54553352
ENSSBOG00000035714	6.100234039	4.16954	5.638117	3.911159556	6.64861629
ENSSBOG00000035715	0	0	0	0	0
ENSSBOG00000035716	5.612541228	5.297507	6.197309	5.317651385	7.91946523
ENSSBOG00000035717	4.600160786	2.770641	1.617211	0	3.3454418
ENSSBOG00000035718	0	0	0	0	0
ENSSBOG00000035719	1.395057314	0.9526072	1.810159	1.495623538	2.58346854
ENSSBOG00000035720	1.100074756	0.68521	1.83949	1.197244723	2.40104333
ENSSBOG00000035721	4.913042577	3.053461	2.753624	2.986268934	4.128251
ENSSBOG00000035722	5.662538785	1.451471	1.80822	1.08839944	3.61448842
ENSSBOG00000035723	1.210625761	0.244881	1.224411	0.398958845	0.83159192
ENSSBOG00000035724	3.041509344	2.92436	3.477737	2.196581866	3.9130895
ENSSBOG00000035725	0.275769924	1.216249	0.2179627	0.090420828	0.19176603
ENSSBOG00000035726	0	0	0	0.563601368	0.34860183
ENSSBOG00000035727	0	0	0	0	0
ENSSBOG00000035728	0	0	0	0	0
ENSSBOG00000035729	6.090725157	7.261841	8.707132	7.393730228	7.76264381
ENSSBOG00000035730	3.325502413	1.900625	2.790483	2.333459514	3.02625421
ENSSBOG00000035731	2.531211758	2.599906	3.807582	2.670119715	3.62254386
ENSSBOG00000035732	6.788946667	6.399668	7.031572	6.551316057	6.68425771
ENSSBOG00000035733	3.414025906	0.07562463	0.1329199	0	0.13466807
ENSSBOG00000035734	0.099399169	0.1563125	0.1518614	0	0.60040774
ENSSBOG00000035735	2.261705312	6.618021	4.618591	3.744012512	4.55696207
ENSSBOG00000035736	0.593208418	0.257596	3.029005	0.117023269	0.16072919
ENSSBOG00000035737	4.177319866	2.254881	4.539084	0.051785951	3.10515675
ENSSBOG00000035738	0.410731849	0.1383505	0.8817594	1.207168199	0.49334811
ENSSBOG00000035739	0.617119781	0.1086623	0.6430628	0.589560249	1.42423953
ENSSBOG00000035740	0	0	0	0	0
ENSSBOG00000035741	4.06307145	2.576123	3.269359	1.577532759	3.57597785
ENSSBOG00000035742	3.58165253	1.235378	2.199185	1.470505629	2.53580911
ENSSBOG00000035743	6.322381643	4.069786	6.86541	5.521253994	5.72585652
ENSSBOG00000035744	8.678294491	5.567777	6.825012	5.702129733	7.45679629
ENSSBOG00000035745	0	0.3246113	0.2195161	0	0.72643017
ENSSBOG00000035746	1.878015098	1.098642	2.757141	0.040204541	3.5404489
ENSSBOG00000035747	0.567882232	0	1.31166	0.298431924	0
ENSSBOG00000035748	0	0	0.7703487	0	1.37404902
ENSSBOG00000035749	3.547005551	1.28915	2.692429	1.585948006	3.3503657
ENSSBOG00000035750	4.21791312	3.840463	4.90078	4.451237492	4.65040844
ENSSBOG00000035751	1.982937006	2.230837	4.823708	4.033057326	5.80675788
ENSSBOG00000035752	8.725532657	7.744904	8.334995	7.775123386	8.45614616
ENSSBOG00000035753	3.962233428	2.129203	3.174488	1.743028458	3.32233632
ENSSBOG00000035754	5.740443793	4.070726	5.801472	5.761074333	6.83049493
ENSSBOG00000035755	1.495357471	0.9066975	2.617595	1.712781525	1.48079479
ENSSBOG00000035756	7.798123114	7.204112	8.99769	6.425429092	7.72773466
ENSSBOG00000035757	0.596139414	0	0.2110546	0.09995361	0.78773
ENSSBOG00000035758	0	0	0	0	0.72362234
ENSSBOG00000035759	2.683366337	0.3369609	0.4407981	0.144585484	1.18835028
ENSSBOG00000035760	8.361992009	7.678417	7.971147	9.21983162	7.78111706
ENSSBOG00000035761	2.80210139	1.384752	2.192065	1.401466639	2.75372561
ENSSBOG00000035762	1.789203401	0.6411307	1.593425	0.681950242	2.49477656
ENSSBOG00000035763	0	0	0.1779089	0	0
ENSSBOG00000035764	4.655133118	0.2760167	3.247938	0.36754461	4.10791965
ENSSBOG00000035765	4.287834253	4.577096	4.778266	4.65399437	4.82793586
ENSSBOG00000035766	1.633257286	0.6578092	0.8024588	7.026723165	2.73054084
ENSSBOG00000035767	4.871770231	2.808962	5.044198	4.500160854	6.45808502
ENSSBOG00000035768	0.291190964	0.151951	0.4266823	0.271424481	0.41181887
ENSSBOG00000035769	1.639167322	0.991854	2.077226	0.935977139	3.10451111
ENSSBOG00000035770	2.357214163	3.745812	3.580927	2.64183158	4.03964649
ENSSBOG00000035771	3.479097308	2.065975	3.501223	2.791553633	3.53208127
ENSSBOG00000035772	0.497020605	0.06644483	0.08892964	0	0.82020919
ENSSBOG00000035773	5.953747143	3.710547	4.669962	7.542536655	4.17800547
ENSSBOG00000035774	0.345880031	2.059168	1.964975	1.590932507	1.48416907
ENSSBOG00000035775	6.089652802	2.508903	4.290909	3.318828745	3.9326291
ENSSBOG00000035776	7.096781662	2.154372	5.371428	4.422544856	5.52733381
ENSSBOG00000035777	6.265382509	2.917329	4.945285	3.776325114	5.71728982
ENSSBOG00000035778	3.784288295	1.763394	3.518412	2.144862143	4.53173752
ENSSBOG00000035779	3.583381042	3.209341	4.57431	2.579508435	4.64160614
ENSSBOG00000035780	3.804901286	2.605328	2.919706	2.362172482	3.51542988
ENSSBOG00000035781	4.921702432	3.407906	4.653852	3.780984039	4.47637974
ENSSBOG00000035782	0	0	0	0	0
ENSSBOG00000035783	4.268980765	3.323095	5.252268	4.335571149	6.03017052
ENSSBOG00000035784	0.52433052	0.1762513	1.572109	1.202423991	1.20396538
ENSSBOG00000035785	8.607774152	8.216494	9.183482	7.9392207	9.63314782
ENSSBOG00000035786	2.472854247	0.04324272	0.4622178	0.074349924	2.786317
ENSSBOG00000035787	3.240062408	1.772211	3.110998	2.161020193	3.70321147
ENSSBOG00000035788	3.12136028	1.964299	4.223924	4.061568849	4.83080293
ENSSBOG00000035789	5.253255634	3.362394	4.954937	4.26212041	5.23471015
ENSSBOG00000035790	0	0	0	0	0
ENSSBOG00000035791	1.245933699	0	0	0	1.52519692
ENSSBOG00000035792	0	2.302743	0	0	0
ENSSBOG00000035793	0.133070137	0.1396096	1.437409	0	0.74076958
ENSSBOG00000035794	0.541788385	0.1210191	0.5594262	0.493369629	0.199883
ENSSBOG00000035795	7.380258377	6.54819	6.56046	4.683396657	7.07816255
ENSSBOG00000035796	5.266749068	4.753818	4.986584	4.674494549	5.46276563
ENSSBOG00000035797	0	0	0	0	0
ENSSBOG00000035798	4.568982012	3.337834	3.536942	1.989440597	4.40048028
ENSSBOG00000035799	0	0	0	0	0
ENSSBOG00000035800	2.260730266	0.06124657	1.039854	0.071776533	1.26838049
ENSSBOG00000035801	6.723105805	4.932901	6.353349	4.582695088	6.50330262
ENSSBOG00000035802	8.943376346	5.590847	7.756756	5.895603151	6.40763147
ENSSBOG00000035803	0.056543576	4.567247	0.4948324	0.505487528	1.39696502
ENSSBOG00000035804	5.406927767	5.183677	6.33591	4.665827061	6.190699
ENSSBOG00000035805	1.279578268	1.42569	2.83133	0.243416831	1.57368475
ENSSBOG00000035806	1.434967096	0	0	0	0
ENSSBOG00000035807	6.362133197	0.4684801	2.927608	5.472871139	1.63067106
ENSSBOG00000035808	1.164934272	1.182845	2.712541	1.972233124	4.28730975
ENSSBOG00000035809	7.845192511	6.170586	7.935232	6.155283746	7.90112623
ENSSBOG00000035810	5.673230421	3.734365	4.568116	3.58333025	4.90014276
ENSSBOG00000035811	1.055931394	0.3550478	0.9468094	0.744922293	1.30321963
ENSSBOG00000035812	6.204876005	2.838959	4.732773	4.591789805	5.37659417
ENSSBOG00000035813	1.852530258	0.2323231	1.067492	0.343887407	1.76129506
ENSSBOG00000035814	0	0	0	0	0
ENSSBOG00000035815	2.952512494	2.77019	4.915392	3.527444101	4.86855906
ENSSBOG00000035816	12.639842625	12.65596	10.90467	11.058476149	11.95808866
ENSSBOG00000035817	0	0	0	0	0.69913049
ENSSBOG00000035818	4.899924825	6.344997	5.218742	0.650269179	4.62484487
ENSSBOG00000035819	1.621768232	3.909082	4.060168	3.322101208	3.41674653
ENSSBOG00000035820	3.737621871	2.100413	3.40957	1.89499621	4.16166199
ENSSBOG00000035821	0.233529795	0	0	0	0
ENSSBOG00000035822	1.270247851	0.5831984	3.198664	0.574217791	2.19822382
ENSSBOG00000035823	3.150341144	1.465747	2.44115	1.641772588	3.46943448
ENSSBOG00000035824	3.652922393	1.055959	2.511493	1.661571917	3.10233563
ENSSBOG00000035825	3.071997723	1.832426	3.129641	1.575153044	3.64140048
ENSSBOG00000035826	1.460805459	0.5461413	3.09	0.915370983	3.22197913
ENSSBOG00000035827	0.34944228	0	0	0	0
ENSSBOG00000035828	3.266446249	0.06314367	0.5351701	0	0.70509676
ENSSBOG00000035829	3.372394965	1.706345	2.569114	1.703499424	3.70669631
ENSSBOG00000035830	0.732883924	0.1772813	4.776999	8.14307755	0.22884454
ENSSBOG00000035831	0.945962715	1.729296	1.979502	4.942279902	0.29025807
ENSSBOG00000035832	1.089389673	1.36233	2.390495	5.434571186	0.55949475
ENSSBOG00000035833	0.141827745	0	0	0	0
ENSSBOG00000035834	4.741971707	2.141639	3.260462	2.782096716	6.54313747
