brain	heart	kidney	liver	ovary
ENSSBOG00000026195	4.194629852	3.17383	3.721031	1.532516454	4.16914782
ENSSBOG00000026196	2.593248583	0.5850568	2.588463	2.074339754	3.64259264
ENSSBOG00000026197	1.129157703	0.1488482	0.2063019	0.175212875	0.59255032
ENSSBOG00000026198	4.582417507	2.222211	3.593354	2.520605795	4.23355066
ENSSBOG00000026199	1.923327961	1.293818	2.299626	1.600507645	3.08394177
ENSSBOG00000026200	7.446239608	1.068916	5.546052	4.112540844	5.64051537
ENSSBOG00000026201	4.059471488	2.147979	4.026753	2.555911841	4.36362106
ENSSBOG00000026202	5.125534481	0.07226883	0.7447841	0.091973692	1.94303268
ENSSBOG00000026203	0	0	0	0	0
ENSSBOG00000026204	3.432604033	2.734825	1.936843	1.927737199	2.20923999
ENSSBOG00000026205	1.809879489	1.097975	2.993133	2.568163474	3.22759323
ENSSBOG00000026206	4.113483812	3.260036	3.603383	4.082089416	4.32808965
ENSSBOG00000026207	0.990736353	0.6989767	2.447735	0.4376379	1.68830571
ENSSBOG00000026208	1.340336091	0.6921352	3.527418	0.754414648	3.02878271
ENSSBOG00000026209	8.198347829	1.866461	1.773772	0.370867318	5.21948812
ENSSBOG00000026210	0	0	0	0	0.24166815
ENSSBOG00000026211	0.151922445	0.07447803	0.8299559	0.257954399	0.50736031
ENSSBOG00000026212	0	0	0	0	0
ENSSBOG00000026213	3.575414962	2.207238	3.333658	1.774636959	4.28535487
ENSSBOG00000026214	2.549356204	0	0	0	0
ENSSBOG00000026215	8.082377406	5.166964	6.769562	1.957303598	3.91281558
ENSSBOG00000026216	0.148089385	0.0298701	0.5646406	5.247870564	0.03994776
ENSSBOG00000026217	4.657478808	2.173835	3.96006	2.487529311	4.24937859
ENSSBOG00000026218	3.736350623	2.72915	2.698516	1.328413127	3.43015465
ENSSBOG00000026219	3.584794176	4.459059	5.364236	4.304776047	4.45663401
ENSSBOG00000026220	0	0	0	0	0.04375381
ENSSBOG00000026221	0	0	0	0	2.02494726
ENSSBOG00000026222	2.422550574	3.548239	3.213497	2.994407749	3.75646826
ENSSBOG00000026223	2.555261543	0.938623	1.849487	0.717777086	3.62631998
ENSSBOG00000026224	2.495651676	0.6467783	1.938534	2.783477608	2.91282804
ENSSBOG00000026225	2.09852399	1.777068	2.229637	2.520877301	2.32479908
ENSSBOG00000026226	4.968019307	1.88607	3.630863	1.807086968	3.95758963
ENSSBOG00000026227	0.751243465	0.8656093	0.6120401	0.521728192	1.26246924
ENSSBOG00000026228	4.357760301	2.696321	4.465911	3.39473363	5.16996992
ENSSBOG00000026229	5.332519261	0.794217	1.725213	2.682824961	4.10727107
ENSSBOG00000026230	3.732879149	2.566092	3.146431	1.838626292	3.30749046
ENSSBOG00000026231	3.564146441	2.199525	3.945027	2.750239889	4.91323889
ENSSBOG00000026232	3.026773506	2.071344	7.132741	4.985755885	5.82748955
ENSSBOG00000026233	5.868049619	3.555362	4.28906	4.631168323	4.37217205
ENSSBOG00000026234	7.158488512	5.937634	6.646377	7.586517068	7.07675148
ENSSBOG00000026235	0.708094512	0.1538611	0.6224919	0.288164812	0.75593697
ENSSBOG00000026236	3.76454786	0.4349511	3.400389	2.028979272	4.44611063
ENSSBOG00000026237	1.609433487	0	0	0.903285127	2.5659332
ENSSBOG00000026239	2.138247631	2.055157	2.479295	1.706375832	4.25833801
ENSSBOG00000026240	5.015217438	3.908224	5.791242	4.788890722	5.65150659
ENSSBOG00000026241	1.181694141	0.5631982	6.588635	12.420805013	2.34888109
ENSSBOG00000026242	0.526052782	0.6038843	1.33419	0.809818589	2.54470793
ENSSBOG00000026243	0	0	0.190271	0	0
ENSSBOG00000026244	0	0	0	0.05792475	0.06839098
ENSSBOG00000026245	0	0	0	0	0
ENSSBOG00000026246	5.68939981	2.783922	4.65981	3.674008609	4.90446483
ENSSBOG00000026247	0	0.1163359	0	0.254793564	3.9903468
ENSSBOG00000026248	0	2.20269	0	0	1.68254633
ENSSBOG00000026249	2.065048352	1.864628	2.982992	0.5332364	3.60640669
ENSSBOG00000026250	7.304507948	1.367374	1.362632	1.719376225	3.16710065
ENSSBOG00000026251	0.778708184	0	0.7187851	0.473375987	0.97990226
ENSSBOG00000026252	1.985959397	1.332542	1.523928	0.994368282	2.26723314
ENSSBOG00000026253	5.922005127	0.2518175	1.222248	0.586856958	2.36675303
ENSSBOG00000026254	4.475027667	4.27422	8.429397	6.331972598	4.4248472
ENSSBOG00000026255	3.601470706	2.272435	2.1504	1.151176914	2.59226088
ENSSBOG00000026256	0	0	0	0	0
ENSSBOG00000026257	1.443602408	3.764781	4.02512	4.028067799	2.14818573
ENSSBOG00000026258	5.903617739	4.43949	5.043196	4.42465542	5.51679177
ENSSBOG00000026259	3.284112835	2.086862	3.829466	3.627530966	4.2951132
ENSSBOG00000026260	4.579789592	1.219457	2.602257	1.298611398	2.47629873
ENSSBOG00000026261	3.94966659	2.167361	2.47974	2.076456482	3.86169339
ENSSBOG00000026262	0	0	1.830097	0	0
ENSSBOG00000026263	3.704815428	2.029157	3.22436	1.884973344	3.60699634
ENSSBOG00000026264	0.763922399	4.179559	0.6361603	0.077566389	0.38844434
ENSSBOG00000026265	4.82709648	3.038338	4.170202	3.544877289	4.40869216
ENSSBOG00000026266	6.8442714	5.003604	6.538615	4.603499946	6.1079573
ENSSBOG00000026267	9.949909857	9.345611	9.645372	8.474967302	8.80780891
ENSSBOG00000026268	3.369332468	3.204964	3.45615	2.823942929	3.43348162
ENSSBOG00000026269	4.614518807	3.356745	3.710969	1.058877531	3.8504334
ENSSBOG00000026270	5.555064556	2.735503	5.141547	3.215187779	5.26404469
ENSSBOG00000026271	1.280801943	1.527155	1.384315	1.201037842	2.11201281
ENSSBOG00000026272	0	0	0	0	0
ENSSBOG00000026273	4.977216718	6.065779	2.629087	1.890474282	2.29974125
ENSSBOG00000026274	2.905606988	0.3110927	1.829049	0	0.59099093
ENSSBOG00000026275	2.697349043	0.5712545	1.14773	0.586012401	2.7822387
ENSSBOG00000026276	0	1.26197	6.010901	5.277248339	5.72140547
ENSSBOG00000026277	8.605323943	5.123902	7.482485	6.072450994	7.99325657
ENSSBOG00000026278	3.396476003	1.582998	3.308365	2.339716058	3.93437402
ENSSBOG00000026279	5.493432784	4.780103	4.575977	5.603510628	4.13287621
ENSSBOG00000026280	0.378236375	0	2.554812	0.392887793	2.1233914
ENSSBOG00000026281	3.208450149	1.431017	3.677321	2.722997101	2.60476877
ENSSBOG00000026282	4.848561351	2.81845	3.897995	2.700841397	4.48938879
ENSSBOG00000026283	6.403685266	3.585239	5.771651	6.115851021	6.14502932
ENSSBOG00000026284	5.591063005	4.95648	4.779711	1.144496734	5.68834264
ENSSBOG00000026285	4.509292996	2.20827	3.66917	2.736231436	4.80516861
ENSSBOG00000026286	0.714326416	1.056223	2.002937	0.521130158	2.40743977
ENSSBOG00000026287	0.695319507	0.4009204	0.911746	1.153213872	2.25333885
ENSSBOG00000026288	0.488850194	0.9722993	1.691391	4.110289737	1.53638617
ENSSBOG00000026289	0	0	0	0	0
ENSSBOG00000026290	6.883205346	5.682503	6.567208	6.138466365	6.26075774
ENSSBOG00000026291	6.109542348	4.520598	5.742788	4.484595106	6.08722732
ENSSBOG00000026292	4.219029085	0	0	0	0
ENSSBOG00000026293	3.824533663	3.585258	3.955427	3.853960727	5.45103963
ENSSBOG00000026294	1.918634296	0.6881347	1.619521	1.051065779	1.89593075
ENSSBOG00000026295	5.520415962	4.015426	5.057325	3.740646979	5.42417301
ENSSBOG00000026296	6.170994604	0.3352797	3.911602	0.300579456	2.58287437
ENSSBOG00000026297	4.619119511	4.483745	4.826625	4.837877663	3.88832438
ENSSBOG00000026298	2.82347832	0.1271097	3.13114	0.304717794	1.29455841
ENSSBOG00000026299	4.176410545	0.4967742	1.04043	0.521728192	3.30169153
ENSSBOG00000026300	2.143125623	2.258863	2.492033	1.345578049	3.39234902
ENSSBOG00000026301	0.073975255	0.1160621	0.6504144	0.013892628	0.110344
ENSSBOG00000026302	0	1.467535	0	0	0
ENSSBOG00000026303	0	0	0	0.232039343	0.91015854
ENSSBOG00000026304	4.444163467	3.080719	4.300439	3.059941859	4.75349757
ENSSBOG00000026305	0	0	0	0	0
ENSSBOG00000026306	5.137880583	0.2096373	1.492887	0.041120159	1.20612068
ENSSBOG00000026307	0.815586905	0.1792295	0.9501571	1.541537637	2.01881575
ENSSBOG00000026308	7.49609479	6.82445	7.858454	6.964537257	7.50029218
ENSSBOG00000026309	1.540982961	5.667807	0.9649993	1.332433545	0.06103749
ENSSBOG00000026310	0.529921569	1.961008	0.1573789	0.106780058	1.36507435
ENSSBOG00000026311	2.725804403	2.223098	2.394912	1.072640922	2.80658184
ENSSBOG00000026312	2.45483917	1.416593	2.289345	0.35024829	3.03134049
ENSSBOG00000026313	1.310084136	0.344349	4.765726	0.902429432	5.54139403
ENSSBOG00000026314	0	0	0	0	0
ENSSBOG00000026315	0	0	0	0	0
ENSSBOG00000026316	0.037446465	0.09928766	1.188154	0.115656012	1.66872731
ENSSBOG00000026317	6.454886535	3.832708	5.061366	3.099212714	4.94734355
ENSSBOG00000026318	0	0	0	0	0
ENSSBOG00000026319	2.962983894	0.8713808	1.447754	1.36206585	3.00178657
ENSSBOG00000026320	4.081180247	4.162605	4.447271	2.61108643	4.41646484
ENSSBOG00000026321	11.111859445	10.28791	11.00565	9.777562729	12.21879025
ENSSBOG00000026322	9.582858201	5.707417	4.782183	2.940632849	3.3897788
ENSSBOG00000026323	0.454157991	0.09542501	2.361628	0.184718274	1.39798363
ENSSBOG00000026324	0.317304068	0	0	0	0
ENSSBOG00000026325	2.486016666	0.927625	1.119363	0	1.61959612
ENSSBOG00000026326	0	0	0	0	0
ENSSBOG00000026327	3.477642361	1.887865	3.04225	1.917533342	3.94327436
ENSSBOG00000026328	0	0	0	0	0
ENSSBOG00000026329	2.623405706	0.8555489	1.249186	0.612463097	1.24177003
ENSSBOG00000026330	2.566240396	0	0	0	3.71005149
ENSSBOG00000026331	2.848351525	2.725287	7.057981	8.613609001	5.58318509
ENSSBOG00000026332	2.132830156	0	0.537304	0	0.23013537
ENSSBOG00000026333	3.784074565	2.367566	4.671104	3.52598603	5.16546323
ENSSBOG00000026334	5.968775063	5.186104	6.148859	5.079634112	6.29000041
ENSSBOG00000026335	1.356838053	0.3985774	0.3009507	0.188116029	0.466279
ENSSBOG00000026336	0	0	0	0	0.34580397
ENSSBOG00000026337	6.161976337	4.398261	5.903152	4.835181319	6.45383196
ENSSBOG00000026338	0	0	0	0	0
ENSSBOG00000026339	2.502032662	0.6950656	2.176284	0.671875769	2.14467292
ENSSBOG00000026340	6.156077007	4.133795	5.283072	3.788892392	5.53158982
ENSSBOG00000026341	0	0.7665587	0.6713948	0.801896167	0
ENSSBOG00000026342	5.524001911	3.860935	4.54595	5.164323699	4.31342727
ENSSBOG00000026343	6.692037387	3.705637	6.70763	0.706572204	4.02966416
ENSSBOG00000026344	3.705126405	2.264846	3.657823	3.668266655	3.59211015
ENSSBOG00000026345	4.710828029	2.418101	4.27608	4.35288484	5.16673713
ENSSBOG00000026346	4.832026163	3.483383	3.872735	2.747486655	4.2707339
ENSSBOG00000026347	5.795314476	5.302359	5.766707	5.645202173	6.29980458
ENSSBOG00000026349	1.348821617	0	1.135555	0.57912607	0.61004706
ENSSBOG00000026350	8.357868659	5.491674	7.022024	5.718076621	7.49518348
ENSSBOG00000026351	2.956644394	1.106677	1.8679	2.3304299	2.85498504
ENSSBOG00000026352	4.034761554	0.8679352	3.903144	0.259762995	4.16523665
ENSSBOG00000026353	5.142062116	3.353018	3.995295	3.457033441	4.30505852
ENSSBOG00000026354	2.373010584	0.5863824	2.401423	0.344399033	1.96726823
ENSSBOG00000026355	1.572816441	0.6577516	0.3405133	0.253755755	1.50194352
ENSSBOG00000026356	0	0.2644307	2.781133	0.41919584	3.59703052
ENSSBOG00000026357	6.173467155	5.12871	5.76896	4.994692855	6.30876606
ENSSBOG00000026358	2.45120056	1.292623	5.200959	0.165802628	1.02842063
ENSSBOG00000026359	0	0	0.3029741	0.4912836	0
ENSSBOG00000026360	0	0	0	0	1.96814975
ENSSBOG00000026361	0.474664468	3.062623	0	0	0
ENSSBOG00000026362	0	0	0	0	0
ENSSBOG00000026363	2.793927087	1.137536	1.646776	1.695771158	3.32334845
ENSSBOG00000026364	0.47625206	0.6060906	0.8217314	0.123150203	2.33704596
ENSSBOG00000026365	0.53022959	0.04249866	0.7884544	0.14164859	2.75117232
ENSSBOG00000026366	4.149243104	5.300186	3.77702	3.832748269	3.27774676
ENSSBOG00000026367	6.866883257	3.793896	4.788592	3.996126579	7.1226106
ENSSBOG00000026368	1.066130533	1.600731	1.057589	0.496758886	1.00158609
ENSSBOG00000026369	2.895411207	3.537953	3.310647	5.206111179	4.61803816
ENSSBOG00000026370	5.557257731	0.1556793	2.144491	2.544752436	2.83863718
ENSSBOG00000026371	2.332358494	3.870582	1.561512	0.183786297	2.30993867
ENSSBOG00000026372	1.423691108	2.711805	7.836663	3.105932806	3.72183853
ENSSBOG00000026373	2.742379236	1.293206	3.102564	3.232278545	3.26270826
ENSSBOG00000026374	4.699385056	3.225986	4.772889	3.826334927	6.41435375
ENSSBOG00000026375	0	0	0	0	0.83397816
ENSSBOG00000026376	4.693537137	4.488946	4.639591	2.860611266	6.02311338
ENSSBOG00000026377	5.69683959	3.888675	5.616834	4.651832401	6.49111874
ENSSBOG00000026378	4.362145965	4.508232	4.472815	3.071076214	4.73106433
ENSSBOG00000026379	1.356070547	0.4618187	7.649299	0.795476884	2.12640795
ENSSBOG00000026380	5.812641974	3.341014	5.873698	5.682899103	6.15646741
ENSSBOG00000026381	0	0	1.789274	0	0
ENSSBOG00000026382	0	0	0	0	0
ENSSBOG00000026383	6.236745164	6.107366	6.643252	6.487455028	7.25042918
ENSSBOG00000026384	1.87053438	2.397042	3.488313	2.010518483	2.9567611
ENSSBOG00000026385	0	0	0	0	0
ENSSBOG00000026386	4.279404434	2.911975	4.534336	4.53842021	5.1778062
ENSSBOG00000026387	3.85202881	6.611412	7.450346	8.752419787	7.58952988
ENSSBOG00000026388	1.824739345	0	1.574431	2.097722028	2.82070794
ENSSBOG00000026389	3.902768222	3.324236	2.481723	2.782674852	2.2160171
ENSSBOG00000026390	1.141445871	0.0958981	0.6716322	0.174264507	2.74966941
ENSSBOG00000026391	3.27765155	3.284519	3.578828	4.129556691	4.40450398
ENSSBOG00000026392	4.068908947	3.630702	4.527915	2.313098062	5.89941808
ENSSBOG00000026393	2.754169182	0.3346278	0.9722067	0	0.62056201
ENSSBOG00000026394	6.069700019	5.192419	6.138528	5.128516124	5.35503036
ENSSBOG00000026395	0	0.6495502	0.7985367	1.302944839	2.27520377
ENSSBOG00000026396	3.827046671	3.103714	4.055113	2.930381587	4.51651004
ENSSBOG00000026397	4.258518925	3.332983	4.601679	3.464957038	4.2697947
ENSSBOG00000026398	5.398179328	5.242366	5.720396	4.695192093	6.64903482
ENSSBOG00000026399	2.073014704	0	0	0	0
ENSSBOG00000026400	6.469329396	4.458124	5.222412	3.5573172	5.7365099
ENSSBOG00000026401	0.455357997	0.02291006	0.03441379	0	0.62446965
ENSSBOG00000026402	0	0	0	0	0.85038659
ENSSBOG00000026403	2.501449336	1.265086	0.6588604	1.316977515	1.7040486
ENSSBOG00000026404	1.747696746	0.5628769	1.150358	0.588324868	1.38319278
ENSSBOG00000026405	0	0	0	0	0
ENSSBOG00000026406	5.635173947	2.557006	4.721154	2.636432055	6.05937907
ENSSBOG00000026407	1.342776594	2.377549	2.787008	2.947939149	1.73797657
ENSSBOG00000026408	2.836118037	0.7933158	3.252169	3.829956084	3.69498268
ENSSBOG00000026409	0.436002953	3.161202	4.752652	0.699645796	4.40077699
ENSSBOG00000026410	2.087436024	2.599398	2.440469	5.044144905	3.04116587
ENSSBOG00000026411	5.618846504	5.051516	5.005916	4.765762801	5.22431122
ENSSBOG00000026412	0.435894175	0	6.296654	0.079841747	0
ENSSBOG00000026413	6.312362039	5.006976	6.922019	3.949506919	3.56022582
ENSSBOG00000026414	4.677384207	1.582445	2.239144	1.884023464	2.43768051
ENSSBOG00000026415	3.51389621	1.134898	2.623194	1.968993145	3.58203447
ENSSBOG00000026416	3.30276064	2.724709	3.243363	2.57019817	3.34473478
ENSSBOG00000026417	2.940800081	1.493489	2.332407	1.246256057	3.40766369
ENSSBOG00000026418	0	0	0	0	0.31153218
ENSSBOG00000026419	0	0	0	0	0
ENSSBOG00000026420	5.145547444	2.44792	4.590531	3.541565638	4.89040146
ENSSBOG00000026421	0.09272474	0.1586292	0.3269768	8.616041514	0.20690074
ENSSBOG00000026422	4.681875095	3.059155	3.738451	2.501008502	4.34025533
ENSSBOG00000026423	3.831589484	2.166176	3.455072	2.510507779	4.68348843
ENSSBOG00000026424	1.618763476	1.475518	0.5223641	0	0.05957222
ENSSBOG00000026425	6.197908038	4.553971	6.344013	2.473716689	6.53436981
ENSSBOG00000026426	3.434266458	2.690596	3.777788	2.83758	4.47511732
ENSSBOG00000026427	3.852777922	2.154865	3.671373	5.920069351	4.68840419
ENSSBOG00000026428	0	0	0	0	0
ENSSBOG00000026429	5.94450944	5.024998	7.026745	6.283910663	6.84184736
ENSSBOG00000026430	5.296669207	3.649811	4.026322	2.475128475	4.66628167
ENSSBOG00000026431	0.736171894	0.4939506	0	0.367311791	1.69960005
ENSSBOG00000026432	6.343372287	5.428789	5.890257	4.720207314	6.7164148
ENSSBOG00000026433	2.158708641	0.9216024	2.074974	2.314602856	4.41885783
ENSSBOG00000026434	1.867845079	0.7141845	0.7952824	0.420959853	1.29890461
ENSSBOG00000026435	0	0	0	0	0
ENSSBOG00000026436	3.919845366	2.487011	3.34478	2.478217628	4.26469375
ENSSBOG00000026437	0	0.3260218	0	0	0
ENSSBOG00000026438	6.213182004	2.31755	4.447957	1.916969561	5.05149392
ENSSBOG00000026439	0.227662224	0.04572296	0.2355996	0.054056739	2.22020302
ENSSBOG00000026440	1.044589963	0.236391	1.011023	0.119256696	1.56440744
ENSSBOG00000026441	4.291483476	2.809807	3.941101	3.068686286	4.68048752
ENSSBOG00000026442	7.127715811	2.356341	3.793095	2.372110745	4.37341157
ENSSBOG00000026443	0	0	0.9273671	0.293149148	3.10693285
ENSSBOG00000026444	5.491596594	4.830504	5.627659	4.945593658	7.01344328
ENSSBOG00000026445	4.137265787	3.09478	3.661225	3.39824501	3.98319428
ENSSBOG00000026446	4.536643538	2.802592	4.084319	3.42793463	4.52833377
ENSSBOG00000026447	3.06754063	0.05459082	0.1527818	0	0
ENSSBOG00000026448	2.083649808	0.3315046	1.491234	0.053392617	1.90653392
ENSSBOG00000026449	0	0	0	0.192917541	0
ENSSBOG00000026450	3.023450538	1.727581	2.842995	1.919626114	3.18720874
ENSSBOG00000026451	8.676288568	7.885062	8.516389	4.070217568	9.60382104
ENSSBOG00000026452	4.98559606	2.49212	4.680887	5.135280389	5.43085528
ENSSBOG00000026453	0	0.09476467	0.1123372	2.207700792	2.39976993
ENSSBOG00000026454	4.555830202	4.592602	5.022859	4.599827051	3.82748656
ENSSBOG00000026455	5.10343889	5.229876	4.722925	4.344054403	5.24240815
ENSSBOG00000026456	0	0	0	0	0
ENSSBOG00000026457	6.234129563	5.40971	5.063011	4.07355463	5.2800395
ENSSBOG00000026458	0	0	0.134795	0	0
ENSSBOG00000026459	0	0	0	0	0
ENSSBOG00000026460	4.673381164	4.651505	4.212982	3.668811253	4.4557086
ENSSBOG00000026461	0	0	0	0	0
ENSSBOG00000026462	5.840964188	5.657043	9.225706	4.645148266	7.1489951
ENSSBOG00000026463	3.141558678	1.971538	2.999453	1.630517304	3.5270428
ENSSBOG00000026464	5.21401209	0.1262224	0.6706609	0.524537139	1.44446035
ENSSBOG00000026465	5.021199867	4.61927	5.152481	4.248502199	4.58605793
ENSSBOG00000026466	1.917168208	0.8486676	2.397647	1.339992484	3.38503614
ENSSBOG00000026467	6.834369916	5.323532	6.14302	5.941446281	6.23947251
ENSSBOG00000026468	2.106884289	0.6835186	2.156982	2.31741985	3.69072996
ENSSBOG00000026469	0.801026181	0.7870822	3.292907	2.147151362	2.31273612
ENSSBOG00000026470	3.722996008	1.993475	2.825045	1.715177774	3.92933559
ENSSBOG00000026471	0	1.620746	1.299585	0	1.1282736
ENSSBOG00000026472	3.966052024	3.031651	4.486775	3.886452599	4.77133628
ENSSBOG00000026473	5.371313688	4.458904	6.102281	6.253861475	4.16208691
ENSSBOG00000026474	5.720989786	2.678746	5.799069	4.472163454	3.81524033
ENSSBOG00000026475	1.928491609	0.6139125	1.197545	1.636042205	0.76725392
ENSSBOG00000026476	0	0	0.1179369	0.269197161	0.41160305
ENSSBOG00000026477	6.460672131	5.13933	6.325028	5.287801016	7.06078238
ENSSBOG00000026478	2.301461808	2.313338	3.226703	3.965301305	2.41328239
ENSSBOG00000026479	5.526882603	4.989219	6.439728	5.340807919	6.97106526
ENSSBOG00000026480	0.944713045	0.4780358	0.8418347	0.678081824	1.59618141
ENSSBOG00000026481	1.006570916	0	0	0	0
ENSSBOG00000026482	5.74909442	2.344757	2.804747	2.472789276	3.31320957
ENSSBOG00000026483	5.250080078	3.518669	4.392633	0.901428034	5.52666292
ENSSBOG00000026484	4.693678189	2.87423	3.630277	2.975035819	4.2918216
ENSSBOG00000026485	8.272671771	7.576341	8.497505	7.505351088	10.3743766
ENSSBOG00000026487	4.913642454	2.607395	2.684972	1.61922283	2.92098494
ENSSBOG00000026488	3.318947295	1.572814	3.370609	2.70985966	3.48723422
ENSSBOG00000026489	2.023684725	0.8761983	1.831322	0.323823128	2.36443516
ENSSBOG00000026490	2.606527508	2.395641	2.79825	1.51684219	2.97409791
ENSSBOG00000026491	3.296462694	1.04347	2.945767	1.48543198	3.80728485
ENSSBOG00000026492	3.098933223	2.246131	3.243788	5.608170531	1.1389324
ENSSBOG00000026493	0	0	0	0	0
ENSSBOG00000026494	5.906938925	0.4972741	1.720971	0	2.48178458
ENSSBOG00000026495	0.725417468	0	0	0	0.06999645
ENSSBOG00000026496	3.778145483	0	5.469111	0	1.4982764
ENSSBOG00000026497	0.250833059	0	0	0	0
ENSSBOG00000026498	9.819414323	8.803389	9.446486	8.834736494	11.33119688
ENSSBOG00000026499	4.479140002	1.482838	4.239543	3.947095698	5.6773391
ENSSBOG00000026500	7.331477718	5.39365	6.613179	5.055649376	7.27457402
ENSSBOG00000026501	0	0	1.797411	1.780730036	0
ENSSBOG00000026502	4.350749697	3.305507	4.551229	3.155211683	6.1553809
ENSSBOG00000026503	1.0162039	0.4246899	0.3957626	0.180555273	3.15807522
ENSSBOG00000026504	0	0	0	0	0.08739386
ENSSBOG00000026505	3.478489101	4.22293	1.049185	2.170187869	0.63546745
ENSSBOG00000026506	1.925585534	0	0	0	0
ENSSBOG00000026507	0.33079013	3.188232	1.255573	0.072993308	1.70445591
ENSSBOG00000026508	0	0	0	0	0
ENSSBOG00000026509	0	0.4701693	0.5798309	0	5.46987296
ENSSBOG00000026510	0	0	0.08330651	0	0
ENSSBOG00000026511	4.551798425	2.572572	3.79013	1.920018838	3.98148189
ENSSBOG00000026512	1.511295978	0.5810427	2.077181	1.168834553	1.98720443
ENSSBOG00000026513	6.89096949	3.201882	5.567232	3.902594592	5.45573161
ENSSBOG00000026514	2.506683178	2.567657	2.48537	1.859727091	3.40463205
ENSSBOG00000026515	4.60506165	0.05171497	0.07214985	5.717148321	0.83804493
ENSSBOG00000026516	0	0	0	0	0
ENSSBOG00000026517	0	0.189335	0.2541804	0	1.28998197
ENSSBOG00000026518	4.882004699	2.781902	4.135572	3.293569128	3.78391234
ENSSBOG00000026519	4.156000938	5.336049	5.473592	5.050158614	5.08112229
ENSSBOG00000026520	0	1.436332	0	2.253027149	1.60367263
ENSSBOG00000026521	4.501812987	2.303754	3.505259	1.913630488	4.29499562
ENSSBOG00000026522	1.143805465	1.233263	2.842699	2.589653244	3.12895668
ENSSBOG00000026523	5.829319612	4.407914	5.582265	4.594878492	6.04570594
ENSSBOG00000026524	5.092545742	4.360666	5.231598	4.382964614	5.98304006
ENSSBOG00000026525	4.010923027	1.811948	3.941341	2.514950388	3.95257586
ENSSBOG00000026526	3.216945562	1.456937	1.83518	1.494523136	2.53422502
ENSSBOG00000026527	1.768976134	0.8150146	5.977532	8.129775181	1.67730527
ENSSBOG00000026528	0	0	0.07187879	0	0
ENSSBOG00000026529	2.651027115	1.304331	1.724859	1.502330092	2.12647503
ENSSBOG00000026530	2.359192225	1.275091	0.5667918	0.270971401	0.12327538
ENSSBOG00000026531	1.025950124	2.005112	2.674377	2.324125638	3.07529302
ENSSBOG00000026532	3.450861525	0	0	0	2.68894795
ENSSBOG00000026533	5.379770657	5.343222	5.347216	3.028227462	4.49670265
ENSSBOG00000026534	0.967453429	0.1075403	0.3137578	0	0
ENSSBOG00000026535	2.878545852	1.811152	3.178949	1.902331794	4.67894515
ENSSBOG00000026536	5.329313072	3.054929	4.326725	3.648266397	4.82400354
ENSSBOG00000026537	7.08102053	6.122089	7.145203	5.823821697	7.88249694
ENSSBOG00000026538	6.389079235	3.027476	6.194719	4.992791086	5.10225583
ENSSBOG00000026539	4.655391903	2.56654	3.59327	1.957662058	4.88038922
ENSSBOG00000026540	2.598715355	0	0	0	0
ENSSBOG00000026541	5.292429129	1.362886	2.812919	2.614780505	4.65427857
ENSSBOG00000026542	6.856823888	7.612913	7.27725	6.905784105	7.00288251
ENSSBOG00000026543	3.401633197	3.684123	4.420583	3.499322915	4.7430248
ENSSBOG00000026544	0.974953615	0.900191	1.501281	1.363860714	1.3773459
ENSSBOG00000026545	4.638919507	4.223855	5.043966	4.530676317	5.11594463
ENSSBOG00000026546	1.623660882	0.5682715	1.509762	0.515387489	2.19179319
ENSSBOG00000026547	3.120083152	0.286188	5.085735	0.186707185	2.79662682
ENSSBOG00000026548	0.097953228	0.09673629	0.5205248	0	0.61530706
ENSSBOG00000026549	1.856595343	2.383901	1.170162	1.074642438	2.40776877
ENSSBOG00000026550	0	0	5.311547	0.491532975	5.68303671
ENSSBOG00000026551	3.082798459	1.808286	2.779249	2.051420829	2.64897616
ENSSBOG00000026552	3.894245421	2.25407	3.132944	1.914844234	3.54642408
ENSSBOG00000026553	1.069282837	3.686478	0.164924	0.145986501	0.40714388
ENSSBOG00000026554	8.185688675	5.035989	4.286427	3.169100025	5.79756556
ENSSBOG00000026555	3.777819459	2.141109	3.024673	1.59675867	3.73294208
ENSSBOG00000026556	0	0	0.1059737	0	0.10146263
ENSSBOG00000026557	1.979176622	1.492668	4.010511	0.858700372	2.68921416
ENSSBOG00000026558	1.718683833	1.059508	1.974973	1.941034926	2.45220532
ENSSBOG00000026559	5.33364556	4.075721	4.711616	3.893866969	5.16969656
ENSSBOG00000026560	4.920931604	2.909756	4.113105	2.944084429	4.94914269
ENSSBOG00000026561	3.540659674	5.46288	4.851464	5.952370845	4.05762356
ENSSBOG00000026562	0	0	0	0	0
ENSSBOG00000026563	2.887844968	0.5036479	1.86561	0.778052101	2.60981641
ENSSBOG00000026564	3.74922317	1.691382	3.08553	2.573175754	3.57077864
ENSSBOG00000026565	2.904755752	1.40457	2.780732	2.085294114	3.51093028
ENSSBOG00000026566	0	0	0.1766955	0.144960005	0.18337599
ENSSBOG00000026567	6.746957642	4.817695	5.635043	5.00477103	5.71277459
ENSSBOG00000026568	0.108485516	0	0	0	0
ENSSBOG00000026569	4.346595284	3.334165	3.963095	3.259715398	3.97394184
ENSSBOG00000026570	6.327108877	4.398556	4.804353	2.931219732	7.01965744
ENSSBOG00000026571	5.081612323	1.599442	2.448119	0.30076452	1.71004488
ENSSBOG00000026572	4.515940803	4.404661	5.369425	1.571690927	4.94693649
